id,artwork_id,engraving_id
55370,1167,3
55371,1167,19
43307,1168,2
43308,1168,4
43309,1168,5
43310,1168,6
43311,1168,8
43312,1168,10
43313,1168,11
43314,1168,12
43315,1168,15
43316,1168,19
74248,1169,8
74249,1169,15
74250,1169,4
74251,1169,10
74252,1169,3
74253,1169,19
16546,1170,3
16547,1170,8
16548,1170,15
16549,1170,18
41120,1172,3
41121,1172,4
41122,1172,8
41123,1172,15
41124,1172,18
24645,1173,2
24646,1173,6
24647,1173,8
24648,1173,9
24649,1173,12
24650,1173,14
24651,1173,15
24652,1173,17
7323,1175,2
7324,1175,8
7325,1175,16
7326,1175,17
20122,1176,2
20123,1176,4
20124,1176,8
20125,1176,16
20126,1176,17
20127,1177,2
20128,1177,4
20129,1177,5
20130,1177,8
20131,1177,16
20132,1177,17
40963,1178,2
40964,1178,4
40965,1178,8
40966,1178,11
40967,1178,13
40968,1178,15
40969,1178,17
163,1179,8
27479,1179,3
27480,1179,5
27481,1179,15
27482,1179,19
34118,1180,2
34119,1180,8
34120,1180,13
34121,1180,14
34122,1180,15
423,1181,2
424,1181,4
425,1181,5
426,1181,8
427,1181,16
428,1181,17
74064,1182,8
74065,1182,9
74066,1182,6
74067,1182,15
74068,1182,14
74069,1182,2
74070,1182,11
74071,1182,10
74072,1182,19
30823,1183,2
30824,1183,4
30825,1183,5
30826,1183,6
30827,1183,8
30828,1183,9
30829,1183,11
30830,1183,12
30831,1183,13
30832,1183,15
30833,1183,18
30841,1184,2
30842,1184,13
30843,1184,14
30844,1184,15
30845,1184,18
30834,1185,2
30835,1185,4
30836,1185,5
30837,1185,8
30838,1185,11
30839,1185,15
30840,1185,18
30870,1186,2
30871,1186,4
30872,1186,5
30873,1186,8
30874,1186,10
30875,1186,11
30876,1186,15
30877,1186,18
90552,1187,9
90553,1187,15
90554,1187,4
90555,1187,3
90556,1187,18
2033,1188,3
2034,1188,5
2035,1188,9
2036,1188,19
21941,1188,15
59325,1189,8
59326,1189,15
59327,1189,14
59328,1189,3
59329,1189,17
21981,1190,2
21982,1190,4
21983,1190,5
21984,1190,6
21985,1190,8
21986,1190,11
21987,1190,12
21988,1190,15
21989,1190,19
42493,1191,2
42494,1191,4
42495,1191,8
42496,1191,16
42497,1191,17
21990,1192,2
21991,1192,4
21992,1192,5
21993,1192,6
21994,1192,8
21995,1192,10
21996,1192,11
21997,1192,12
21998,1192,13
21999,1192,15
22000,1192,17
22001,1193,2
22002,1193,4
22003,1193,5
22004,1193,6
22005,1193,8
22006,1193,11
22007,1193,12
22008,1193,15
22009,1193,19
73509,1195,8
73510,1195,9
73511,1195,15
73512,1195,14
73513,1195,3
69906,1196,9
69907,1196,6
69908,1196,16
69909,1196,14
69910,1196,2
69911,1196,10
69912,1196,17
69913,1196,12
52321,1197,8
52322,1197,6
52323,1197,16
52324,1197,14
52325,1197,2
52326,1197,17
52327,1197,13
52328,1197,12
78270,1198,7
78271,1198,8
78272,1198,15
78273,1198,4
78274,1198,2
78275,1198,11
78276,1198,19
24092,1199,3
24093,1199,5
24094,1199,6
24095,1199,12
24096,1199,15
24097,1199,19
89666,1200,8
89667,1200,15
89668,1200,4
89669,1200,3
89670,1200,18
3329,1201,2
3330,1201,4
3331,1201,5
3332,1201,8
3333,1201,13
3334,1201,16
3335,1201,18
3336,1202,2
3337,1202,4
3338,1202,8
3339,1202,16
3340,1202,18
3341,1203,2
3342,1203,4
3343,1203,8
3344,1203,9
3345,1203,11
3346,1203,16
3347,1203,17
3348,1204,2
3349,1204,4
3350,1204,7
3351,1204,8
3352,1204,16
3353,1204,17
3354,1205,2
3355,1205,4
3356,1205,8
3357,1205,9
3358,1205,13
3359,1205,16
3360,1205,17
1613,1206,2
1614,1206,14
1615,1206,16
1616,1206,17
45205,1206,8
93628,1207,8
93629,1207,16
93630,1207,5
93631,1207,4
93632,1207,2
93633,1207,19
93634,1207,12
404,1209,2
405,1209,4
406,1209,5
407,1209,8
408,1209,10
409,1209,13
410,1209,16
411,1209,17
21963,1210,1
21964,1210,2
21965,1210,7
21966,1210,8
21967,1210,10
21968,1210,11
21969,1210,12
21970,1210,13
21971,1210,14
21972,1210,16
21973,1210,17
21974,1211,2
21975,1211,8
21976,1211,11
21977,1211,13
21978,1211,14
21979,1211,15
21980,1211,18
19857,1213,2
19858,1213,4
19859,1213,5
19860,1213,8
19861,1213,10
19862,1213,12
19863,1213,14
19864,1213,16
19865,1213,17
20747,1214,2
20748,1214,4
20749,1214,5
20750,1214,8
20751,1214,14
20752,1214,16
20753,1214,17
7327,1215,2
7328,1215,8
7329,1215,16
7330,1215,17
1121,1216,2
1122,1216,8
1123,1216,14
1124,1216,16
1125,1216,19
39671,1217,2
39672,1217,4
39673,1217,5
39674,1217,6
39675,1217,8
39676,1217,11
39677,1217,12
39678,1217,15
39679,1217,19
93635,1218,8
93636,1218,6
93637,1218,16
93638,1218,5
93639,1218,4
93640,1218,2
93641,1218,19
93642,1218,12
78264,1219,7
78265,1219,8
78266,1219,15
78267,1219,4
78268,1219,3
78269,1219,19
56240,1220,8
56241,1220,5
56242,1220,3
56243,1220,19
87035,1220,6
1347,1221,2
1348,1221,14
1349,1221,16
1350,1221,19
45120,1221,4
45121,1221,5
44528,1222,1
44529,1222,3
44530,1222,5
44531,1222,8
44532,1222,15
74073,1223,8
74074,1223,9
74075,1223,6
74076,1223,15
74077,1223,14
74078,1223,2
74079,1223,11
74080,1223,19
74081,1223,13
54290,1224,8
54291,1224,15
54292,1224,4
54293,1224,3
54294,1224,19
30450,1226,3
30451,1226,5
30452,1226,7
26912,1227,2
26913,1227,8
26914,1227,15
26915,1227,19
46727,1229,3
46728,1229,4
46729,1229,8
46730,1229,15
46731,1229,18
6926,1231,4
6927,1231,8
6928,1231,15
6929,1231,18
6930,1232,3
6931,1232,8
6932,1232,15
6933,1232,18
6934,1233,3
6935,1233,8
6936,1233,15
6937,1233,19
6938,1234,2
6939,1234,5
6940,1234,8
6941,1234,16
6942,1234,18
6943,1235,2
6944,1235,8
6945,1235,15
6946,1235,18
6947,1236,2
6948,1236,5
6949,1236,8
6950,1236,15
6951,1236,18
6952,1237,3
6953,1237,8
6954,1237,15
6955,1237,19
6956,1238,3
6957,1238,5
6958,1238,8
6959,1238,16
6960,1238,18
6961,1239,3
6962,1239,8
6963,1239,15
6964,1239,19
6965,1240,2
6966,1240,8
6967,1240,15
6968,1240,18
6969,1241,2
6970,1241,8
6971,1241,15
6972,1241,18
6973,1242,3
6974,1242,8
6975,1242,15
6976,1242,18
82572,1243,7
82573,1243,15
82574,1243,5
82575,1243,3
82576,1243,19
27526,1244,3
27527,1244,5
27528,1244,9
27529,1245,3
27530,1245,5
27531,1245,8
50744,1246,8
50745,1246,15
50746,1246,4
50747,1246,3
50748,1246,18
8081,1247,1
8082,1247,2
8083,1247,7
8084,1247,8
8085,1247,14
8086,1247,15
8087,1247,18
46732,1248,3
46733,1248,4
46734,1248,8
46735,1248,15
46736,1248,18
42226,1249,1
42227,1249,3
42228,1249,5
42229,1249,8
42230,1249,15
16550,1250,2
16551,1250,4
16552,1250,8
16553,1250,16
16554,1250,18
32415,1251,3
32416,1251,5
32417,1251,8
32418,1251,15
32419,1251,18
22903,1254,1
22904,1254,2
22905,1254,8
22906,1254,14
22907,1254,17
16555,1255,2
16556,1255,16
16557,1255,17
22908,1256,2
22909,1256,8
22910,1256,10
22911,1256,11
22912,1256,12
22913,1256,14
22914,1256,17
41293,1257,2
41294,1257,4
41295,1257,8
41296,1257,9
41297,1257,15
41298,1257,17
18902,1259,3
18903,1259,5
18904,1259,8
18905,1259,10
18906,1259,11
18907,1259,12
18908,1259,16
18909,1259,19
40850,1260,3
40851,1260,4
40852,1260,8
40853,1260,15
40854,1260,18
30846,1261,2
30847,1261,4
30848,1261,5
30849,1261,6
30850,1261,8
30851,1261,11
30852,1261,12
30853,1261,16
30854,1261,18
80054,1264,7
80055,1264,6
80056,1264,16
80057,1264,14
80058,1264,2
80059,1264,11
80060,1264,10
80061,1264,19
80062,1264,13
80063,1264,12
75424,1265,8
75425,1265,6
75426,1265,15
75427,1265,14
75428,1265,2
75429,1265,11
75430,1265,10
75431,1265,19
82243,1266,7
82244,1266,8
82245,1266,15
82246,1266,14
82247,1266,2
82248,1266,19
82249,1266,13
79984,1267,8
79985,1267,9
79986,1267,15
79987,1267,4
79988,1267,2
79989,1267,11
79990,1267,10
79991,1267,3
79992,1267,17
79993,1267,13
70952,1268,8
70953,1268,9
70954,1268,15
70955,1268,14
70956,1268,2
70957,1268,11
70958,1268,10
70959,1268,19
70960,1268,13
70961,1268,12
9884,1269,2
9885,1269,8
9886,1269,12
9887,1269,14
9888,1269,17
60913,1270,8
60914,1270,15
60915,1270,4
60916,1270,3
60917,1270,19
44293,1271,2
44294,1271,4
44295,1271,5
44296,1271,8
44297,1271,12
44298,1271,16
44299,1271,19
93128,1272,7
93129,1272,6
93130,1272,16
93131,1272,14
93132,1272,2
93133,1272,10
93134,1272,19
93135,1272,13
93136,1272,12
44176,1273,2
44177,1273,4
44178,1273,5
44179,1273,7
44180,1273,8
44181,1273,10
44182,1273,15
44183,1273,19
26904,1274,1
26905,1274,2
26906,1274,5
26907,1274,6
26908,1274,8
26909,1274,15
26910,1274,19
63825,1275,8
63826,1275,15
63827,1275,4
63828,1275,2
63829,1275,11
63830,1275,10
63831,1275,19
63832,1275,12
12970,1276,2
12971,1276,4
12972,1276,5
12973,1276,8
12974,1276,16
12975,1276,18
17990,1277,2
17991,1277,5
17992,1277,8
17993,1277,15
17994,1277,19
76571,1278,6
76572,1278,15
76573,1278,4
76574,1278,3
76575,1278,19
24501,1279,3
24502,1279,5
24503,1279,6
24504,1279,12
24505,1279,15
24506,1279,19
80064,1280,7
80065,1280,6
80066,1280,16
80067,1280,14
80068,1280,2
80069,1280,11
80070,1280,10
80071,1280,19
80072,1280,13
80073,1280,12
92508,1281,8
92509,1281,15
92510,1281,4
92511,1281,2
92512,1281,10
92513,1281,17
92514,1281,12
77289,1282,8
77290,1282,15
77291,1282,4
77292,1282,2
77293,1282,11
77294,1282,10
77295,1282,3
77296,1282,17
29687,1284,2
29688,1284,8
29689,1284,10
29690,1284,14
29691,1284,16
29692,1284,17
52329,1285,8
52330,1285,6
52331,1285,15
52332,1285,14
52333,1285,2
52334,1285,17
52335,1285,12
24653,1286,2
24654,1286,5
24655,1286,6
24656,1286,8
24657,1286,10
24658,1286,11
24659,1286,12
24660,1286,15
24661,1286,17
29232,1287,2
29233,1287,8
29234,1287,16
29235,1287,17
64805,1288,8
64806,1288,15
64807,1288,14
64808,1288,10
64809,1288,17
64810,1288,12
65776,1289,7
65777,1289,8
65778,1289,9
65779,1289,6
65780,1289,16
65781,1289,14
65782,1289,2
65783,1289,11
65784,1289,10
65785,1289,19
65786,1289,13
65787,1289,12
29358,1290,2
29359,1290,6
29360,1290,8
29361,1290,9
29362,1290,14
29363,1290,16
29364,1290,19
64791,1291,8
64792,1291,15
64793,1291,14
64794,1291,2
64795,1291,10
64796,1291,17
64797,1291,12
33749,1292,3
33750,1292,5
33751,1292,8
33752,1292,13
33753,1292,15
33754,1292,18
51658,1294,8
51659,1294,9
51660,1294,15
51661,1294,14
51662,1294,11
51663,1294,19
51664,1294,13
42170,1295,1
42171,1295,3
42172,1295,5
42173,1295,8
42174,1295,15
42128,1296,1
42129,1296,3
42130,1296,5
42131,1296,8
42132,1296,15
56358,1298,8
56359,1298,15
56360,1298,4
56361,1298,2
56362,1298,17
84479,1299,8
84480,1299,15
84481,1299,5
84482,1299,3
84483,1299,19
15864,1301,2
15865,1301,6
15866,1301,9
15867,1301,12
15868,1301,14
15869,1301,15
15870,1301,19
18656,1302,2
18657,1302,4
18658,1302,5
18659,1302,6
18660,1302,8
18661,1302,12
18662,1302,15
18663,1302,17
41754,1304,1
41755,1304,3
41756,1304,5
41757,1304,8
41758,1304,15
56187,1305,8
56188,1305,9
56189,1305,6
56190,1305,16
56191,1305,5
56192,1305,4
56193,1305,2
56194,1305,17
56195,1305,12
46484,1307,2
46485,1307,8
46486,1307,13
46487,1307,14
46488,1307,16
46489,1307,17
26611,1310,2
26612,1310,5
26613,1310,7
26614,1310,15
26615,1310,17
19731,1311,2
19732,1311,5
19733,1311,8
19734,1311,10
19735,1311,16
19736,1311,17
54645,1312,8
54646,1312,15
54647,1312,14
54648,1312,2
54649,1312,17
12198,1313,5
12199,1313,8
12200,1313,15
12201,1313,19
4573,1314,2
4574,1314,6
4575,1314,7
4576,1314,8
4577,1314,9
4578,1314,11
4579,1314,12
4580,1314,14
4581,1314,16
4582,1314,17
86220,1315,8
86221,1315,15
86222,1315,4
86223,1315,3
86224,1315,19
53903,1316,8
53904,1316,15
53905,1316,4
53906,1316,3
53907,1316,19
9895,1318,2
9896,1318,7
9897,1318,12
9898,1318,13
9899,1318,14
9900,1318,17
26129,1319,8
26130,1319,13
26132,1319,19
54021,1319,15
54023,1319,3
77201,1319,4
61256,1320,8
61257,1320,15
61258,1320,4
61259,1320,2
61260,1320,17
4189,1322,2
4190,1322,9
4191,1322,16
4192,1322,19
69569,1323,8
69570,1323,15
69571,1323,14
69572,1323,1
69573,1323,2
69574,1323,3
69575,1323,17
69576,1323,12
42110,1324,3
42111,1324,5
42112,1324,8
42113,1324,15
42114,1325,3
42115,1325,5
42116,1325,8
42117,1325,15
90242,1327,9
90243,1327,15
90244,1327,4
90245,1327,3
90246,1327,18
44484,1328,3
44485,1328,5
44486,1328,8
44487,1328,15
26134,1329,4
26135,1329,8
26136,1329,13
53994,1329,15
53995,1329,3
53996,1329,19
2254,1330,2
2255,1330,4
2256,1330,5
2257,1330,8
2258,1330,9
2259,1330,14
2260,1330,16
2261,1330,17
45371,1330,10
14649,1332,3
14650,1332,4
14651,1332,9
14652,1332,15
14653,1332,19
84484,1333,8
84485,1333,15
84486,1333,5
84487,1333,3
84488,1333,19
16558,1334,2
16559,1334,4
16560,1334,5
16561,1334,8
16562,1334,10
16563,1334,14
16564,1334,16
16565,1334,17
50702,1336,8
50703,1336,15
50704,1336,14
50705,1336,2
50706,1336,19
50707,1336,13
20817,1338,2
20818,1338,4
20819,1338,8
20820,1338,10
20821,1338,19
56413,1339,8
56414,1339,15
56415,1339,5
56416,1339,3
56417,1339,19
60918,1341,8
60919,1341,15
60920,1341,4
60921,1341,3
60922,1341,19
39631,1343,3
39632,1343,4
39633,1343,8
39634,1343,16
39635,1343,19
57776,1345,8
57777,1345,15
57778,1345,4
57779,1345,2
57780,1345,17
57781,1345,12
57769,1346,9
57770,1346,15
57771,1346,14
57772,1346,2
57773,1346,10
57774,1346,19
57775,1346,12
44480,1347,3
44481,1347,5
44482,1347,8
44483,1347,15
21833,1348,3
21834,1348,5
21835,1348,8
21836,1348,15
21837,1348,19
33351,1350,3
33352,1350,4
33353,1350,8
33354,1350,15
33355,1350,19
28876,1351,3
28877,1351,5
28878,1351,8
28879,1351,15
28880,1351,19
55640,1353,8
55641,1353,15
55642,1353,4
55643,1353,3
55644,1353,19
7631,1354,3
7632,1354,4
7633,1354,13
7634,1354,15
7635,1354,19
25750,1356,2
25751,1356,7
25752,1356,8
25753,1356,11
25754,1356,12
25755,1356,13
25756,1356,14
25757,1356,16
25758,1356,19
16669,1357,2
16670,1357,4
16671,1357,5
16672,1357,6
16673,1357,8
16674,1357,11
16675,1357,12
16676,1357,15
16677,1357,18
16678,1358,2
16679,1358,4
16680,1358,5
16681,1358,6
16682,1358,8
16683,1358,11
16684,1358,15
16685,1358,18
16686,1359,2
16687,1359,4
16688,1359,5
16689,1359,6
16690,1359,8
16691,1359,11
16692,1359,12
16693,1359,15
16694,1359,18
16695,1360,2
16696,1360,4
16697,1360,5
16698,1360,6
16699,1360,8
16700,1360,11
16701,1360,12
16702,1360,15
16703,1360,18
16704,1361,2
16705,1361,4
16706,1361,5
16707,1361,6
16708,1361,8
16709,1361,11
16710,1361,12
16711,1361,15
16712,1361,18
16713,1362,2
16714,1362,4
16715,1362,5
16716,1362,6
16717,1362,8
16718,1362,11
16719,1362,12
16720,1362,15
16721,1362,18
16722,1363,2
16723,1363,4
16724,1363,5
16725,1363,6
16726,1363,8
16727,1363,11
16728,1363,12
16729,1363,15
16730,1363,18
16731,1364,2
16732,1364,4
16733,1364,5
16734,1364,6
16735,1364,8
16736,1364,11
16737,1364,12
16738,1364,15
16739,1364,18
16740,1365,2
16741,1365,4
16742,1365,5
16743,1365,6
16744,1365,8
16745,1365,11
16746,1365,12
16747,1365,15
16748,1365,18
16749,1366,2
16750,1366,4
16751,1366,5
16752,1366,6
16753,1366,8
16754,1366,11
16755,1366,12
16756,1366,15
16757,1366,18
16758,1367,2
16759,1367,4
16760,1367,5
16761,1367,6
16762,1367,8
16763,1367,11
16764,1367,12
16765,1367,15
16766,1367,18
16767,1368,2
16768,1368,4
16769,1368,5
16770,1368,6
16771,1368,8
16772,1368,11
16773,1368,12
16774,1368,15
16775,1368,18
16776,1369,2
16777,1369,4
16778,1369,5
16779,1369,6
16780,1369,8
16781,1369,11
16782,1369,12
16783,1369,15
16784,1369,18
16785,1370,2
16786,1370,4
16787,1370,5
16788,1370,6
16789,1370,8
16790,1370,11
16791,1370,12
16792,1370,15
16793,1370,18
16794,1372,2
16795,1372,4
16796,1372,5
16797,1372,6
16798,1372,8
16799,1372,11
16800,1372,12
16801,1372,15
16802,1372,18
16803,1373,2
16804,1373,4
16805,1373,5
16806,1373,6
16807,1373,8
16808,1373,11
16809,1373,12
16810,1373,15
16811,1373,18
16824,1374,2
16825,1374,3
16826,1374,4
16827,1374,6
16828,1374,8
16829,1374,11
16830,1374,12
16831,1374,15
16832,1374,18
16845,1375,2
16846,1375,4
16847,1375,5
16848,1375,6
16849,1375,8
16850,1375,11
16851,1375,12
16852,1375,15
16853,1375,18
16944,1376,2
16945,1376,4
16946,1376,5
16947,1376,6
16948,1376,8
16949,1376,11
16950,1376,12
16951,1376,15
16952,1376,18
75972,1377,8
75973,1377,15
75974,1377,4
75975,1377,3
59603,1382,8
59604,1382,15
59605,1382,14
59606,1382,2
59607,1382,10
59608,1382,17
59609,1382,12
54284,1383,8
54285,1383,15
54286,1383,4
54287,1383,1
54288,1383,3
54289,1383,18
75981,1384,8
75982,1384,15
75983,1384,4
75984,1384,3
57223,1386,8
57224,1386,9
57225,1386,6
57226,1386,5
57227,1386,4
57228,1386,10
57229,1386,19
57230,1386,12
11516,1387,5
11519,1387,15
28134,1387,9
28135,1387,18
93894,1388,8
93895,1388,16
93896,1388,5
93897,1388,4
93898,1388,2
93899,1388,19
79025,1389,7
79026,1389,8
79027,1389,6
79028,1389,16
79029,1389,14
79030,1389,2
79031,1389,11
79032,1389,10
79033,1389,17
79034,1389,12
51165,1390,8
51166,1390,15
51167,1390,4
51168,1390,3
51169,1390,18
54300,1391,8
54301,1391,15
54302,1391,4
54303,1391,3
54304,1391,18
54315,1392,9
54316,1392,15
54317,1392,4
54318,1392,3
54319,1392,18
71482,1393,8
71483,1393,9
71484,1393,15
71485,1393,14
71486,1393,2
71487,1393,17
71488,1393,13
44465,1394,1
44466,1394,3
44467,1394,5
44468,1394,8
44469,1394,15
46720,1395,1
46721,1395,3
46722,1395,4
46723,1395,7
46724,1395,10
46725,1395,15
46726,1395,19
50708,1396,8
50709,1396,15
50710,1396,14
50711,1396,2
50712,1396,19
50713,1396,13
75474,1397,7
75475,1397,8
75476,1397,6
75477,1397,15
75478,1397,14
75479,1397,2
75480,1397,11
75481,1397,10
75482,1397,19
75483,1397,12
17280,1398,2
17281,1398,4
17282,1398,5
17283,1398,6
17284,1398,13
17285,1398,16
17286,1398,19
75484,1399,7
75485,1399,8
75486,1399,6
75487,1399,15
75488,1399,14
75489,1399,2
75490,1399,11
75491,1399,10
75492,1399,19
75493,1399,13
75494,1399,12
17287,1403,2
17288,1403,7
17289,1403,8
17290,1403,10
17291,1403,12
17292,1403,14
17293,1403,16
17294,1403,17
81448,1404,7
81449,1404,15
81450,1404,4
81451,1404,3
81452,1404,19
68121,1405,8
68122,1405,16
68123,1405,5
68124,1405,4
68125,1405,2
68126,1405,18
68127,1405,19
65788,1406,7
65789,1406,8
65790,1406,9
65791,1406,6
65792,1406,16
65793,1406,14
65794,1406,2
65795,1406,10
65796,1406,19
65797,1406,13
65798,1406,12
17295,1407,2
17296,1407,4
17297,1407,5
17298,1407,7
17299,1407,8
17300,1407,10
17301,1407,12
17302,1407,16
17303,1407,17
25285,1409,3
25286,1409,4
25287,1409,8
25288,1409,16
25289,1409,19
25290,1411,3
25291,1411,4
25292,1411,8
25293,1411,15
25294,1411,19
30175,1412,3
30176,1412,5
30177,1412,7
14654,1414,3
14655,1414,9
14656,1414,15
14657,1414,19
93137,1415,7
93138,1415,8
93139,1415,15
93140,1415,14
93141,1415,2
93142,1415,11
93143,1415,19
93144,1415,13
44300,1418,1
44301,1418,3
44302,1418,4
44303,1418,5
44304,1418,8
44305,1418,16
44306,1418,19
57231,1419,8
57232,1419,15
57233,1419,5
57234,1419,2
57235,1419,10
57236,1419,19
57237,1419,12
92106,1420,7
92107,1420,8
92108,1420,15
92109,1420,4
92110,1420,2
92111,1420,10
92112,1420,17
92113,1420,12
75432,1421,8
75433,1421,6
75434,1421,15
75435,1421,14
75436,1421,2
75437,1421,11
75438,1421,10
75439,1421,19
75440,1421,13
23923,1422,2
23924,1422,6
23925,1422,8
23926,1422,10
23927,1422,11
23928,1422,16
23929,1422,19
90557,1423,8
90558,1423,15
90559,1423,4
90560,1423,3
90561,1423,18
59863,1424,8
59864,1424,15
59865,1424,14
59866,1424,2
59867,1424,17
3795,1425,2
3796,1425,6
3797,1425,11
3798,1425,15
3799,1425,19
81830,1426,8
81831,1426,15
81832,1426,4
81833,1426,3
81834,1426,19
27982,1427,2
27983,1427,6
27984,1427,8
27985,1427,10
27986,1427,11
27987,1427,15
27988,1427,19
93643,1428,8
93644,1428,6
93645,1428,16
93646,1428,5
93647,1428,4
93648,1428,19
93649,1428,12
27989,1429,2
27990,1429,6
27991,1429,8
27992,1429,14
27993,1429,16
27994,1429,19
80074,1430,7
80075,1430,6
80076,1430,16
80077,1430,14
80078,1430,2
80079,1430,11
80080,1430,10
80081,1430,19
80082,1430,13
80083,1430,12
84496,1432,8
84497,1432,15
84498,1432,5
84499,1432,3
84500,1432,19
12976,1433,3
12977,1433,5
12978,1433,8
12979,1433,10
12980,1433,16
12981,1433,18
91224,1434,8
91225,1434,15
91226,1434,4
91227,1434,3
91228,1434,19
91229,1434,13
39111,1435,2
39112,1435,4
39113,1435,8
39114,1435,16
39115,1435,19
59154,1437,8
59155,1437,15
59156,1437,4
59157,1437,3
59158,1437,19
14962,1440,2
14963,1440,4
14964,1440,8
14965,1440,10
14966,1440,14
14967,1440,18
92515,1443,8
92516,1443,9
92517,1443,15
92518,1443,4
92519,1443,2
92520,1443,10
92521,1443,17
92522,1443,12
92523,1444,8
92524,1444,15
92525,1444,4
92526,1444,2
92527,1444,10
92528,1444,17
92529,1444,12
78369,1446,7
78370,1446,8
78371,1446,15
78372,1446,4
78373,1446,3
78374,1446,19
50714,1447,9
50715,1447,15
50716,1447,14
50717,1447,2
50718,1447,19
50719,1447,13
51665,1449,8
51666,1449,9
51667,1449,15
51668,1449,14
51669,1449,2
51670,1449,17
51671,1449,13
78382,1451,7
78383,1451,8
78384,1451,15
78385,1451,4
78386,1451,3
78387,1451,19
31508,1452,3
31509,1452,5
31510,1452,8
5234,1454,2
5235,1454,6
5236,1454,13
5237,1454,15
5238,1454,19
47222,1456,3
47223,1456,4
47224,1456,8
47225,1456,15
47226,1456,18
89877,1458,8
89878,1458,15
89879,1458,4
89880,1458,3
89881,1458,18
6470,1460,2
6471,1460,8
6472,1460,16
6473,1460,17
46305,1460,4
46306,1460,5
27995,1461,2
27996,1461,6
27997,1461,8
27998,1461,10
27999,1461,11
28000,1461,14
28001,1461,15
28002,1461,19
19725,1462,2
19726,1462,5
19727,1462,8
19728,1462,10
19729,1462,15
19730,1462,19
50720,1463,8
50721,1463,15
50722,1463,14
50723,1463,2
50724,1463,3
50725,1463,19
50726,1463,13
93900,1464,8
93901,1464,9
93902,1464,6
93903,1464,16
93904,1464,5
93905,1464,4
93906,1464,2
93907,1464,19
93908,1464,12
21423,1465,2
21424,1465,4
21425,1465,5
21426,1465,6
21427,1465,8
21428,1465,10
21429,1465,12
21430,1465,14
21431,1465,16
21432,1465,19
13214,1468,2
13215,1468,5
13216,1468,6
13217,1468,8
13218,1468,15
13219,1468,19
48358,1470,2
48359,1470,8
48360,1470,9
48361,1470,11
48362,1470,13
48363,1470,14
48364,1470,15
48365,1470,17
46684,1471,2
46685,1471,8
46686,1471,10
46687,1471,14
46688,1471,16
46689,1471,18
46690,1471,19
64811,1472,8
64812,1472,15
64813,1472,14
64814,1472,2
64815,1472,11
64816,1472,10
64817,1472,17
29693,1473,2
29694,1473,4
29695,1473,8
29696,1473,10
29697,1473,16
29698,1473,17
41746,1474,3
41747,1474,5
41748,1474,8
41749,1474,15
84506,1476,8
84507,1476,15
84508,1476,5
84509,1476,3
84510,1476,19
77622,1477,7
77623,1477,9
77624,1477,6
77625,1477,16
77626,1477,14
77627,1477,2
77628,1477,11
77629,1477,10
77630,1477,19
77631,1477,12
94944,1478,8
94945,1478,16
94946,1478,4
94947,1478,2
94948,1478,11
94949,1478,17
50727,1480,8
50728,1480,15
50729,1480,14
50730,1480,2
50731,1480,19
50732,1480,13
50733,1481,8
50734,1481,9
50735,1481,14
50736,1481,2
50737,1481,19
50738,1481,13
79704,1482,7
79705,1482,6
79706,1482,15
79707,1482,14
79708,1482,2
79709,1482,19
79710,1482,13
79711,1482,12
82590,1483,7
82591,1483,6
82592,1483,16
82593,1483,14
82594,1483,2
82595,1483,11
82596,1483,10
82597,1483,19
82598,1483,12
57238,1484,8
57239,1484,6
57240,1484,16
57241,1484,5
57242,1484,4
57243,1484,2
57244,1484,10
57245,1484,18
57246,1484,12
57247,1485,8
57248,1485,6
57249,1485,5
57250,1485,4
57251,1485,2
57252,1485,19
76577,1486,6
76578,1486,15
76579,1486,4
76580,1486,3
76581,1486,19
76583,1487,6
76584,1487,15
76585,1487,4
76586,1487,3
76587,1487,19
18910,1488,3
18911,1488,5
18912,1488,8
18913,1488,10
18914,1488,11
18915,1488,12
18916,1488,13
18917,1488,16
18918,1488,19
18919,1489,3
18920,1489,5
18921,1489,8
18922,1489,13
18923,1489,16
18924,1489,19
51672,1490,8
51673,1490,9
51674,1490,15
51675,1490,14
51676,1490,2
51677,1490,17
51678,1490,13
51679,1491,8
51680,1491,9
51681,1491,6
51682,1491,15
51683,1491,14
51684,1491,2
51685,1491,11
51686,1491,19
75600,1492,8
75601,1492,6
75602,1492,15
75603,1492,14
75604,1492,2
75605,1492,10
75606,1492,19
75607,1492,12
71637,1493,8
71638,1493,6
71639,1493,14
71640,1493,2
71641,1493,11
71642,1493,10
71643,1493,19
74082,1494,8
74083,1494,6
74084,1494,15
74085,1494,14
74086,1494,2
74087,1494,10
74088,1494,17
74089,1494,13
52336,1495,8
52337,1495,9
52338,1495,6
52339,1495,15
52340,1495,14
52341,1495,2
52342,1495,17
52343,1495,12
75441,1497,8
75442,1497,6
75443,1497,15
75444,1497,14
75445,1497,2
75446,1497,11
75447,1497,10
75448,1497,13
71644,1498,8
71645,1498,6
71646,1498,15
71647,1498,14
71648,1498,2
71649,1498,19
71650,1498,13
71651,1500,8
71652,1500,15
71653,1500,14
71654,1500,2
71655,1500,10
71656,1500,19
64266,1501,7
64267,1501,8
64268,1501,15
64269,1501,14
64270,1501,2
64271,1501,17
91846,1503,7
91847,1503,8
91848,1503,6
91849,1503,15
91850,1503,14
91851,1503,2
91852,1503,11
91853,1503,19
91854,1503,12
93909,1504,8
93910,1504,6
