id,artwork_id,engraving_id
9110,10642,8
9111,10642,15
9112,10642,19
954,10644,2
955,10644,16
956,10644,19
6531,10645,4
6532,10645,8
6534,10645,10
6535,10645,12
31793,10645,3
31794,10645,15
31795,10645,19
58253,10646,8
58254,10646,15
58255,10646,4
58256,10646,2
58257,10646,17
58258,10646,13
58259,10646,12
1300,10648,1
1301,10648,2
1302,10648,10
1303,10648,19
1304,10651,2
1305,10651,10
1306,10651,15
1307,10651,19
10239,10652,1
10240,10652,2
10241,10652,4
10242,10652,6
10243,10652,7
10244,10652,8
10245,10652,10
10246,10652,11
10247,10652,16
10248,10652,17
35569,10655,2
35570,10655,4
35571,10655,5
35572,10655,6
35573,10655,8
35574,10655,11
35575,10655,12
35576,10655,15
35577,10655,18
24507,10656,2
24508,10656,5
24509,10656,14
24510,10656,15
24511,10656,17
54335,10657,8
54336,10657,15
54337,10657,4
54338,10657,3
54339,10657,19
15986,10658,2
15987,10658,6
15988,10658,9
15989,10658,11
15990,10658,12
15991,10658,13
15992,10658,14
15993,10658,15
15994,10658,19
83559,10659,8
83560,10659,6
83561,10659,15
83562,10659,14
83563,10659,2
83564,10659,11
83565,10659,17
83566,10659,12
92179,10660,8
92180,10660,15
92181,10660,4
92182,10660,2
92183,10660,10
92184,10660,19
9016,10670,2
9017,10670,8
9018,10670,16
9019,10670,19
68242,10671,8
68243,10671,16
68244,10671,5
68245,10671,4
68246,10671,2
68247,10671,11
68248,10671,10
68249,10671,19
83534,10672,8
83535,10672,6
83536,10672,15
83537,10672,14
83538,10672,2
83539,10672,11
83540,10672,19
83541,10672,12
83542,10673,8
83543,10673,6
83544,10673,15
83545,10673,14
83546,10673,2
83547,10673,11
83548,10673,19
83549,10673,12
2148,10679,2
2149,10679,8
2150,10679,16
2151,10679,17
94368,10680,8
94369,10680,6
94370,10680,16
94371,10680,5
94372,10680,4
94373,10680,2
94374,10680,19
94375,10680,12
73501,10681,7
73502,10681,6
73503,10681,15
73504,10681,14
73505,10681,2
73506,10681,11
73507,10681,19
73508,10681,12
62789,10682,8
62790,10682,15
62791,10682,4
62792,10682,3
62793,10682,19
11272,10683,3
11273,10683,7
11274,10683,15
11275,10683,19
81924,10685,8
81925,10685,4
81926,10685,3
81927,10685,19
30574,10686,2
30575,10686,4
30576,10686,6
30577,10686,8
30578,10686,12
30579,10686,16
30580,10686,19
93479,10687,7
93480,10687,6
93481,10687,15
93482,10687,14
93483,10687,2
93484,10687,11
93485,10687,10
93486,10687,19
93487,10687,13
93488,10687,12
32550,10688,3
32551,10688,4
32552,10688,8
32553,10688,15
32554,10688,18
74357,10690,8
74358,10690,15
74359,10690,4
74360,10690,10
74361,10690,3
74362,10690,19
56299,10691,8
56300,10691,15
56301,10691,5
56302,10691,3
56303,10691,19
93489,10692,7
93490,10692,15
93491,10692,5
93492,10692,2
93493,10692,11
93494,10692,19
93495,10692,13
24592,10693,3
24593,10693,5
24594,10693,6
24595,10693,12
24596,10693,15
24597,10693,19
46642,10694,3
46643,10694,4
46644,10694,8
46645,10694,15
46646,10694,19
84827,10695,8
84828,10695,9
84829,10695,5
84830,10695,3
84831,10695,19
68250,10696,8
68251,10696,16
68252,10696,5
68253,10696,4
68254,10696,2
68255,10696,11
68256,10696,18
53342,10697,8
53343,10697,6
53344,10697,15
53345,10697,14
53346,10697,1
53347,10697,11
53348,10697,10
53349,10697,17
53350,10697,13
53351,10697,12
68529,10698,8
68530,10698,15
68531,10698,4
68532,10698,2
68533,10698,11
68534,10698,19
68535,10698,12
91505,10699,6
91506,10699,15
91507,10699,4
91508,10699,3
91509,10699,19
94684,10701,7
94685,10701,8
94686,10701,9
94687,10701,16
94688,10701,14
94689,10701,1
94690,10701,2
94691,10701,10
94692,10701,19
94693,10701,13
68536,10702,8
68537,10702,15
68538,10702,4
68539,10702,2
68540,10702,11
68541,10702,19
68542,10702,12
67157,10704,8
67158,10704,15
67159,10704,14
67160,10704,2
67161,10704,19
67162,10704,12
68543,10705,8
68544,10705,15
68545,10705,4
68546,10705,2
68547,10705,19
68548,10705,12
31890,10707,3
31891,10707,5
31892,10707,8
31893,10707,15
31894,10707,18
4352,10708,3
4353,10708,4
4354,10708,7
4355,10708,15
4356,10708,19
21526,10709,2
21527,10709,4
21528,10709,8
21529,10709,16
21530,10709,19
91056,10711,8
91057,10711,15
91058,10711,4
91059,10711,3
91060,10711,19
91061,10711,13
50228,10712,8
50229,10712,9
50230,10712,14
50231,10712,11
50232,10712,17
50233,10712,13
21218,10713,2
21219,10713,4
21220,10713,8
21221,10713,16
21222,10713,19
51281,10714,8
51282,10714,9
51283,10714,6
51284,10714,16
51285,10714,14
51286,10714,2
51287,10714,19
51288,10714,13
26484,10715,2
26485,10715,5
26486,10715,7
26487,10715,11
26488,10715,15
26489,10715,19
69054,10716,8
69055,10716,9
69056,10716,6
69057,10716,16
69058,10716,5
69059,10716,4
69060,10716,2
69061,10716,19
69062,10716,12
76702,10717,6
76703,10717,15
76704,10717,4
76705,10717,3
76706,10717,19
5312,10718,3
5313,10718,7
5314,10718,15
5315,10718,19
58260,10719,8
58261,10719,15
58262,10719,4
58263,10719,3
58264,10719,19
58265,10719,12
49353,10720,3
49354,10720,5
49355,10720,6
49356,10720,12
49357,10720,15
49358,10720,18
91510,10721,8
91511,10721,6
91512,10721,15
91513,10721,4
91514,10721,2
91515,10721,11
91516,10721,19
91517,10721,13
38802,10722,2
38803,10722,4
38804,10722,8
38805,10722,16
38806,10722,17
93811,10723,8
93812,10723,6
93813,10723,16
93814,10723,5
93815,10723,4
93816,10723,2
93817,10723,19
93818,10723,12
63740,10726,8
63741,10726,15
63742,10726,4
63743,10726,3
63744,10726,18
59621,10727,8
59622,10727,15
59623,10727,4
59624,10727,3
59625,10727,19
59626,10727,12
88389,10728,8
88390,10728,15
88391,10728,4
88392,10728,3
88393,10728,18
32174,10729,3
32175,10729,5
32176,10729,8
32177,10729,13
32178,10729,15
32179,10729,18
84328,10731,8
84329,10731,15
84330,10731,5
84331,10731,3
84332,10731,19
33761,10732,3
33762,10732,4
33763,10732,8
33764,10732,16
33765,10732,19
46647,10733,2
46648,10733,4
46649,10733,5
46650,10733,6
46651,10733,8
46652,10733,12
46653,10733,13
46654,10733,15
46655,10733,19
52138,10735,8
52139,10735,9
52140,10735,6
52141,10735,15
52142,10735,14
52143,10735,1
52144,10735,2
52145,10735,17
52146,10735,13
52147,10735,12
74818,10736,8
74819,10736,9
74820,10736,6
74821,10736,15
74822,10736,14
74823,10736,2
74824,10736,19
74825,10736,12
94376,10738,8
94377,10738,6
94378,10738,16
94379,10738,5
94380,10738,4
94381,10738,2
94382,10738,19
94383,10738,12
67163,10739,8
67164,10739,15
67165,10739,14
67166,10739,2
67167,10739,11
67168,10739,19
67169,10739,12
23403,10740,15
33766,10745,2
33767,10745,4
33768,10745,8
33769,10745,11
33770,10745,16
33771,10745,17
12656,10746,2
12657,10746,8
12658,10746,9
12659,10746,11
12660,10746,14
12661,10746,16
12662,10746,19
89023,10747,8
89024,10747,15
89025,10747,4
89026,10747,3
89027,10747,18
51289,10748,7
51290,10748,8
51291,10748,15
51292,10748,14
51293,10748,2
51294,10748,19
51295,10748,13
28981,10749,3
28982,10749,5
28983,10749,8
28984,10749,15
28985,10749,19
30581,10750,3
30582,10750,4
30583,10750,8
30584,10750,15
30585,10750,19
27169,10752,2
27170,10752,7
27171,10752,15
27172,10752,19
63698,10753,8
63699,10753,6
63700,10753,16
63701,10753,5
63702,10753,4
63703,10753,2
63704,10753,11
63705,10753,10
63706,10753,19
8673,10754,3
8674,10754,7
8675,10754,15
8676,10754,19
56304,10755,8
56305,10755,5
56306,10755,3
56307,10755,19
79605,10758,8
79606,10758,9
79607,10758,15
79608,10758,4
79609,10758,2
79610,10758,10
79611,10758,17
79612,10758,13
81262,10759,7
81263,10759,8
81264,10759,6
81265,10759,16
81266,10759,14
81267,10759,2
81268,10759,11
81269,10759,10
81270,10759,19
81271,10759,13
81272,10759,12
23140,10760,2
23141,10760,6
23142,10760,8
23143,10760,14
23144,10760,16
23145,10760,19
31447,10761,3
31448,10761,5
31449,10761,7
74721,10763,7
74722,10763,8
74723,10763,6
74724,10763,15
74725,10763,14
74726,10763,2
74727,10763,10
74728,10763,17
74729,10763,13
81637,10764,8
81638,10764,15
81639,10764,4
81640,10764,19
28303,10765,3
28304,10765,5
28305,10765,8
66183,10767,8
66184,10767,15
66185,10767,4
66186,10767,3
66187,10767,18
31517,10769,3
31518,10769,5
31519,10769,8
73918,10770,7
73919,10770,6
73920,10770,15
73921,10770,14
73922,10770,2
73923,10770,11
73924,10770,19
73925,10770,12
83550,10772,8
83551,10772,9
83552,10772,6
83553,10772,15
83554,10772,14
83555,10772,2
83556,10772,11
83557,10772,19
83558,10772,12
26708,10774,3
26709,10774,5
26710,10774,7
26711,10774,15
26712,10774,19
73926,10775,7
73927,10775,6
73928,10775,15
73929,10775,14
73930,10775,2
73931,10775,11
73932,10775,19
73933,10775,12
91518,10776,8
91519,10776,15
91520,10776,4
91521,10776,3
91522,10776,19
15078,10777,3
15079,10777,5
15080,10777,8
15081,10777,16
15082,10777,19
64645,10778,8
64646,10778,15
64647,10778,14
64648,10778,2
64649,10778,11
64650,10778,17
85535,10779,8
85536,10779,15
85537,10779,5
85538,10779,3
85539,10779,19
20529,10780,2
20530,10780,4
20531,10780,8
20532,10780,16
20533,10780,17
68257,10782,8
68258,10782,6
68259,10782,16
68260,10782,5
68261,10782,4
68262,10782,2
68263,10782,19
34802,10784,2
34803,10784,4
34804,10784,5
34805,10784,8
34806,10784,10
34807,10784,12
34808,10784,16
34809,10784,19
74740,10785,8
74741,10785,15
74742,10785,14
74743,10785,2
74744,10785,10
74745,10785,19
74746,10785,13
9020,10786,2
9021,10786,10
9022,10786,11
9023,10786,17
34735,10787,2
34736,10787,4
34737,10787,8
34738,10787,16
34739,10787,19
65239,10788,8
65240,10788,15
65241,10788,5
65242,10788,10
65243,10788,3
65244,10788,19
65245,10788,12
73934,10789,7
73935,10789,6
73936,10789,15
73937,10789,14
73938,10789,2
73939,10789,11
73940,10789,10
73941,10789,19
73942,10789,12
75519,10790,8
75520,10790,6
75521,10790,15
75522,10790,14
75523,10790,2
75524,10790,10
75525,10790,19
75526,10790,13
91523,10791,6
91524,10791,15
91525,10791,4
91526,10791,2
91527,10791,10
91528,10791,19
91529,10791,13
13770,10792,2
13771,10792,8
13772,10792,9
13773,10792,14
13774,10792,15
13775,10792,19
19883,10793,2
19884,10793,6
19885,10793,8
19886,10793,9
19887,10793,11
19888,10793,12
19889,10793,14
19890,10793,15
19891,10793,19
51978,10794,8
51979,10794,9
51980,10794,15
51981,10794,14
51982,10794,2
51983,10794,11
51984,10794,19
73943,10798,7
73944,10798,6
73945,10798,15
73946,10798,14
73947,10798,2
73948,10798,11
73949,10798,19
73950,10798,12
65246,10799,8
65247,10799,15
65248,10799,5
65249,10799,10
65250,10799,3
65251,10799,19
65252,10799,12
26045,10800,2
26046,10800,4
26047,10800,8
26048,10800,9
26049,10800,16
26050,10800,17
85524,10802,8
85525,10802,6
85526,10802,15
85527,10802,14
85528,10802,2
85529,10802,19
46422,10803,1
46423,10803,2
46424,10803,4
46425,10803,5
46426,10803,6
46427,10803,8
46428,10803,11
46429,10803,15
46430,10803,17
46213,10804,1
46214,10804,2
46215,10804,4
46216,10804,5
46217,10804,6
46218,10804,8
46219,10804,11
46220,10804,15
46221,10804,17
45280,10805,2
45281,10805,4
45282,10805,5
45283,10805,6
45284,10805,8
45285,10805,10
45286,10805,11
45287,10805,15
45288,10805,19
681,10808,2
682,10808,4
683,10808,5
684,10808,8
685,10808,9
686,10808,10
687,10808,12
688,10808,13
689,10808,16
690,10808,17
30586,10809,3
30587,10809,4
30588,10809,8
30589,10809,15
30590,10809,19
56769,10810,8
56770,10810,15
56771,10810,4
56772,10810,3
56773,10810,18
63989,10811,8
63990,10811,15
63991,10811,4
63992,10811,2
63993,10811,11
63994,10811,19
63995,10811,12
91062,10812,8
91063,10812,15
91064,10812,4
91065,10812,3
91066,10812,19
45580,10813,2
45581,10813,4
45582,10813,5
45583,10813,6
45584,10813,8
45585,10813,10
45586,10813,15
45587,10813,17
56530,10814,8
56531,10814,15
56532,10814,5
56533,10814,3
56534,10814,19
58266,10815,8
58267,10815,15
58268,10815,4
58269,10815,3
58270,10815,19
58271,10815,12
74826,10817,8
74827,10817,9
74828,10817,6
74829,10817,15
74830,10817,14
74831,10817,2
74832,10817,10
74833,10817,19
89154,10818,7
89155,10818,15
89156,10818,5
89157,10818,3
89158,10818,19
56535,10819,8
56536,10819,15
56537,10819,5
56538,10819,2
56539,10819,3
56540,10819,19
56541,10820,8
56542,10820,15
56543,10820,5
56544,10820,3
56545,10820,19
56546,10822,8
56547,10822,15
56548,10822,5
56549,10822,3
56550,10822,19
65253,10823,8
65254,10823,15
65255,10823,14
65256,10823,2
65257,10823,11
65258,10823,10
65259,10823,19
65260,10823,12
37511,10825,3
37512,10825,4
37513,10825,8
37514,10825,15
37515,10825,19
65667,10826,8
65668,10826,15
65669,10826,14
65670,10826,2
65671,10826,17
65672,10826,12
45373,10827,2
45374,10827,4
45375,10827,5
45376,10827,6
45377,10827,8
45378,10827,9
45379,10827,10
45380,10827,11
45381,10827,15
45382,10827,17
68549,10828,8
68550,10828,15
68551,10828,4
68552,10828,2
68553,10828,11
68554,10828,10
68555,10828,19
68556,10828,12
51296,10829,7
51297,10829,8
51298,10829,9
51299,10829,15
51300,10829,14
51301,10829,2
51302,10829,19
51303,10829,13
21223,10831,2
21224,10831,4
21225,10831,5
21226,10831,8
21227,10831,14
21228,10831,16
21229,10831,19
58272,10832,8
58273,10832,15
58274,10832,4
58275,10832,2
58276,10832,19
58277,10832,12
71230,10833,7
71231,10833,8
71232,10833,6
71233,10833,15
71234,10833,14
71235,10833,2
71236,10833,11
71237,10833,19
71238,10833,13
71239,10833,12
37516,10834,3
37517,10834,4
37518,10834,8
37519,10834,15
37520,10834,19
45526,10835,1
45527,10835,2
45528,10835,4
45529,10835,5
45530,10835,6
45531,10835,8
45532,10835,10
45533,10835,11
45534,10835,15
45535,10835,17
56591,10836,8
56592,10836,15
56593,10836,5
56594,10836,3
56595,10836,19
68264,10837,8
68266,10837,5
68267,10837,3
68268,10837,19
94783,10837,15
11276,10838,3
11277,10838,8
11278,10838,15
11279,10838,19
84832,10840,8
84833,10840,15
84834,10840,5
84835,10840,3
84836,10840,19
93496,10841,7
93497,10841,8
93498,10841,6
93499,10841,16
93500,10841,14
93501,10841,2
93502,10841,11
93503,10841,10
93504,10841,19
93505,10841,13
93506,10841,12
91530,10843,8
91531,10843,15
91532,10843,4
91533,10843,3
91534,10843,19
63996,10844,8
63997,10844,15
63998,10844,4
63999,10844,2
64000,10844,11
64001,10844,19
64002,10844,12
46239,10845,1
46240,10845,2
46241,10845,4
46242,10845,5
46243,10845,6
46244,10845,8
46245,10845,15
46246,10845,17
21230,10846,2
21231,10846,8
21232,10846,16
21233,10846,19
68557,10848,8
68558,10848,15
68559,10848,4
68560,10848,2
68561,10848,11
68562,10848,10
68563,10848,19
68564,10848,12
58278,10851,8
58279,10851,15
58280,10851,4
58281,10851,2
58282,10851,19
58283,10851,12
63806,10852,8
63807,10852,15
63808,10852,4
63809,10852,3
63810,10852,19
67170,10853,8
67171,10853,15
67172,10853,14
67173,10853,2
67174,10853,19
67175,10853,13
26499,10854,3
26500,10854,5
26501,10854,7
26502,10854,13
26503,10854,15
26504,10854,19
52766,10855,9
52767,10855,15
52768,10855,4
52769,10855,18
52770,10855,19
81273,10856,7
81274,10856,8
81275,10856,9
81276,10856,6
81277,10856,16
81278,10856,14
81279,10856,2
81280,10856,11
81281,10856,19
81282,10856,13
81283,10856,12
54224,10857,8
54225,10857,15
54226,10857,4
54227,10857,2
54228,10857,17
54229,10857,13
83567,10859,8
83568,10859,15
83569,10859,5
83570,10859,3
83571,10859,19
15083,10860,2
15084,10860,5
15085,10860,8
15086,10860,16
15087,10860,19
10249,10861,1
10250,10861,2
10251,10861,4
10252,10861,8
10253,10861,9
10254,10861,13
10255,10861,15
10256,10861,18
67176,10862,8
67177,10862,15
67178,10862,14
67179,10862,2
67180,10862,19
57053,10864,16
57054,10864,5
57055,10864,3
57056,10864,19
45383,10865,2
45384,10865,4
45385,10865,5
45386,10865,6
45387,10865,8
45388,10865,10
45389,10865,11
45390,10865,15
45391,10865,17
21234,10867,2
21235,10867,4
21236,10867,8
21237,10867,16
21238,10867,19
54505,10868,8
54506,10868,15
54507,10868,4
54508,10868,2
54509,10868,19
48281,10869,2
48282,10869,5
48283,10869,6
48284,10869,11
48285,10869,12
48286,10869,15
48287,10869,18
43800,10871,3
43801,10871,4
43802,10871,8
43803,10871,15
43804,10871,19
22349,10872,2
22350,10872,8
22351,10872,10
22352,10872,13
22353,10872,14
22354,10872,16
22355,10872,17
17202,10873,16
17203,10873,18
18259,10874,2
18260,10874,4
18261,10874,5
18262,10874,8
18263,10874,10
18264,10874,11
18265,10874,14
18266,10874,16
18267,10874,17
47090,10875,2
47091,10875,4
47092,10875,5
47093,10875,6
47094,10875,8
47095,10875,10
47096,10875,11
47097,10875,12
47098,10875,13
47099,10875,15
47100,10875,17
93819,10876,8
93820,10876,16
93821,10876,5
93822,10876,4
93823,10876,2
93824,10876,19
93825,10876,12
58284,10877,8
58285,10877,15
58286,10877,4
58287,10877,2
58288,10877,11
58289,10877,10
58290,10877,19
58291,10877,12
18268,10878,2
18269,10878,4
18270,10878,5
18271,10878,8
18272,10878,10
18273,10878,14
18274,10878,16
18275,10878,17
87449,10879,7
87450,10879,15
87451,10879,14
87452,10879,2
87453,10879,11
87454,10879,19
87455,10879,12
53146,10880,8
53147,10880,15
53148,10880,4
53149,10880,3
53150,10880,18
89591,10881,8
89592,10881,15
89593,10881,4
89594,10881,3
89595,10881,18
78284,10882,8
78285,10882,15
78286,10882,4
78287,10882,3
78288,10882,19
25042,10884,2
25043,10884,4
25044,10884,8
25045,10884,10
25046,10884,13
25047,10884,16
25048,10884,19
94384,10885,8
94385,10885,16
94386,10885,5
94387,10885,4
94388,10885,2
94389,10885,18
94390,10885,19
94391,10885,12
18276,10886,2
18277,10886,4
18278,10886,5
18279,10886,8
18280,10886,10
18281,10886,14
18282,10886,16
18283,10886,17
64651,10887,8
64652,10887,15
64653,10887,14
64654,10887,2
64655,10887,17
23541,10888,2
23542,10888,5
23543,10888,6
23544,10888,8
23545,10888,10
23546,10888,12
23547,10888,15
23548,10888,19
5827,10889,2
5828,10889,8
5829,10889,16
5830,10889,17
81284,10890,7
81285,10890,8
81286,10890,9
81287,10890,6
81288,10890,16
81289,10890,14
81290,10890,2
81291,10890,10
81292,10890,19
81293,10890,13
81294,10890,12
5722,10891,3
5723,10891,8
5724,10891,15
5725,10891,18
46237,10891,5
46238,10891,10
67181,10892,8
67182,10892,15
67183,10892,14
67184,10892,2
67185,10892,19
67186,10892,12
72061,10894,7
72062,10894,6
72063,10894,15
72064,10894,14
72065,10894,2
72066,10894,10
72067,10894,19
72068,10894,12
56774,10895,8
56775,10895,15
56776,10895,4
56777,10895,3
56778,10895,18
56779,10895,13
2463,10896,3
2464,10896,7
2465,10896,15
2466,10896,19
957,10898,3
958,10898,8
959,10898,13
960,10898,15
961,10898,18
962,10899,3
963,10899,8
964,10899,15
965,10899,17
966,10900,2
967,10900,4
968,10900,5
969,10900,16
45025,10900,7
45026,10900,8
45027,10900,17
970,10901,2
971,10901,8
972,10901,12
973,10901,15
974,10901,17
975,10902,2
976,10902,8
977,10902,13
978,10902,16
979,10902,18
980,10903,2
981,10903,8
982,10903,16
983,10903,17
45028,10903,10
984,10904,2
985,10904,8
986,10904,14
987,10904,16
988,10904,17
45029,10904,10
989,10905,2
990,10905,6
991,10905,8
992,10905,12
993,10905,16
994,10905,17
45030,10905,10
995,10906,2
997,10906,12
998,10906,16
999,10906,17
45031,10906,9
45032,10906,10
1000,10907,4
1001,10907,9
1002,10907,14
1003,10907,16
1004,10907,17
1005,10908,4
1006,10908,8
1007,10908,18
45033,10908,11
1008,10909,2
1009,10909,4
1010,10909,5
1011,10909,8
1012,10909,11
1013,10909,15
1014,10909,18
1015,10910,4
1016,10910,8
1017,10910,13
1018,10910,18
1019,10911,4
1020,10911,6
1021,10911,12
1022,10911,15
1023,10911,18
45034,10911,10
1024,10912,4
1025,10912,8
1026,10912,15
1027,10912,18
1028,10913,15
1029,10913,19
45035,10913,3
45036,10913,10
45037,10913,14
1030,10914,8
1031,10914,13
1032,10914,15
1033,10914,18
1034,10915,3
1035,10915,4
1036,10915,9
1037,10915,15
1038,10915,18
1039,10916,2
1040,10916,6
1041,10916,14
1042,10916,16
45038,10916,10
1043,10917,2
1044,10917,4
1045,10917,14
1046,10917,15
1047,10917,18
1048,10918,2
1049,10918,4
1050,10918,8
1051,10918,15
45039,10918,13
1058,10919,3
1059,10919,4
1060,10919,8
1061,10919,15
1062,10919,19
1063,10920,4
1064,10920,11
1065,10920,15
1066,10921,4
1067,10921,8
1068,10921,15
1069,10921,18
1070,10922,2
1071,10922,8
1072,10922,9
1073,10922,15
1074,10922,18
93507,10923,7
93508,10923,8
93509,10923,6
93510,10923,16
93511,10923,14
93512,10923,2
93513,10923,11
93514,10923,10
93515,10923,19
93516,10923,13
93517,10923,12
39430,10924,3
39431,10924,5
39432,10924,8
39433,10924,15
39434,10924,19
21382,10925,2
21383,10925,4
21384,10925,8
21385,10925,10
21386,10925,16
21387,10925,19
41194,10926,3
41195,10926,4
41196,10926,8
41197,10926,15
41198,10926,18
77219,10928,8
77220,10928,15
77221,10928,4
77222,10928,2
77224,10928,19
69605,10929,8
69606,10929,16
69607,10929,5
69608,10929,1
69609,10929,2
69610,10929,18
69611,10929,19
93518,10930,7
93519,10930,15
93520,10930,5
93521,10930,2
93522,10930,11
93523,10930,19
93524,10930,13
5831,10931,2
5832,10931,8
5833,10931,16
5834,10931,17
59200,10932,8
59201,10932,15
59202,10932,4
59203,10932,2
59204,10932,19
83590,10933,8
83591,10933,6
83592,10933,15
83593,10933,14
83594,10933,2
83595,10933,11
83596,10933,17
83597,10933,12
85530,10934,8
85531,10934,15
85532,10934,5
85533,10934,3
85534,10934,19
78580,10936,7
78581,10936,8
78582,10936,9
78583,10936,15
78584,10936,4
78585,10936,2
78586,10936,3
78587,10936,17
67187,10937,8
67188,10937,15
67189,10937,14
67190,10937,2
67191,10937,19
67192,10937,12
9024,10939,3
9025,10939,7
9026,10939,15
9027,10939,19
5316,10940,3
5317,10940,7
5318,10940,15
5319,10940,19
68753,10941,8
68754,10941,16
68755,10941,5
68756,10941,4
68757,10941,2
68758,10941,10
68759,10941,19
691,10942,2
692,10942,4
693,10942,5
694,10942,8
695,10942,9
696,10942,11
697,10942,13
698,10942,16
699,10942,17
92666,10944,8
92667,10944,15
92668,10944,4
92669,10944,3
92670,10944,19
67193,10945,8
67194,10945,9
67195,10945,15
67196,10945,14
67197,10945,2
67198,10945,11
67199,10945,10
67200,10945,19
67201,10945,12
83572,10946,8
83573,10946,6
83574,10946,15
83575,10946,14
83576,10946,2
83577,10946,11
83578,10946,10
83579,10946,17
83580,10946,12
73951,10947,7
73952,10947,6
73953,10947,15
73954,10947,14
73955,10947,2
73956,10947,11
73957,10947,19
73958,10947,12
67202,10948,8
67203,10948,15
67204,10948,14
67205,10948,2
67206,10948,17
94392,10949,8
94393,10949,16
94394,10949,5
94395,10949,4
94396,10949,2
94397,10949,19
94398,10949,12
20642,10950,2
20643,10950,4
20644,10950,8
20645,10950,16
20646,10950,17
8231,10951,3
8232,10951,10
8233,10951,13
8234,10951,15
8235,10951,19
39441,10952,2
39442,10952,4
39443,10952,5
39444,10952,8
39445,10952,13
39446,10952,15
39447,10952,17
27178,10953,2
27179,10953,6
27180,10953,7
27181,10953,10
27182,10953,14
27183,10953,15
27184,10953,19
15088,10954,3
15089,10954,5
15090,10954,8
15091,10954,16
15092,10954,19
5073,10955,3
5074,10955,7
5075,10955,15
5076,10955,19
5601,10957,2
5602,10957,8
5603,10957,16
5604,10957,17
45855,10957,4
45856,10957,5
45857,10957,6
45858,10957,12
69063,10958,8
69064,10958,9
69065,10958,6
69066,10958,16
69067,10958,5
69068,10958,4
69069,10958,2
69070,10958,18
69071,10958,19
69072,10958,12
33772,10959,3
33773,10959,4
33774,10959,8
33775,10959,15
33776,10959,19
94399,10960,8
94400,10960,6
94401,10960,16
94402,10960,5
94403,10960,4
94404,10960,1
94405,10960,2
94406,10960,19
94407,10960,12
67207,10961,8
67208,10961,15
67209,10961,14
67210,10961,2
67211,10961,10
67212,10961,19
67213,10961,13
67214,10961,12
58292,10963,8
58293,10963,15
58294,10963,4
58295,10963,10
58296,10963,19
58297,10963,12
79472,10964,7
79473,10964,8
79474,10964,6
79475,10964,15
79476,10964,14
79477,10964,2
79478,10964,11
79479,10964,10
79480,10964,19
79481,10964,12
8236,10965,2
8237,10965,6
8238,10965,7
8239,10965,11
8240,10965,12
8241,10965,15
8242,10965,17
80707,10967,8
80708,10967,9
80709,10967,15
80710,10967,4
80711,10967,2
80712,10967,11
80713,10967,3
80714,10967,17
57117,10968,8
57118,10968,9
57119,10968,6
57120,10968,16
57121,10968,5
57122,10968,4
57123,10968,11
57124,10968,10
57125,10968,19
78588,10969,7
78589,10969,8
78590,10969,15
78591,10969,4
78592,10969,3
78593,10969,19
28701,10971,1
28702,10971,3
28703,10971,5
28704,10971,10
28705,10971,15
28706,10971,19
28707,10972,2
28708,10972,8
28709,10972,14
28710,10972,15
28711,10972,17
28712,10973,2
28713,10973,8
28714,10973,11
28715,10973,14
28716,10973,15
28717,10973,19
28718,10974,3
28719,10974,5
28720,10974,8
28721,10974,11
28722,10974,13
28723,10974,15
28724,10975,2
28725,10975,5
28726,10975,8
28727,10975,15
28728,10975,17
28729,10976,2
28730,10976,6
28731,10976,8
28732,10976,11
28733,10976,14
28734,10976,15
28735,10976,19
28736,10977,2
28737,10977,6
28738,10977,8
28739,10977,14
28740,10977,15
28741,10977,19
28742,10978,2
28743,10978,6
28744,10978,8
28745,10978,14
28746,10978,16
28747,10978,17
32969,10980,3
32970,10980,4
32971,10980,8
32972,10980,15
32973,10980,19
34740,10981,3
34741,10981,4
34742,10981,8
34743,10981,15
34744,10981,19
67226,10984,8
67227,10984,9
67228,10984,15
67229,10984,5
67230,10984,4
67231,10984,2
67232,10984,19
67233,10984,12
30365,10985,3
30366,10985,5
30367,10985,8
67215,10986,9
67216,10986,5
67217,10986,4
67218,10986,2
67219,10986,19
2414,10987,2
2415,10987,10
2416,10987,11
2417,10987,16
2418,10987,19
81295,10988,7
81296,10988,6
81297,10988,15
81298,10988,14
81299,10988,2
81300,10988,11
81301,10988,10
81302,10988,19
81303,10988,12
77225,10989,8
77226,10989,15
77227,10989,4
77228,10989,3
77229,10989,19
55453,10990,8
55454,10990,15
55455,10990,4
55456,10990,1
55457,10990,3
55458,10990,19
55459,10990,13
83581,10991,8
83582,10991,6
83583,10991,15
83584,10991,14
83585,10991,2
83586,10991,11
83587,10991,10
83588,10991,17
83589,10991,12
32555,10992,3
32556,10992,4
32557,10992,8
32558,10992,15
32559,10992,18
68565,10994,8
68566,10994,15
68567,10994,14
68568,10994,2
68569,10994,11
68570,10994,10
68571,10994,17
68572,10994,13
68573,10994,12
29853,10995,2
29854,10995,8
29855,10995,10
29856,10995,14
29857,10995,15
29858,10995,17
29151,10996,3
29152,10996,4
29153,10996,8
29154,10996,10
29155,10996,19
57431,10997,8
57432,10997,6
57433,10997,16
57434,10997,5
57435,10997,4
57436,10997,2
57437,10997,19
67220,10998,8
67221,10998,15
67222,10998,5
67223,10998,4
67224,10998,2
67225,10998,17
78135,10999,7
78136,10999,8
78137,10999,15
78138,10999,4
