id,artwork_id,artwork_symbol_id,nombre,
28793,5598,125,Espada ,
116146,5598,42,Caballo,
27751,5599,22,Aureola ,
27752,5599,83,Concha,
27754,5600,61,Cayado / Bastón ,
27755,5600,83,Concha,
109898,5601,780,Instrumento de martirio ,
9056,5601,14,Árbol ,
9057,5601,22,Aureola ,
109899,5602,780,Instrumento de martirio ,
116049,5602,42,Caballo,
9063,5602,14,Árbol ,
9064,5602,18,Arco y carcaj ,
9068,5602,325,Halo de luz ,
109900,5603,780,Instrumento de martirio ,
9071,5603,14,Árbol ,
9072,5603,18,Arco y carcaj ,
9073,5603,22,Aureola ,
117718,5603,404,Cielo / paraíso ,
109901,5604,780,Instrumento de martirio ,
9077,5604,14,Árbol ,
109902,5605,780,Instrumento de martirio ,
9081,5605,18,Arco y carcaj ,
9082,5605,22,Aureola ,
117719,5605,404,Cielo / paraíso ,
109584,5606,770,Mártir / martirio ,
109993,5606,780,Instrumento de martirio ,
14608,5606,102,Cruz / crucifijo ,
14609,5606,149,Herida / llaga,
14611,5606,244,Sangre,
109512,5607,770,Mártir / martirio ,
13295,5607,22,Aureola ,
13296,5607,208,Pájaro / aves ,
13297,5607,92,Corona,
13298,5607,102,Cruz / crucifijo ,
13300,5607,142,Flores ,
13301,5607,144,Fuego ,
13302,5607,46,Copa / Cáliz ,
13303,5607,214,Pavo real,
119681,5607,74,Ciudad ,
46618,5608,167,Joyas,
109414,5609,770,Mártir / martirio ,
109961,5609,780,Instrumento de martirio ,
10298,5609,94,Corona de flores,
10299,5609,210,Palma del martirio ,
47798,5610,4,Alas,
47799,5610,54,Capa ,
47800,5610,133,Estigma ,
47802,5610,290,Rompimiento de gloria,
112079,5611,260,Torre ,
18973,5611,12,Animales,
18974,5611,118,Elefante,
18975,5611,247,Serpiente ,
18976,5611,201,Nube,
85202,5611,54,Capa ,
85203,5611,81,Columna ,
85204,5611,125,Espada ,
125621,5611,81,Columna ,
108855,5612,433,Trinidad,
96219,5612,124,Esfera / mundo ,
96220,5612,183,Luna ,
96221,5612,124,Esfera / mundo ,
96222,5612,201,Nube,
123376,5612,124,Esfera / mundo ,
63083,5613,46,Copa / Cáliz ,
63085,5613,639,Pan y Vino,
119500,5613,631,Cena / banquete ,
119501,5613,631,Cena / banquete ,
107985,5614,447,Viacrucis,
64616,5614,102,Cruz / crucifijo ,
129078,5614,102,Cruz / crucifijo ,
88051,5615,200,Niños,
124263,5615,200,Niños,
34650,5616,22,Aureola ,
34652,5616,208,Pájaro / aves ,
34653,5616,210,Palma del martirio ,
36554,5617,23,Aureola de rayos o luz ,
36555,5617,54,Capa ,
36556,5617,246,Seno ,
36557,5617,201,Nube,
118507,5617,404,Cielo / paraíso ,
24148,5618,23,Aureola de rayos o luz ,
24149,5618,92,Corona,
24150,5618,183,Luna ,
118208,5618,404,Cielo / paraíso ,
44472,5619,23,Aureola de rayos o luz ,
44473,5619,41,Burro / Asno ,
44474,5619,102,Cruz / crucifijo ,
120041,5619,74,Ciudad ,
110210,5620,163,Instrumentos musicales ,
113153,5620,14,Árbol ,
12251,5620,4,Alas,
12252,5620,20,Arpa,
12253,5620,22,Aureola ,
12254,5620,92,Corona,
12255,5620,185,Manto,
12256,5620,325,Halo de luz ,
12257,5620,201,Nube,
127027,5620,92,Corona,
114349,5621,14,Árbol ,
47912,5621,181,Llave,
96215,5621,14,Árbol ,
96216,5621,52,Cántaro,
96217,5621,53,Caña,
96218,5621,599,Viñedo / vino ,
117325,5621,390,Centauro,
131339,5621,639,Pan y Vino,
131389,5621,774,Fuente / pila ,
105238,5622,208,Pájaro / aves ,
108868,5622,433,Trinidad,
109128,5622,290,Rompimiento de gloria,
3458,5622,26,Azucenas,
3459,5622,123,Escudo ,
3460,5622,183,Luna ,
3461,5622,124,Esfera / mundo ,
3462,5622,211,Paloma ,
3464,5622,273,Vela ,
3465,5622,290,Rompimiento de gloria,
3466,5622,211,Paloma ,
99219,5622,22,Aureola ,
99220,5622,23,Aureola de rayos o luz ,
99221,5622,142,Flores ,
99222,5622,201,Nube,
99224,5622,411,Devoción,
99225,5622,433,Trinidad,
99227,5622,50,Canasta ,
119308,5622,404,Cielo / paraíso ,
127943,5622,92,Corona,
130990,5622,411,Devoción,
131939,5622,123,Escudo ,
108559,5623,433,Trinidad,
28708,5623,22,Aureola ,
28709,5623,370,Estandarte ,
28710,5623,144,Fuego ,
28711,5623,144,Fuego ,
28712,5623,211,Paloma ,
28713,5623,185,Manto,
128530,5623,96,Corte celestial,
81402,5624,23,Aureola de rayos o luz ,
81404,5624,117,Edificación / iglesia ,
131918,5624,123,Escudo ,
104916,5625,208,Pájaro / aves ,
13918,5625,23,Aureola de rayos o luz ,
13919,5625,26,Azucenas,
13920,5625,135,Estrella ,
13921,5625,124,Esfera / mundo ,
13922,5625,211,Paloma ,
13924,5625,247,Serpiente ,
117861,5625,404,Cielo / paraíso ,
113454,5626,14,Árbol ,
28554,5626,14,Árbol ,
28555,5626,85,Copón y ostia,
28556,5626,102,Cruz / crucifijo ,
28557,5626,117,Edificación / iglesia ,
28558,5627,177,Libro ,
28559,5627,193,Mitra episcopal,
132435,5627,779,Sacerdote,
109288,5628,193,Mitra episcopal,
37737,5628,54,Capa ,
37738,5628,97,Cortinas ,
37739,5628,102,Cruz / crucifijo ,
37741,5628,177,Libro ,
37743,5628,193,Mitra episcopal,
37745,5628,319,Guante,
102703,5628,123,Escudo ,
102704,5628,123,Escudo ,
116847,5628,54,Capa ,
120374,5628,319,Guante,
122964,5628,177,Libro ,
128822,5628,102,Cruz / crucifijo ,
133371,5628,448,Clero,
53341,5629,80,Collar,
53342,5629,81,Columna ,
90428,5629,4,Alas,
125989,5629,81,Columna ,
125990,5629,81,Columna ,
107861,5630,249,Símbolos de la pasión,
49122,5630,93,Corona de espinas,
49123,5630,102,Cruz / crucifijo ,
49124,5630,133,Estigma ,
42029,5631,411,Devoción,
90429,5631,4,Alas,
90431,5631,23,Aureola de rayos o luz ,
90432,5631,80,Collar,
90433,5631,185,Manto,
90434,5631,185,Manto,
90435,5631,201,Nube,
90438,5631,142,Flores ,
90440,5631,185,Manto,
125800,5631,81,Columna ,
23599,5632,177,Libro ,
30640,5633,123,Escudo ,
30641,5633,117,Edificación / iglesia ,
121657,5633,177,Libro ,
133242,5633,448,Clero,
133243,5633,448,Clero,
37746,5634,102,Cruz / crucifijo ,
37747,5634,177,Libro ,
37749,5634,193,Mitra episcopal,
37751,5634,319,Guante,
116848,5634,54,Capa ,
122965,5634,177,Libro ,
128823,5634,102,Cruz / crucifijo ,
133372,5634,448,Clero,
53348,5635,23,Aureola de rayos o luz ,
53349,5635,92,Corona,
53351,5635,325,Halo de luz ,
53352,5635,404,Cielo / paraíso ,
90441,5635,201,Nube,
118682,5635,404,Cielo / paraíso ,
127562,5635,92,Corona,
83607,5636,102,Cruz / crucifijo ,
83608,5636,177,Libro ,
83609,5636,177,Libro ,
122758,5636,177,Libro ,
83983,5637,177,Libro ,
83984,5637,12,Animales,
134280,5637,12,Animales,
86506,5638,23,Aureola de rayos o luz ,
86507,5638,102,Cruz / crucifijo ,
86508,5638,177,Libro ,
86509,5638,360,Tiara papal ,
83987,5639,411,Devoción,
83988,5639,177,Libro ,
109289,5640,193,Mitra episcopal,
115013,5640,27,Báculo,
37752,5640,61,Cayado / Bastón ,
37753,5640,97,Cortinas ,
37754,5640,102,Cruz / crucifijo ,
37755,5640,177,Libro ,
37757,5640,193,Mitra episcopal,
37759,5640,319,Guante,
102707,5640,27,Báculo,
102708,5640,123,Escudo ,
102709,5640,123,Escudo ,
120375,5640,319,Guante,
128824,5640,102,Cruz / crucifijo ,
133373,5640,448,Clero,
96223,5641,125,Espada ,
96224,5641,144,Fuego ,
96225,5641,174,Laurel ,
96226,5641,294,Trompeta ,
133080,5641,144,Fuego ,
44475,5642,23,Aureola de rayos o luz ,
44476,5642,41,Burro / Asno ,
9247,5643,22,Aureola ,
9248,5643,210,Palma del martirio ,
3632,5644,52,Cántaro,
3634,5644,212,Pan,
3635,5644,218,Perro,
107301,5645,142,Flores ,
18388,5645,23,Aureola de rayos o luz ,
18389,5645,211,Paloma ,
18390,5645,211,Paloma ,
99068,5645,26,Azucenas,
99069,5645,142,Flores ,
99070,5645,185,Manto,
99071,5645,383,Rosas,
133,5646,26,Azucenas,
405,5646,88,Cordero,
83006,5646,135,Estrella ,
69319,5647,14,Árbol ,
69320,5647,22,Aureola ,
69321,5647,61,Cayado / Bastón ,
69322,5647,42,Caballo,
69323,5647,135,Estrella ,
69326,5647,185,Manto,
69328,5647,81,Columna ,
69330,5647,160,Incensario  ,
69332,5647,664,Oro,
69333,5647,665,Mirra,
69334,5647,185,Manto,
133902,5647,638,Templo ,
815,5648,142,Flores ,
70630,5648,22,Aureola ,
70631,5648,305,Trigo ,
110549,5649,163,Instrumentos musicales ,
9465,5649,20,Arpa,
9466,5649,23,Aureola de rayos o luz ,
9467,5649,26,Azucenas,
9469,5649,201,Nube,
9470,5649,210,Palma del martirio ,
117725,5649,404,Cielo / paraíso ,
50326,5650,102,Cruz / crucifijo ,
50327,5650,211,Paloma ,
50329,5650,273,Vela ,
50330,5650,404,Cielo / paraíso ,
87640,5650,4,Alas,
87641,5650,211,Paloma ,
87642,5650,649,Sepulcro / muerte ,
87643,5650,649,Sepulcro / muerte ,
109688,5651,770,Mártir / martirio ,
30642,5651,18,Arco y carcaj ,
30643,5651,102,Cruz / crucifijo ,
30644,5651,649,Sepulcro / muerte ,
112110,5652,260,Torre ,
50339,5652,201,Nube,
96571,5652,28,Balanza,
96572,5652,125,Espada ,
96573,5652,181,Llave,
115717,5653,471,Batalla,
30645,5653,18,Arco y carcaj ,
30646,5653,42,Caballo,
30647,5653,125,Espada ,
108674,5654,433,Trinidad,
52660,5654,23,Aureola de rayos o luz ,
52661,5654,94,Corona de flores,
52662,5654,211,Paloma ,
52665,5654,163,Instrumentos musicales ,
52666,5654,325,Halo de luz ,
52667,5654,124,Esfera / mundo ,
52668,5654,210,Palma del martirio ,
52669,5654,210,Palma del martirio ,
52670,5654,239,Rosario ,
52672,5654,18,Arco y carcaj ,
52673,5654,201,Nube,
52675,5654,433,Trinidad,
89357,5654,4,Alas,
89358,5654,185,Manto,
89359,5654,185,Manto,
89364,5654,185,Manto,
108856,5655,433,Trinidad,
96578,5655,66,Cetro ,
96579,5655,83,Concha,
96580,5655,102,Cruz / crucifijo ,
96581,5655,111,Custodia,
96582,5655,124,Esfera / mundo ,
96583,5655,210,Palma del martirio ,
96584,5655,201,Nube,
96585,5655,433,Trinidad,
117339,5655,66,Cetro ,
130065,5655,111,Custodia,
52687,5656,211,Paloma ,
52690,5656,325,Halo de luz ,
52692,5656,18,Arco y carcaj ,
89367,5656,211,Paloma ,
89368,5656,185,Manto,
89369,5656,185,Manto,
89374,5656,185,Manto,
108762,5657,433,Trinidad,
111656,5657,7,Altar,
81237,5657,23,Aureola de rayos o luz ,
81238,5657,92,Corona,
81241,5657,160,Incensario  ,
81242,5657,124,Esfera / mundo ,
81243,5657,789,Silla / trono ,
81244,5657,273,Vela ,
81245,5657,654,Florero ,
119015,5657,404,Cielo / paraíso ,
115575,5658,471,Batalla,
6252,5658,4,Alas,
6255,5658,113,Demonio ,
6256,5658,116,Dragón,
6257,5658,125,Espada ,
6258,5658,12,Animales,
6259,5658,144,Fuego ,
6260,5658,144,Fuego ,
6261,5658,185,Manto,
6262,5658,325,Halo de luz ,
6263,5658,201,Nube,
6266,5658,247,Serpiente ,
6267,5658,325,Halo de luz ,
117606,5658,404,Cielo / paraíso ,
128316,5658,96,Corte celestial,
128317,5658,96,Corte celestial,
130205,5658,113,Demonio ,
109195,5659,404,Cielo / paraíso ,
34658,5659,404,Cielo / paraíso ,
118473,5659,404,Cielo / paraíso ,
128736,5659,102,Cruz / crucifijo ,
130367,5659,113,Demonio ,
132494,5659,779,Sacerdote,
83989,5660,12,Animales,
83991,5660,177,Libro ,
134281,5660,12,Animales,
24971,5661,22,Aureola ,
24973,5661,177,Libro ,
109088,5662,290,Rompimiento de gloria,
11671,5662,22,Aureola ,
11672,5662,92,Corona,
11673,5662,94,Corona de flores,
11675,5662,210,Palma del martirio ,
11676,5662,211,Paloma ,
11677,5662,325,Halo de luz ,
115077,5663,31,Barco,
11686,5663,92,Corona,
11687,5663,370,Estandarte ,
11689,5663,18,Arco y carcaj ,
83995,5664,233,Rebaño,
83996,5664,177,Libro ,
125514,5664,206,Oveja,
114189,5665,14,Árbol ,
83992,5665,14,Árbol ,
131275,5665,212,Pan,
108348,5666,433,Trinidad,
807,5666,142,Flores ,
17009,5666,111,Custodia,
17010,5666,211,Paloma ,
17013,5666,193,Mitra episcopal,
17014,5666,211,Paloma ,
128413,5666,96,Corte celestial,
133189,5666,448,Clero,
108349,5667,433,Trinidad,
17018,5667,111,Custodia,
17019,5667,124,Esfera / mundo ,
17020,5667,211,Paloma ,
17021,5667,142,Flores ,
17024,5667,193,Mitra episcopal,
17025,5667,200,Niños,
17026,5667,211,Paloma ,
17027,5667,251,Sol,
17028,5667,360,Tiara papal ,
128414,5667,96,Corte celestial,
133190,5667,448,Clero,
1371,5668,599,Viñedo / vino ,
17393,5668,22,Aureola ,
17394,5668,97,Cortinas ,
952,5669,160,Incensario  ,
68848,5670,23,Aureola de rayos o luz ,
68849,5670,135,Estrella ,
24152,5671,135,Estrella ,
24153,5671,185,Manto,
49327,5672,22,Aureola ,
49328,5672,99,Cráneo,
49329,5672,102,Cruz / crucifijo ,
107986,5673,447,Viacrucis,
64620,5673,93,Corona de espinas,
129079,5673,102,Cruz / crucifijo ,
112851,5674,213,Pastor,
113752,5674,14,Árbol ,
45490,5674,183,Luna ,
45491,5674,260,Torre ,
120624,5674,164,Jardín ,
130855,5674,411,Devoción,
107763,5675,249,Símbolos de la pasión,
108321,5675,433,Trinidad,
109835,5675,704,Infierno,
110246,5675,163,Instrumentos musicales ,
111945,5675,789,Silla / trono ,
112405,5675,235,Reloj ,
16444,5675,99,Cráneo,
16445,5675,102,Cruz / crucifijo ,
16446,5675,113,Demonio ,
16447,5675,144,Fuego ,
16448,5675,235,Reloj ,
16449,5675,294,Trompeta ,
16450,5675,273,Vela ,
121600,5675,177,Libro ,
108301,5676,433,Trinidad,
374,5676,86,Corazón ,
596,5676,102,Cruz / crucifijo ,
657,5676,111,Custodia,
1156,5676,211,Paloma ,
15039,5676,87,Corazón flameante,
15040,5676,113,Demonio ,
15041,5676,211,Paloma ,
123615,5676,200,Niños,
126423,5676,86,Corazón ,
109815,5677,704,Infierno,
16451,5677,23,Aureola de rayos o luz ,
16452,5677,102,Cruz / crucifijo ,
16453,5677,102,Cruz / crucifijo ,
16454,5677,144,Fuego ,
16455,5677,325,Halo de luz ,
16456,5677,251,Sol,
16457,5677,290,Rompimiento de gloria,
16458,5677,649,Sepulcro / muerte ,
128401,5677,96,Corte celestial,
130276,5677,113,Demonio ,
113004,5678,14,Árbol ,
27579,5678,22,Aureola ,
27580,5678,23,Aureola de rayos o luz ,
130329,5678,113,Demonio ,
113006,5679,14,Árbol ,
119443,5679,631,Cena / banquete ,
109814,5680,704,Infierno,
22624,5680,2,Agua,
22625,5680,74,Ciudad ,
22627,5680,116,Dragón,
22628,5680,12,Animales,
22629,5680,144,Fuego ,
22631,5680,185,Manto,
118168,5680,404,Cielo / paraíso ,
119832,5680,74,Ciudad ,
130295,5680,113,Demonio ,
106194,5681,142,Flores ,
107796,5681,249,Símbolos de la pasión,
108477,5681,433,Trinidad,
110278,5681,163,Instrumentos musicales ,
22252,5681,20,Arpa,
22253,5681,77,Clavos,
22254,5681,81,Columna ,
22255,5681,88,Cordero,
22256,5681,93,Corona de espinas,
22257,5681,102,Cruz / crucifijo ,
22258,5681,119,Escalera ,
22259,5681,124,Esfera / mundo ,
22261,5681,160,Incensario  ,
22263,5681,185,Manto,
22264,5681,210,Palma del martirio ,
22265,5681,211,Paloma ,
22266,5681,360,Tiara papal ,
22268,5681,290,Rompimiento de gloria,
118160,5681,404,Cielo / paraíso ,
128469,5681,96,Corte celestial,
128470,5681,96,Corte celestial,
25119,5682,119,Escalera ,
25120,5682,774,Fuente / pila ,
25121,5682,178,Lirio,
25122,5682,229,Pozo,
118269,5682,404,Cielo / paraíso ,
109813,5683,704,Infierno,
22632,5683,109,Cueva ,
22633,5683,116,Dragón,
22634,5683,144,Fuego ,
22635,5683,177,Libro ,
22636,5683,247,Serpiente ,
22637,5683,770,Mártir / martirio ,
130296,5683,113,Demonio ,
1261,5684,247,Serpiente ,
26073,5684,23,Aureola de rayos o luz ,
26074,5684,102,Cruz / crucifijo ,
26075,5684,124,Esfera / mundo ,
26076,5684,177,Libro ,
26077,5684,183,Luna ,
26078,5684,325,Halo de luz ,
26080,5684,294,Trompeta ,
26081,5684,185,Manto,
119854,5684,74,Ciudad ,
128481,5684,96,Corte celestial,
128482,5684,96,Corte celestial,
1262,5685,247,Serpiente ,
26082,5685,2,Agua,
26083,5685,74,Ciudad ,
26084,5685,102,Cruz / crucifijo ,
26085,5685,124,Esfera / mundo ,
26086,5685,144,Fuego ,
26087,5685,177,Libro ,
26088,5685,183,Luna ,
26089,5685,770,Mártir / martirio ,
26090,5685,294,Trompeta ,
26091,5685,185,Manto,
118369,5685,404,Cielo / paraíso ,
119855,5685,74,Ciudad ,
128483,5685,96,Corte celestial,
128484,5685,96,Corte celestial,
130303,5685,113,Demonio ,
1263,5686,247,Serpiente ,
26092,5686,74,Ciudad ,
26093,5686,102,Cruz / crucifijo ,
26094,5686,124,Esfera / mundo ,
26095,5686,325,Halo de luz ,
26096,5686,770,Mártir / martirio ,
118370,5686,404,Cielo / paraíso ,
119856,5686,74,Ciudad ,
130304,5686,113,Demonio ,
108532,5687,433,Trinidad,
26097,5687,23,Aureola de rayos o luz ,
26099,5687,102,Cruz / crucifijo ,
26100,5687,124,Esfera / mundo ,
26101,5687,12,Animales,
26102,5687,142,Flores ,
26103,5687,325,Halo de luz ,
26104,5687,211,Paloma ,
26105,5687,770,Mártir / martirio ,
26106,5687,294,Trompeta ,
118371,5687,404,Cielo / paraíso ,
121624,5687,177,Libro ,
130305,5687,113,Demonio ,
107799,5688,249,Símbolos de la pasión,
108533,5688,433,Trinidad,
109849,5688,704,Infierno,
114642,5688,18,Arco y carcaj ,
26107,5688,109,Cueva ,
26108,5688,93,Corona de espinas,
26109,5688,102,Cruz / crucifijo ,
26110,5688,124,Esfera / mundo ,
26111,5688,126,Espada flamigera,
26112,5688,370,Estandarte ,
26113,5688,12,Animales,
26114,5688,144,Fuego ,
26115,5688,249,Símbolos de la pasión,
26116,5688,770,Mártir / martirio ,
26117,5688,185,Manto,
26118,5688,345,Ramas de olivo,
118372,5688,404,Cielo / paraíso ,
128485,5688,96,Corte celestial,
128486,5688,96,Corte celestial,
130306,5688,113,Demonio ,
133208,5688,448,Clero,
24817,5689,119,Escalera ,
24818,5689,127,Espejo,
24819,5689,178,Lirio,
24820,5689,183,Luna ,
24821,5689,210,Palma del martirio ,
24822,5689,229,Pozo,
107801,5690,249,Símbolos de la pasión,
110290,5690,163,Instrumentos musicales ,
114643,5690,18,Arco y carcaj ,
26504,5690,17,Arco iris,
26505,5690,102,Cruz / crucifijo ,
26506,5690,124,Esfera / mundo ,
26507,5690,126,Espada flamigera,
26508,5690,12,Animales,
26509,5690,144,Fuego ,
26510,5690,325,Halo de luz ,
26511,5690,770,Mártir / martirio ,
26512,5690,294,Trompeta ,
26513,5690,185,Manto,
26514,5690,201,Nube,
118392,5690,404,Cielo / paraíso ,
128487,5690,96,Corte celestial,
128488,5690,96,Corte celestial,
130307,5690,113,Demonio ,
107802,5691,249,Símbolos de la pasión,
110291,5691,163,Instrumentos musicales ,
26516,5691,17,Arco iris,
26517,5691,102,Cruz / crucifijo ,
26518,5691,124,Esfera / mundo ,
26519,5691,144,Fuego ,
26520,5691,770,Mártir / martirio ,
26521,5691,294,Trompeta ,
26522,5691,18,Arco y carcaj ,
118393,5691,404,Cielo / paraíso ,
128489,5691,96,Corte celestial,
128490,5691,96,Corte celestial,
130308,5691,113,Demonio ,
114644,5692,18,Arco y carcaj ,
26526,5692,17,Arco iris,
26527,5692,109,Cueva ,
26528,5692,124,Esfera / mundo ,
26529,5692,12,Animales,
26530,5692,144,Fuego ,
26531,5692,325,Halo de luz ,
26532,5692,185,Manto,
26533,5692,290,Rompimiento de gloria,
118394,5692,404,Cielo / paraíso ,
128491,5692,96,Corte celestial,
128492,5692,96,Corte celestial,
130309,5692,113,Demonio ,
107803,5693,249,Símbolos de la pasión,
108534,5693,433,Trinidad,
114645,5693,18,Arco y carcaj ,
26534,5693,17,Arco iris,
26536,5693,124,Esfera / mundo ,
26537,5693,12,Animales,
26538,5693,144,Fuego ,
26539,5693,183,Luna ,
26540,5693,325,Halo de luz ,
26541,5693,211,Paloma ,
26542,5693,251,Sol,
26543,5693,770,Mártir / martirio ,
26544,5693,789,Silla / trono ,
26545,5693,185,Manto,
118395,5693,404,Cielo / paraíso ,
128493,5693,96,Corte celestial,
128494,5693,96,Corte celestial,
130310,5693,113,Demonio ,
51787,5694,26,Azucenas,
51788,5694,92,Corona,
51790,5694,239,Rosario ,
108535,5695,433,Trinidad,
114646,5695,18,Arco y carcaj ,
26546,5695,17,Arco iris,
26547,5695,102,Cruz / crucifijo ,
26548,5695,124,Esfera / mundo ,
26549,5695,144,Fuego ,
26550,5695,325,Halo de luz ,
26551,5695,211,Paloma ,
26552,5695,770,Mártir / martirio ,
118396,5695,404,Cielo / paraíso ,
128495,5695,96,Corte celestial,
128496,5695,96,Corte celestial,
130311,5695,113,Demonio ,
108536,5696,433,Trinidad,
109850,5696,704,Infierno,
114647,5696,18,Arco y carcaj ,
26553,5696,17,Arco iris,
26554,5696,44,Cadena,
26555,5696,12,Animales,
26556,5696,144,Fuego ,
26557,5696,211,Paloma ,
26558,5696,770,Mártir / martirio ,
26559,5696,294,Trompeta ,
26560,5696,185,Manto,
118397,5696,404,Cielo / paraíso ,
128497,5696,96,Corte celestial,
128498,5696,96,Corte celestial,
130312,5696,113,Demonio ,
107804,5697,249,Símbolos de la pasión,
114648,5697,18,Arco y carcaj ,
26561,5697,17,Arco iris,
26562,5697,102,Cruz / crucifijo ,
26563,5697,124,Esfera / mundo ,
26564,5697,144,Fuego ,
26565,5697,183,Luna ,
26566,5697,251,Sol,
26567,5697,294,Trompeta ,
26568,5697,185,Manto,
118398,5697,404,Cielo / paraíso ,
128499,5697,96,Corte celestial,
128500,5697,96,Corte celestial,
783,5698,142,Flores ,
31462,5698,22,Aureola ,
31463,5698,208,Pájaro / aves ,
31464,5698,102,Cruz / crucifijo ,
31465,5698,370,Estandarte ,
31466,5698,185,Manto,
31467,5698,246,Seno ,
31468,5699,102,Cruz / crucifijo ,
31469,5699,185,Manto,
31470,5699,246,Seno ,
31471,5700,102,Cruz / crucifijo ,
31472,5700,185,Manto,
31473,5700,246,Seno ,
109541,5701,770,Mártir / martirio ,
13601,5701,92,Corona,
13602,5701,125,Espada ,
13603,5701,210,Palma del martirio ,
108608,5702,433,Trinidad,
219,5702,46,Copa / Cáliz ,
712,5702,125,Espada ,
752,5702,211,Paloma ,
978,5702,168,Lagar,
34701,5702,22,Aureola ,
34702,5702,102,Cruz / crucifijo ,
34703,5702,774,Fuente / pila ,
34704,5702,211,Paloma ,
34705,5702,244,Sangre,
34706,5702,262,Triángulo equilátero ,
123932,5702,200,Niños,
128607,5702,96,Corte celestial,
108609,5703,433,Trinidad,
211,5703,46,Copa / Cáliz ,
701,5703,125,Espada ,
754,5703,211,Paloma ,
981,5703,168,Lagar,
34712,5703,23,Aureola de rayos o luz ,
34713,5703,102,Cruz / crucifijo ,
34714,5703,774,Fuente / pila ,
34715,5703,325,Halo de luz ,
34716,5703,244,Sangre,
34717,5703,262,Triángulo equilátero ,
34718,5703,268,Uvas,
108610,5704,433,Trinidad,
210,5704,46,Copa / Cáliz ,
702,5704,125,Espada ,
756,5704,211,Paloma ,
979,5704,168,Lagar,
34725,5704,23,Aureola de rayos o luz ,
34726,5704,102,Cruz / crucifijo ,
34727,5704,774,Fuente / pila ,
34728,5704,244,Sangre,
34729,5704,262,Triángulo equilátero ,
34730,5704,268,Uvas,
123933,5704,200,Niños,
108611,5705,433,Trinidad,
207,5705,46,Copa / Cáliz ,
732,5705,125,Espada ,
753,5705,211,Paloma ,
980,5705,168,Lagar,
34738,5705,102,Cruz / crucifijo ,
34739,5705,774,Fuente / pila ,
34740,5705,244,Sangre,
34741,5705,268,Uvas,
128608,5705,96,Corte celestial,
108712,5706,433,Trinidad,
73280,5706,102,Cruz / crucifijo ,
73281,5706,102,Cruz / crucifijo ,
73282,5706,102,Cruz / crucifijo ,
73283,5706,433,Trinidad,
129485,5706,102,Cruz / crucifijo ,
108857,5707,433,Trinidad,
96587,5707,111,Custodia,
96588,5707,185,Manto,
96590,5707,433,Trinidad,
130066,5707,111,Custodia,
27757,5708,125,Espada ,
39189,5709,42,Caballo,
39191,5709,61,Cayado / Bastón ,
39192,5709,102,Cruz / crucifijo ,
39193,5709,177,Libro ,
39194,5709,193,Mitra episcopal,
128873,5709,102,Cruz / crucifijo ,
32937,5710,2,Agua,
32938,5710,23,Aureola de rayos o luz ,
32939,5710,26,Azucenas,
32940,5710,142,Flores ,
32941,5710,774,Fuente / pila ,
32943,5710,262,Triángulo equilátero ,
128585,5710,96,Corte celestial,
32944,5711,14,Árbol ,
32945,5711,23,Aureola de rayos o luz ,
32946,5711,135,Estrella ,
32948,5711,166,Jilguero,
32949,5711,193,Mitra episcopal,
32950,5711,229,Pozo,
32951,5711,164,Jardín ,
120592,5711,164,Jardín ,
133262,5711,448,Clero,
32952,5712,23,Aureola de rayos o luz ,
32953,5712,135,Estrella ,
32955,5712,22,Aureola ,
32956,5712,211,Paloma ,
128586,5712,96,Corte celestial,
133263,5712,448,Clero,
32957,5713,20,Arpa,
32958,5713,22,Aureola ,
32959,5713,23,Aureola de rayos o luz ,
32960,5713,66,Cetro ,
32961,5713,135,Estrella ,
32962,5713,125,Espada ,
32963,5713,774,Fuente / pila ,
32964,5713,177,Libro ,
32965,5713,124,Esfera / mundo ,
32967,5713,164,Jardín ,
128587,5713,96,Corte celestial,
107835,5714,249,Símbolos de la pasión,
32969,5714,37,Monedas ,
32970,5714,77,Clavos,
32971,5714,81,Columna ,
32972,5714,93,Corona de espinas,
32973,5714,102,Cruz / crucifijo ,
32974,5714,112,Dados,
32975,5714,135,Estrella ,
32976,5714,119,Escalera ,
32983,5714,206,Oveja,
32984,5714,780,Instrumento de martirio ,
32986,5714,319,Guante,
111969,5715,789,Silla / trono ,
32987,5715,22,Aureola ,
32988,5715,23,Aureola de rayos o luz ,
32989,5715,26,Azucenas,
32990,5715,102,Cruz / crucifijo ,
32991,5715,135,Estrella ,
32993,5715,239,Rosario ,
32994,5715,12,Animales,
128588,5715,96,Corte celestial,
130354,5715,113,Demonio ,
130724,5715,411,Devoción,
32995,5716,22,Aureola ,
32996,5716,23,Aureola de rayos o luz ,
32997,5716,28,Balanza,
32998,5716,92,Corona,
32999,5716,135,Estrella ,
33000,5716,125,Espada ,
33001,5716,251,Sol,
128589,5716,96,Corte celestial,
130355,5716,113,Demonio ,
110317,5717,163,Instrumentos musicales ,
110550,5717,163,Instrumentos musicales ,
33002,5717,20,Arpa,
33003,5717,22,Aureola ,
33004,5717,23,Aureola de rayos o luz ,
33005,5717,67,Charitas ,
33006,5717,135,Estrella ,
33007,5717,125,Espada ,
33008,5717,144,Fuego ,
116504,5717,311,Cabeza ,
123926,5717,200,Niños,
128590,5717,96,Corte celestial,
33010,5718,2,Agua,
33011,5718,22,Aureola ,
33012,5718,23,Aureola de rayos o luz ,
33013,5718,135,Estrella ,
