id,Lugar,latitud,longitud,lugar/ubicación,pais,Anotación
1671,Colección ASF en Museo Internacional de las Artes Folkloricas,35.68790137,-105.9384604,Santa Fe,Argentina,
787,Convento Hermanas franciscanas,-31.62732125,-60.7135494,Santa Fe,Argentina,
786,Convento Santo Domingo ,-31.6577051,-60.7126989,Santa Fe,Argentina,
942,Institute of Iberian Colonial - Los Luceros collection,36.11719691,-106.0352943,Santa Fe,Argentina,
1666,Misión san Miguel ,35.68369215,-105.9375338,Santa Fe,Argentina,
1002,Museo Internacional de las Artes Folkloricas ,35.664126,-105.926582,Santa Fe,Argentina,
785,Museo Provincial de Bellas Artes Rosa Galisteo de Rodríguez ,-31.6567474,-60.71500218,Santa Fe,Argentina,
2160,"Museum of Spanish Colonial Art, Spanish Colonial Art Society ",35.6660204,-105.9241452,Santa Fe,Argentina,
2080,New Mexico History Museum ,35.6881433,-105.939017,Santa Fe,Argentina,
610,Peyton Wright Gallery ,35.68682,-105.9340436,Santa Fe,Argentina,
147,Santuario Nuestra señora de los milagros y Compañía de Jesús ,-31.6565977,-60.70969758,Santa Fe,Argentina,
1700,Valery Taylor Gallery ,35.6874276,-105.9385121,Santa Fe,Argentina,
268,Iglesia del Carmen,-17.78369134,-63.18510316,Santa Cruz de la Sierra,Bolivia,
1149,Museo de Arte Sacro Mons. Carlos Guericke Suárez ,-17.78421685,-63.18159793,Santa Cruz de la Sierra,Bolivia,
1401,Colección Familia Madan ,28.46774986,-16.24762333,Santa Cruz de Tenerife,España,
588,Fundación Cardoen ,-34.63882899,-71.36277026,Santa Cruz,Chile,
1667,Holy Cross Church ,36.97871717,-122.031025,Santa Cruz,Chile,
1153,Capilla Santa Bárbara ,-19.9615478,-43.4131606,Santa Bárbara,Brasil,
676,Iglesia Virgen de las Nieves ,-13.94662568,-71.60397637,Sangarará,Perú,
699,Iglesia El Salvador ,19.27017885,-98.51531107,San Salvador el Verde,México,
1200,Capilla Santa Bárbara ,-24.1865404,-65.3069749,San Salvador de Jujuy,Argentina,
1263,Catedral san Salvador ,-24.1855635,-65.3004806,San Salvador de Jujuy,Argentina,
795,Iglesia san Francisco ,-24.18480633,-65.30248698,San Salvador de Jujuy,Argentina,
962,Casa de Elena y Fausto Burgos ,-34.61248214,-68.33658451,San Rafael ,Argentina,
1711,Museo Hermitage ,59.9398317,30.3145597,San Petersburgo,Rusia,
625,Museo de arte religioso ,6.462249771,-75.55636863,San Pedro de los Milagros,Colombia,
1113,Capilla de los Dolores ,19.06140363,-98.30909724,San Pedro Cholula,México,
234,Capilla Real de los Naturales Convento San Gabriel,19.06296176,-98.30354138,San Pedro Cholula,México,
896,Convento Franciscano san Gabriel Arcángel ,19.062181,-98.30430698,San Pedro Cholula,México,
223,Iglesia Ecce Homo ,19.06319302,-98.31426678,San Pedro Cholula,México,
274,Iglesia Jesús Nazareno Tlatempan ,19.06781754,-98.29706898,San Pedro Cholula,México,
340,Iglesia san Juan Bautista Calvario ,19.06667977,-98.3129982,San Pedro Cholula,México,
1318,Iglesia santa Cruz de Jerusalem o Santos Lugares ,19.06577491,-98.31058559,San Pedro Cholula,México,
258,Iglesia san Pablo Villa ,16.92839996,-96.35944493,San Pablo Villa de Mitla,México,
135,Iglesia san Pablo ,19.12017383,-98.17169913,San Pablo del Monte,México,
874,Iglesia san Nicolás Tolentino ,19.3588817,-99.4835052,San Nicolás Peralta,México,
527,Santuario san Miguel del Milagro ,19.24068895,-98.33308341,San Miguel del Milagro,México,
1128,Capilla santa Casa de Loreto ,20.9170008,-100.7423423,San Miguel Allende,México,
257,Iglesia san Miguel Arcángel ,20.91357668,-100.7437187,San Miguel Allende,México,
1203,Iglesia y convento de san Francisco ,20.91482033,-100.7421386,San Miguel Allende,México,
954,Museo histórico casa de Allende ,20.9137383,-100.7440723,San Miguel Allende,México,
716,Oratorio san Felipe Neri ,20.91574546,-100.7408156,San Miguel Allende,México,
912,Templo de la Purísima Concepción ,20.91495363,-100.745882,San Miguel Allende,México,
841,Iglesia san Mateo Apóstol y Evangelista ,19.70352016,-99.25276864,San Mateo Xoloc,México,
1435,Iglesia san Mateo Peñasco ,17.15141716,-97.533602,San Mateo Peñasco,México,
309,Iglesia santa María de los Ángeles ,19.26773084,-99.55279737,San Mateo Atenco,México,
240,Iglesia san Luis ,19.03857536,-98.33819894,San Luis Tehuiloyocan,México,
379,Arzobispado de san Luis Potosí ,22.15131921,-100.9780529,San Luis Potosí,México,
1425,Iglesia Santiago apóstol ,22.16815588,-100.9784636,San Luis Potosí,México,
306,Capilla Nuestra Señora de Aránzazu ,22.14940651,-100.9791516,San Luis Potosí,México,
1304,Casa de la acción católica ,22.15166417,-100.9795242,San Luis Potosí,México,
881,Casa de la Cultura ,22.14850675,-101.0033583,San Luis Potosí,México,
1427,Catedral Nuestra Señora de la Expectación ,22.1519836,-100.9752869,San Luis Potosí,México,
1285,Iglesia conventual del Carmen ,22.1515676,-100.973936,San Luis Potosí,México,
1426,Iglesia La Compañía de Jesús ,22.1524338,-100.9785252,San Luis Potosí,México,
1102,Iglesia san Francisco de Asís ,22.15089043,-100.9780381,San Luis Potosí,México,
1422,Iglesia san Juan de Dios ,22.15376749,-100.9758779,San Luis Potosí,México,
1140,Iglesia Sagrario Metropolitano,22.15290502,-100.9783868,San Luis Potosí,México,
1483,Museo Regional Potosino ,22.14890451,-100.9782019,San Luis Potosí,México,
289,Santuario de la Preciosa Sangre ,19.19996422,-98.44062254,San Luis Coyotzingo,México,
581,Iglesia san Lucas Evangelista ,19.77583587,-98.99803987,San Lucas Xolox,México,
1351,Iglesia san Lucas Totolmaloya ,20.16724238,-99.89632131,San Lucas Totolmaloya,México,
159,Iglesia san Lucas Evangelista ,19.2712954,-98.51541663,San Lucas el Verde,México,
964,Iglesia san Juan de Tilapa ,19.22164906,-99.65892056,San Juan de Tilapa,México,
286,Catedral Basílica Nuestra Señora de San Juan de los Lagos ,21.2454942,-102.3338626,San Juan de los Lagos,México,
1008,Misión san Juan Bautista,36.8457842,-121.5358507,San Juan Bautista,Estados Unidos,
225,Iglesia san José ,18.46861514,-66.11842538,San Juan,Puerto Rico,
419,Instituto de Cultura Puertorriqueña ,18.46784962,-66.12069454,San Juan,Puerto Rico,
763,Museo de Arte de Puerto Rico ,18.44902631,-66.06632144,San Juan,Puerto Rico,
420,Museo de arte e historia de san Juan ,18.4694853,-66.1175842,San Juan,Puerto Rico,
995,Museo Universidad Ana G. Méndez ,18.24203979,-66.00691194,San Juan,Puerto Rico,"antes Universidad de Turabo, Gurabo"
756,Universidad de Puerto Rico ,18.402827,-66.0500622,San Juan,Puerto Rico,
1220,Colección Teodoro Vidal ,18.46913206,-66.12141053,San Juan,Puerto Rico,
61,Iglesia Nuestra Señora de la Purificación ,19.6832679,-98.8629139,San José Teotihuacán,México,
973,Misión San Francisco Javier de Viggé-Biaundó ,25.86142748,-111.5436486,San Javier,México,
1706,De Young Museum,37.771469,-122.4686755,San Francisco,Estados Unidos,
2105,Fine Arts Museum of San Francisco,37.771516,-122.468647,San Francisco,Estados Unidos,
1098,Galería de Artes Coloniales,37.76909065,-122.4042016,San Francisco,Estados Unidos,
2047,Seminario Mayor ,-28.46773388,-65.77964762,San Fernando del Valle,Argentina,
1482,Museo histórico casa de Hidalgo ,21.47941452,-101.2172964,San Felipe,México,
2174,The Timken Museum of Art ,32.7318432,-117.14961,San Diego,Estados Unidos,
984,Iglesia san Cristóbal Suchixtlahuaca ,17.72810444,-97.36757383,San Cristóbal Suchixtlahuaca,México,
32,Catedral san Cristóbal ,16.7375779,-92.6377742,San Cristóbal de las Casas,México,
2113,Iglesia el Cerrillo ,16.74139735,-92.63533779,San Cristóbal de las Casas,México,
38,Iglesia Nuestra Señora de la Caridad ,16.74120042,-92.63699202,San Cristóbal de las Casas,México,
3,Iglesia san Francisco de Asís ,16.73458451,-92.6356059,San Cristóbal de las Casas,México,
43,Iglesia santa Lucía ,16.73212157,-92.63699664,San Cristóbal de las Casas,México,
29,Iglesia santo Domingo de Guzmán,16.7416054,-92.6375127,San Cristóbal de las Casas,México,
27,Museo Altos de Chiapas ,16.74244942,-92.63798599,San Cristóbal de las Casas,México,
28,Parador san Juan de Dios ,16.74681393,-92.62971856,San Cristóbal de las Casas,México,
1533,Igreja do Carmo ,-11.0157605,-37.2071528,San Cristóbal,Venezuela,
1459,Cátedra Santo Tomás de Aquino,7.817705996,-72.22664105,San Cristóbal,Venezuela,
2120,Presidencia municipal ,18.97237849,-98.33940269,San Bernardino de Chalchihuapán,México,
854,Iglesia san Bartolomé Soyaltepec ,17.58945315,-97.30779336,San Bartolomé Soyaltepec,México,
2075,Hotel Menger ,29.4245669,-98.4860037,San Antonio,Estados Unidos,
1702,San Antonio Museum of Art ,29.4372761,-98.4821898,San Antonio,Estados Unidos,
850,San Angelo Museum of Fine Arts ,31.45721142,-100.4327901,San Angelo,Estados Unidos,
1291,Capilla San Andresito ,19.04999396,-98.30184105,San Andrés Cholula,México,
229,Convento san Gabriel ,19.06330268,-98.30443025,San Andrés Cholula,México,
53,Iglesia san Andrés Apóstol ,19.05022203,-98.29978813,San Andrés Cholula,México,
237,Iglesia san Antonio Cacalotepec ,19.00242577,-98.29443766,San Andrés Cholula,México,
238,Iglesia san Bernardino Tlaxcalacingo ,19.02993242,-98.27547458,San Andrés Cholula,México,
241,Iglesia san Francisco Acatepec ,19.02298515,-98.30854787,San Andrés Cholula,México,
213,Iglesia san Francisco Coapan ,19.07085871,-98.36876843,San Andrés Cholula,México,
245,Iglesia san Juan Aquiahuac ,19.05665451,-98.2949133,San Andrés Cholula,México,
1439,Iglesia san Miguel Xochimehuacán ,19.05004696,-98.29976166,San Andrés Cholula,México,
1105,Iglesia san Miguelito ,19.02954707,-98.31855343,San Andrés Cholula,México,
220,Iglesia san Pablo Tecamac ,19.05278704,-98.30696363,San Andrés Cholula,México,
1369,Iglesia san Rafael Comac ,19.03493655,-98.30859647,San Andrés Cholula,México,
271,Iglesia santa María Magdalena Coapa ,19.05098881,-98.31419634,San Andrés Cholula,México,
1359,Iglesia santa Maria Tonanzintla ,19.03003178,-98.31972923,San Andrés Cholula,México,
243,Iglesia Santiago Xicotenco ,19.04835555,-98.29385658,San Andrés Cholula,México,
242,Iglesia Santísima Trinidad Zenteocalco ,19.04812977,-98.29862925,San Andrés Cholula,México,
1290,Iglesia Santo Niño de Mauilac ,19.04638676,-98.29959502,San Andrés Cholula,México,
236,Santuario Virgen de los Remedios ,19.05836472,-98.30169587,San Andrés Cholula,México,
1986,Iglesia Nuestra Señora del Rosario ,5.491374407,-73.48502894,Samacá,Colombia,
710,Iglesia santísimo Salvador,-13.49211991,-71.77808411,San Salvador (Cuzco),Perú,
1555,Basílica do Senhor do Bonfim ,-12.92351222,-38.50815134,Salvador de Bahia,Brasil,
1173,Basilica Nuestra Senhora da Conceição da Praia ,-12.97497696,-38.5144149,Salvador de Bahia,Brasil,
1196,Catedral Igreja Compañía de Jesús ,-12.97260166,-38.51052478,Salvador de Bahia,Brasil,
927,Catedral san Salvador ,-12.9728524,-38.5104603,Salvador de Bahia,Brasil,
1551,Igreja da Ordem Terceira de São Domingos Gusmao ,-12.9735715,-38.5094123,Salvador de Bahia,Brasil,
1461,Igreja da Ordem Terceira de São Francisco ,-12.974403,-38.5088946,Salvador de Bahia,Brasil,
568,Igreja de Nossa Senhora da Palma ,-12.9775978,-38.510916,Salvador de Bahia,Brasil,
569,Igreja de Nossa Senhora do Pilar ,-12.96568049,-38.50669974,Salvador de Bahia,Brasil,
600,Igreja del convento de São Francisco ,-12.9747001,-38.50903,Salvador de Bahia,Brasil,
1197,Igreja do Convento santa Clara do Desterro ,-12.9769233,-38.5068454,Salvador de Bahia,Brasil,
1556,Igreja dos Órfãos de São Joaquim,-12.94943465,-38.50037182,Salvador de Bahia,Brasil,
556,Igreja e convento Nossa Senhora da Graça ,-12.99944187,-38.52369767,Salvador de Bahia,Brasil,
1171,Igreja e convento Nossa Senhora do Carmo ,-12.968801,-38.5074556,Salvador de Bahia,Brasil,
1118,Igreja e santa Casa de Misericordia da Bahía ,-12.97369071,-38.51199509,Salvador de Bahia,Brasil,
798,Igreja Matriz do Santíssimo Sacramento e Santana ,-12.97652846,-38.50855441,Salvador de Bahia,Brasil,
557,Igreja Nossa Senhora da Saúde e da Glória ,-12.97229732,-38.50589979,Salvador de Bahia,Brasil,
497,Igreja Nossa Senhora de Nazaré ,-12.97417308,-38.50206619,Salvador de Bahia,Brasil,
555,Igreja Nossa Senhora do Monte Serratem ,-12.92868319,-38.51940673,Salvador de Bahia,Brasil,
997,Igreja São Pedro dos Clérigos ,-12.9730523,-38.5094954,Salvador de Bahia,Brasil,
1210,Igreja Senhor Bom Jesus dos Aflitos ,-12.98387731,-38.51992566,Salvador de Bahia,Brasil,
686,Mosteiro São Bento ,-12.97854963,-38.51418896,Salvador de Bahia,Brasil,
1160,Museu de Arte da Bahia ,-12.99276109,-38.52605503,Salvador de Bahia,Brasil,
1170,Museu de Arte Sacra da Universidade Federal da Bahia ,-12.9789671,-38.51618609,Salvador de Bahia,Brasil,
2068,Fundação do Patrimônio Artístico e Cultural da Bahia ,-12.6045888,-38.96291253,Salvador de Bahia,Brasil,
1341,Catedral Santiago apóstol ,25.4215924,-100.9996977,Saltillo,México,
2118,Iglesia san Juan Nepomuceno ,25.41783222,-101.001819,Saltillo,México,
732,Pinacoteca del Ateneo Fuente ,25.44087131,-100.9922008,Saltillo,México,
1446,Catedral El Señor y la Virgen del Milagro ,-24.7881606,-65.4104167,Salta,Argentina,
1107,Colección Gustavo Adolfo Marrupe ,-24.78898664,-65.41030972,Salta,Argentina,
1232,Convento de San Bernardo ,-24.79032392,-65.40382685,Salta,Argentina,
1234,Iglesia de la candelaria de la Viña ,-24.7959005,-65.4111696,Salta,Argentina,
601,Iglesia El Carmen ,-24.8010716,-65.3982103,Salta,Argentina,
1393,Iglesia Nuestra Señora del Rosario ,-24.77868325,-65.420953,Salta,Argentina,
1254,Iglesia Señor de Sumalao ,-25.05617066,-65.4527249,Salta,Argentina,
1233,Iglesia y convento de san Francisco ,-24.79014299,-65.40816177,Salta,Argentina,
1236,Museo casa de Arias Rengel ,-24.7894427,-65.41245682,Salta,Argentina,
1386,Museo del Cabildo ,-24.78967609,-65.41069956,Salta,Argentina,
403,Palacio Arzobispal de Salta ,-24.78835531,-65.41080071,Salta,Argentina,
1087,Salem Marine Society ,42.5333903,-70.86881432,Salem,Estados Unidos,
44,Iglesia san Nicolás de Tolentino ,20.5166675,-101.2024706,Salamanca,México,
197,Iglesia Señor del Hospital ,20.56960416,-101.1997039,Salamanca,México,
70,Iglesia y convento agustino san Juan de Sahagún ,20.5675938,-101.198236,Salamanca,México,
1097,Collection of the St. Louis Mercantile Library University ,38.71053593,-90.31099802,Saint Louis,Estados Unidos,
2190,Bermuda National Museum Trust ,32.3812866,-64.6772802,Saint George,Bermudas,
1189,Igreja Nossa Senhora do Carmo ,-19.8898327,-43.8067543,Sabará,Brasil,
1334,Basilica di Santa Maria Sopra Minerva ,41.89816846,12.47803869,Roma,Italia,
173,Capilla Nuestra Señora de Chiquinquirá ,6.144852042,-75.4476887,Ríonegro,Colombia,
2042,Casa de la convención,6.154572404,-75.37225385,Ríonegro,Colombia,
1926,Catedral san Nicolás el Magno ,6.1534737,-75.3737124,Ríonegro,Colombia,
1835,Convento Carmelitas descalzas ,6.046483,-75.427709,Ríonegro,Colombia,
443,Iglesia Jesús Nazareno ,6.152232535,-75.37629774,Ríonegro,Colombia,
2044,Iglesia san Antonio de Pereira ,6.130164981,-75.37970249,Ríonegro,Colombia,
1933,Iglesia san Francisco ,6.155424761,-75.37275555,Ríonegro,Colombia,
624,Museo de arte religioso ,6.154262301,-75.37324873,Ríonegro,Colombia,
783,Catedral san Pedro ,-1.67234961,-78.64800498,Riobamba,Ecuador,
651,Iglesia del Rio Tocuyo ,10.2696873,-69.9380413,Tocuyo,Venezuela,
824,Biblioteca Nacional ,-22.9097402,-43.1754081,Rio de Janeiro,Brasil,
505,Capella da Ordem Terceira de Nossa Senhora da Conceição da Boa Morte ,-22.90219474,-43.17706007,Rio de Janeiro,Brasil,
1195,Igreja da Ordem Terceira de São Francisco da Penitência ,-22.9071821,-43.1790456,Rio de Janeiro,Brasil,
1176,Igreja de Nossa Senhora do Bonsucesso ,-22.90570761,-43.17033228,Rio de Janeiro,Brasil,
547,Igreja Matriz de Nossa Senhora da Candelária ,-22.90063549,-43.17779899,Rio de Janeiro,Brasil,
1458,Igreja Ordem Terceira dos Minimos Sao Francisco de Paula ,-22.9055312,-43.180582,Rio de Janeiro,Brasil,
1465,Igreja Orden tercera San Francisco de Paula ,-22.90530231,-43.18063175,Rio de Janeiro,Brasil,
1226,Instituto Histórico e Geográfico Brasileiro ,-22.91445326,-43.17647262,Rio de Janeiro,Brasil,
680,Mosteiro São Bento ,-22.8967964,-43.178014,Rio de Janeiro,Brasil,
1225,Museu da Chácara do Céu ,-22.91718485,-43.18426195,Rio de Janeiro,Brasil,
1227,Museu do Primeiro Reinado ,-22.90370934,-43.21685508,Rio de Janeiro,Brasil,
1157,Museu Histórico Nacional ,-22.9059083,-43.169513,Rio de Janeiro,Brasil,
1169,Museu Nacional de Belas Artes ,-22.9088,-43.1756856,Rio de Janeiro,Brasil,
295,Iglesia san José ,-22.44066442,-66.16698602,Rinconada,Argentina,
2179,The Valentine ,37.5414596,-77.4308077,Richmond,Estados Unidos,
2140,Virginia Historical Society ,37.558324,-77.474477,Richmond,Estados Unidos,
2101,Virginia Museum of Fine Arts ,37.5560349,-77.474792,Richmond,Estados Unidos,
1175,Capela Dourada ,-8.06145283,-34.87733911,Recife,Brasil,
1119,Colección José dos Santos,-8.057472238,-34.88145292,Recife,Brasil,
1123,Concatedral São Pedro dos Clérigos ,-8.0672923,-34.8791242,Recife,Brasil,
870,Convento Santo Antônio ,-8.061764859,-34.87746722,Recife,Brasil,
1529,Igreja da Ordem Terceira de São Francisco ,-8.0140852,-34.8474449,Recife,Brasil,
1543,Igreja da Ordem Terceira do Carmo ,-8.0661062,-34.8797681,Recife,Brasil,
517,Igreja de Nossa Senhora da Conceição das Jaqueiras ,-8.037493326,-34.90536692,Recife,Brasil,
437,Igreja do Santíssimo Sacramento ,-8.061930566,-34.88522165,Recife,Brasil,
511,Igreja Nossa Senhora da Conceição dos Militares ,-8.06391822,-34.88013063,Recife,Brasil,
1640,Igreja Santa Teresa d'Ávila Ordem Terceira do Carmo ,-8.0661411,-34.8797652,Recife,Brasil,
909,Museo Arquidiocesano ,-8.047707208,-34.88339558,Recife,Brasil,
428,Museu de Arte Sacra de Pernambuco ,-8.013177131,-34.85034173,Recife,Brasil,
1522,Museu do Estado de Pernambuco ,-8.044255617,-34.90170199,Recife,Brasil,
191,Iglesia de la purísima Concepción ,23.69075743,-100.8859774,Real de Catorce,México,
1955,Convento agustino de la Candelaria ,5.5197222,-73.6047222,Ráquira,Colombia,
946,Iglesia san Cristóbal ,-10.87308159,-76.70474719,Rapaz,Perú,
1779,Museo Regional de Rancagua ,-34.1730965,-70.74109406,Rancagua,Chile,
222,Iglesia Nuestra señora del Rosario de Chiquinquirá ,5.400951713,-73.33504877,Ramiriquí,Colombia,
1039,Banco de los Andes,-0.2201103676,-78.51212139,Quito,Ecuador,Cierra en el 2006
707,Biblioteca Nacional Eugenio Espejo ,-0.2165668,-78.4996855,Quito,Ecuador,
921,Casa de la Cultura Ecuatoriana ,-0.2098117232,-78.49513201,Quito,Ecuador,
704,Catedral Metropolitana de Quito ,-0.2204725,-78.5125725,Quito,Ecuador,
827,Centro cultural Metropolitano ,-0.2202693329,-78.51317799,Quito,Ecuador,
1033,Colección Carlos Manuel Larrea ,-0.2201103676,-78.51212139,Quito,Ecuador,
1190,Colección Filoteo Samaniego Salazar ,-0.2201103676,-78.51212139,Quito,Ecuador,
1271,Colección Iván Cruz ,-0.2201103676,-78.51212139,Quito,Ecuador,
2150,Colección Mena ,-0.2201103676,-78.51212139,Quito,Ecuador,
1644,Colección Oswaldo Viteri ,-0.2201103676,-78.51212139,Quito,Ecuador,
957,Convento dominico santa Catalina de Siena ,-0.2218582,-78.5105807,Quito,Ecuador,
1641,Convento el Tejar de la Merced ,-0.2134259,-78.5181545,Quito,Ecuador,
670,Convento Santo Domingo ,-0.2242227,-78.5126037,Quito,Ecuador,
616,Convento y museo Recoleta de san Diego ,-0.2236695805,-78.52246133,Quito,Ecuador,
671,Hospital Eugenio Espino ,-0.2146086425,-78.49820977,Quito,Ecuador,
1582,Iglesia conventual san Agustin y museo Miguel de Santiago ,-0.2203315,-78.5104192,Quito,Ecuador,
1449,Iglesia del Sagrario ,-0.2203480805,-78.51275,Quito,Ecuador,
440,Iglesia La Compañía de Jesús ,-0.220697,-78.5139207,Quito,Ecuador,
449,Iglesia Santuario de Guápulo ,-0.1998840371,-78.47557472,Quito,Ecuador,
273,Iglesia y convento de la Concepción ,-0.2193351,-78.5122336,Quito,Ecuador,
368,Iglesia y convento de la Trinidad Carmen Bajo ,0.2186357,-78.5101602,Quito,Ecuador,
1029,"Iglesia y convento del Carmen de San José, Carmen Alto ",0.2224002,-78.5150244,Quito,Ecuador,
251,Iglesia y convento La Merced ,-0.2181402,-78.5137009,Quito,Ecuador,
411,Iglesia y convento santa Clara ,-0.2218329,-78.5161942,Quito,Ecuador,
2079,Museo Alberto Mena Caamaño ,-0.219551221,-78.5132243,Quito,Ecuador,
948,Museo de Arte Colonial ,-0.2173764517,-78.5130483,Quito,Ecuador,
1370,Museo de historia y cultura Casa Pedrilla y museo Guayasamín ,39.4697577,-6.3691144,Quito,Ecuador,
673,Museo de la ciudad ,-0.2220720872,-78.51512459,Quito,Ecuador,
742,Museo dominico Fray Pedro Bedón ,-0.2236321,-78.5120398,Quito,Ecuador,
256,Museo fray Pedro Gocial san Francisco ,-0.2213675,-78.5157432,Quito,Ecuador,
255,Museo Jacinto Jijón y Caamaño ,-0.209808,-78.492148,Quito,Ecuador,
429,"Museo Nacional del Ecuador, MuNa ",-0.2099045,-78.4954389,Quito,Ecuador,
931,Museo Numismático del Banco Central del Ecuador ,-0.2201672969,-78.51405702,Quito,Ecuador,
689,Palacio arzobispal ,-0.219472923,-78.51168204,Quito,Ecuador,
592,Patrimonio de la ciudad de Quito,-0.2201103676,-78.51212139,Quito,Ecuador,
983,Iglesia san Pedro Apóstol ,-13.8225571,-71.5417011,Quiquijana,Perú,
1518,Iglesia san Pedro de Quinua ,-13.049008,-74.1389618,Quinua,Perú,
814,Santuario Nuestra Señora de La Presentación ,-0.1106883727,-78.29637842,El Quinche,Ecuador,
1022,Iglesia Nuestra Señora de Altagracia ,9.926146087,-69.62082311,Quíbor,Venezuela,
1047,Iglesia san Sebastián ,20.6003087,-100.3926801,Querétaro,México,
182,Iglesia santa Ana ,20.59456511,-100.4013855,Querétaro,México,
441,Iglesia santa Rosa Viterbo ,20.58895137,-100.3964564,Querétaro,México,
1390,Iglesia y convento san Pedro ,20.6379451,-100.3975779,Querétaro,México,
226,Iglesia y convento santa Teresa ,20.5909681,-100.3887928,Querétaro,México,
1009,Museo casa de la Zacatecana ,20.59334875,-100.3885736,Querétaro,México,
1353,Museo de Arte de Queretaro,20.59122581,-100.3932963,Querétaro,México,
638,Museo de arte sacro de Querétaro ,20.59247527,-100.393838,Querétaro,México,
93,Museo Regional de Querétaro ,20.59289477,-100.391431,Querétaro,México,
860,Patrimonio de Querétaro ,20.59298321,-100.3896056,Querétaro,México,
660,Santuario de la congregación de Nuestra Señora de Guadalupe ,20.59515996,-100.3908628,Querétaro,México,
4,Iglesia conventual san Francisco ,19.90466381,-99.34170675,Querétaro,México,
97,Santuario y museo Nuestra Señora del Pueblito ,20.54280673,-100.4419326,Querétaro,México,
207,Iglesia y convento santa María Magdalena ,18.95619329,-97.65964394,Quecholac,México,
762,Iglesia san Juan Bautista ,-13.60472388,-71.56328239,Qatqa,Perú,
494,Catedral san Carlos Borromeo,-15.8410316,-70.0289597,Puno,Perú,
1726,Museo del Panteón Nacional Haitiano ,18.54460592,-72.33682736,Puerto Príncipe,Haití,
188,Antiguo Colegio del Espiritu Santo ,19.04209131,-98.19514368,Puebla,México,Actual rectoría de la BUAP
709,Arzobispado de Puebla ,19.04149518,-98.20063144,Puebla,México,
2,Capilla del Corazón de María ,19.0535131,-98.20248126,Puebla,México,
155,Capilla del Sagrario Metropolitano ,19.04286548,-98.19791397,Puebla,México,
343,Capilla Nuestra Señora de los Dolores ,19.07292285,-98.21048391,Puebla,México,
2147,Casa del Deán ,19.04279325,-98.19975186,Puebla,México,
42,Casa Magdalena Arte ,19.04351695,-98.19807971,Puebla,México,
168,Catedral Nuestra Señora Inmaculada Concepción ,19.0428904,-98.1983291,Puebla,México,
1430,Convento agustino Santa María de Gracia ,19.0452609,-98.2024929,Puebla,México,
1501,Convento santa Ana de Capuchinas ,19.04126457,-98.20051939,Puebla,México,
917,Convento Santa Inés del Montepulciano ,19.04222967,-98.20249481,Puebla,México,
88,Iglesia conventual de Santo Domingo ,19.0464779,-98.1982255,Puebla,México,
86,Iglesia conventual dominico Santa Catalina de Siena ,19.0465806,-98.1994177,Puebla,México,
95,Iglesia conventual dominico Santa Rosa de Lima ,19.0500154,-98.1976019,Puebla,México,
130,Iglesia conventual Impresión de las Llagas de san Francisco ,19.04508553,-98.18893171,Puebla,México,
127,Iglesia conventual Limpia Concepción - Expiatorio de la Concepción ,19.042221,-98.2002774,Puebla,México,
119,Iglesia conventual Nuestra Señora del Carmen ,19.0382179,-98.2024528,Puebla,México,
1400,Iglesia conventual san Cosme y Damian La Merced ,19.0500338,-98.1993351,Puebla,México,
212,Iglesia de Santiago Momoxpan ,19.07148229,-98.26731093,Puebla,México,
160,Iglesia Espiritu santo de la Compañía de Jesús ,19.04241725,-98.19596427,Puebla,México,
1442,Iglesia exhospital san Roque  ,19.04233148,-98.19415151,Puebla,México,
1299,Iglesia hospitalaria san Juan de Dios ,19.05438832,-98.19485171,Puebla,México,
385,Iglesia Nuestra señora de la Asunción ,19.0651323,-98.2287639,Puebla,México,
298,Iglesia Nuestra Señora de la Candelaria y Guadalupe Xonaca ,19.0466667,-98.18005572,Puebla,México,
74,Iglesia Nuestra Señora de la Soledad ,19.0672236,-98.1769931,Puebla,México,
687,Iglesia Nuestra Señora del Refugio ,19.06123945,-98.19504686,Puebla,México,
68,Iglesia Sagrado Corazón de Jesús ,19.05224824,-98.20246195,Puebla,México,
1440,Iglesia san Antonio de Padua ,19.05525033,-98.19408288,Puebla,México,
304,Iglesia san Felipe de Jesús Hueyotlipan ,19.08648377,-98.21128485,Puebla,México,
179,Iglesia san Felipe Neri Santa Vera Cruz La Concordia ,19.04196207,-98.20198572,Puebla,México,
327,Iglesia san Felipe Neri y la Santa Veracruz ,19.0419383,-98.201986,Puebla,México,
1101,Iglesia san Francisco Totimehuacán,18.96885218,-98.18568768,Puebla,México,
1284,Iglesia san Jerónimo Calderas ,19.09880499,-98.21519629,Puebla,México,
87,Iglesia san José ,19.0521422,-98.1932843,Puebla,México,
880,Iglesia san Juan del Río ,19.05543186,-98.18698647,Puebla,México,
328,Iglesia san Marcos evangelista ,19.04787964,-98.2044468,Puebla,México,
235,Iglesia san Miguel Arcángel ,19.05736271,-98.20807036,Puebla,México,
1413,Iglesia san Ramón Nonato ,19.05146499,-98.20268765,Puebla,México,
283,Iglesia san Sebastián mártir ,19.0491274,-98.2111776,Puebla,México,
1414,Iglesia santa Bárbara de franciscanos Dieguinos ,19.03496227,-98.17710634,Puebla,México,
204,Iglesia santa Clara de Asís ,19.0458168,-98.1955791,Puebla,México,
843,Iglesia santa Cruz del alto ,19.04628922,-98.18779904,Puebla,México,
