id,artwork_id,description_id,nombre
105829,3097,576,Lago
105830,3097,367,Mapa / plano
105831,3097,652,Colina / montaña 
105832,3097,328,Río
128481,3097,652,Colina / montaña 
134264,3097,576,Lago
256,3098,90,Muerte / sepulcro
26334,3098,225,Cama
26338,3098,202,Imagen en la imagen
127444,3098,728,Campana
133768,3098,254,Herramientas de agricultura
72994,3099,291,Apóstoles 
26071,3100,35,Cortinaje
25278,3101,10,Ángeles / querubines
25281,3101,100,Paisaje
25282,3101,157,Soldados
134399,3101,477,Lanza
37420,3102,8,Aparición
130972,3102,42,Escapulario
132306,3102,289,Hábito
126279,3103,161,Brocados (flores o dorados) 
90909,3103,10,Ángeles / querubines
90910,3103,10,Ángeles / querubines
90912,3103,35,Cortinaje
90916,3103,202,Imagen en la imagen
90917,3103,72,Jesuitas 
90918,3103,72,Jesuitas 
128043,3103,255,Casulla
130484,3103,515,Documento
133611,3103,441,Hostia
114866,3104,572,Habitación
114867,3104,84,Mesa
114868,3104,346,Obispo / arzobispo
135679,3104,84,Mesa
22512,3105,163,Túnica
53541,3106,35,Cortinaje
53544,3106,84,Mesa
53546,3106,216,Telas
135680,3106,84,Mesa
142526,3106,429,Tintero y pluma
47763,3106,429,Tintero y pluma
143063,3106,429,Tintero y pluma
49728,3107,35,Cortinaje
49731,3107,84,Mesa
49733,3107,216,Telas
135681,3107,84,Mesa
141646,3107,216,Telas
141647,3107,216,Telas
142527,3107,429,Tintero y pluma
45071,3107,429,Tintero y pluma
143064,3107,429,Tintero y pluma
126280,3108,161,Brocados (flores o dorados) 
90925,3108,72,Jesuitas 
90926,3108,72,Jesuitas 
90927,3108,100,Paisaje
90928,3108,101,Papa
128044,3108,255,Casulla
136934,3108,100,Paisaje
136692,3109,95,Oración
71255,3109,84,Mesa
71256,3109,163,Túnica
68547,3110,536,Camino 
127630,3110,137,Cotidianidad
140212,3110,364,Sombrero
144436,3110,163,Túnica
144437,3110,163,Túnica
144438,3110,163,Túnica
125678,3112,145,Biblia
40127,3112,84,Mesa
40130,3112,216,Telas
115702,3112,60,Franciscanos
115703,3112,572,Habitación
115704,3112,60,Franciscanos
115705,3112,99,Órdenes religiosas
135682,3112,84,Mesa
31277,3113,245,Monjas 
31278,3114,245,Monjas 
31280,3115,245,Monjas 
106106,3116,58,Familia
106107,3116,321,Indígenas 
131497,3116,58,Familia
140213,3116,364,Sombrero
43021,3117,289,Hábito
43022,3117,245,Monjas 
43023,3117,245,Monjas 
43109,3117,45,Dominicos
132307,3117,289,Hábito
144439,3117,163,Túnica
77442,3119,100,Paisaje
101138,3120,80,Mar
101139,3120,516,Misterios
131760,3120,678,Flechas
135103,3120,80,Mar
140214,3120,364,Sombrero
145547,3120,834,Turbante
373,3121,122,Taller
98923,3121,10,Ángeles / querubines
98924,3121,10,Ángeles / querubines
133395,3121,421,Herramientas de oficio
144032,3121,204,Oficio / trabajo
125955,3122,156,Bordado
126281,3122,161,Brocados (flores o dorados) 
48120,3122,150,Naturaleza
128482,3122,652,Colina / montaña 
144440,3122,163,Túnica
59627,3123,10,Ángeles / querubines
59628,3123,35,Cortinaje
59629,3123,180,Guirnalda
59630,3124,10,Ángeles / querubines
59631,3124,35,Cortinaje
59633,3124,180,Guirnalda
132308,3124,289,Hábito
31357,3125,3,Alegoría
31358,3125,25,Arco o marco de flores
131661,3125,450,Farol / lámpara
133396,3125,421,Herramientas de oficio
134865,3125,749,Látigo
11013,3126,10,Ángeles / querubines
107867,3126,60,Franciscanos
107869,3126,170,Elementos arquitectónicos 
107870,3126,100,Paisaje
35528,3127,10,Ángeles / querubines
35530,3127,346,Obispo / arzobispo
128045,3127,255,Casulla
125199,3128,281,Bandera
125200,3128,281,Bandera
85909,3128,10,Ángeles / querubines
85910,3128,10,Ángeles / querubines
85913,3128,321,Indígenas 
85922,3129,10,Ángeles / querubines
85923,3129,10,Ángeles / querubines
85927,3129,202,Imagen en la imagen
85928,3129,321,Indígenas 
133861,3129,202,Imagen en la imagen
895,3130,108,Purgatorio
112070,3130,10,Ángeles / querubines
130973,3130,42,Escapulario
30542,3131,3,Alegoría
30543,3131,10,Ángeles / querubines
30545,3131,200,Carruaje / carreta
30546,3131,37,Cuatro continentes
131761,3131,678,Flechas
30791,3131,429,Tintero y pluma
143065,3131,429,Tintero y pluma
73515,3132,321,Indígenas 
73516,3132,473,Pluma
73522,3133,321,Indígenas 
73527,3134,11,Armadura / yelmo
73529,3134,321,Indígenas 
73532,3134,25,Arco o marco de flores
73536,3135,321,Indígenas 
73539,3135,25,Arco o marco de flores
73545,3136,321,Indígenas 
73548,3136,25,Arco o marco de flores
124762,3137,11,Armadura / yelmo
75661,3137,11,Armadura / yelmo
75669,3137,364,Sombrero
140215,3137,364,Sombrero
13165,3138,10,Ángeles / querubines
13168,3138,100,Paisaje
84821,3139,291,Apóstoles 
129388,3139,726,Cuchillo / daga  
29061,3140,100,Paisaje
3452,3141,60,Franciscanos
3454,3141,163,Túnica
134400,3141,477,Lanza
74701,3142,10,Ángeles / querubines
74702,3142,410,Confesión
65880,3143,735,Cuerda / soga  (atadura)
129800,3143,735,Cuerda / soga  (atadura)
48123,3144,10,Ángeles / querubines
48125,3144,536,Camino 
48127,3144,150,Naturaleza
128483,3144,652,Colina / montaña 
129801,3144,735,Cuerda / soga  (atadura)
130875,3144,387,Equipaje 
136935,3144,100,Paisaje
139708,3144,157,Soldados
140216,3144,364,Sombrero
144033,3144,204,Oficio / trabajo
144441,3144,163,Túnica
144442,3144,163,Túnica
144443,3144,163,Túnica
144444,3144,163,Túnica
49743,3145,35,Cortinaje
49747,3145,83,Medallas e insignias
49749,3145,364,Sombrero
49750,3145,216,Telas
135326,3145,83,Medallas e insignias
140217,3145,364,Sombrero
141648,3145,216,Telas
141649,3145,216,Telas
136640,3146,335,Nobles
126282,3146,161,Brocados (flores o dorados) 
126283,3146,161,Brocados (flores o dorados) 
113802,3146,225,Cama
113803,3146,728,Campana
113805,3146,572,Habitación
113807,3146,74,Juguetes
113808,3146,113,Riqueza
127086,3146,225,Cama
127445,3146,728,Campana
131943,3146,572,Habitación
138193,3146,754,Perla
139070,3146,815,Ramo de flores
125956,3147,156,Bordado
55873,3147,364,Sombrero
140218,3147,364,Sombrero
23135,3148,291,Apóstoles 
23139,3148,163,Túnica
134401,3148,477,Lanza
21872,3149,157,Soldados
21873,3149,164,Desnudo
21875,3149,291,Apóstoles 
129802,3149,735,Cuerda / soga  (atadura)
4633,3150,164,Desnudo
129081,3150,303,Corona de laurel
131762,3150,678,Flechas
24738,3151,291,Apóstoles 
24740,3151,164,Desnudo
137910,3151,254,Herramientas de agricultura
96797,3152,85,Milagro
132309,3152,289,Hábito
125201,3153,281,Bandera
3562,3153,157,Soldados
3563,3153,163,Túnica
3564,3153,11,Armadura / yelmo
131351,3153,447,Estola
132310,3153,289,Hábito
134402,3153,477,Lanza
125957,3154,156,Bordado
126284,3154,161,Brocados (flores o dorados) 
48160,3154,536,Camino 
48162,3154,150,Naturaleza
127329,3154,536,Camino 
128484,3154,652,Colina / montaña 
129803,3154,735,Cuerda / soga  (atadura)
136936,3154,100,Paisaje
140219,3154,364,Sombrero
144445,3154,163,Túnica
144446,3154,163,Túnica
125202,3155,281,Bandera
26974,3155,321,Indígenas 
26975,3155,321,Indígenas 
27005,3155,29,Conquista española
131763,3155,678,Flechas
89444,3156,10,Ángeles / querubines
89445,3156,10,Ángeles / querubines
63660,3157,291,Apóstoles 
63661,3157,225,Cama
40134,3159,45,Dominicos
40136,3159,65,Iglesia
115710,3159,50,Escudo de armas
115711,3159,50,Escudo de armas
115714,3159,99,Órdenes religiosas
132311,3159,289,Hábito
890,3160,10,Ángeles / querubines
112082,3160,10,Ángeles / querubines
112084,3160,100,Paisaje
112085,3160,635,Plantas
130974,3160,42,Escapulario
136937,3160,100,Paisaje
138533,3160,635,Plantas
73193,3161,735,Cuerda / soga  (atadura)
129804,3161,735,Cuerda / soga  (atadura)
53579,3162,25,Arco o marco de flores
129805,3162,735,Cuerda / soga  (atadura)
281,3163,90,Muerte / sepulcro
78916,3163,10,Ángeles / querubines
78917,3163,10,Ángeles / querubines
78918,3163,10,Ángeles / querubines
78920,3163,225,Cama
78923,3163,10,Ángeles / querubines
78924,3163,10,Ángeles / querubines
127087,3163,225,Cama
70175,3164,10,Ángeles / querubines
70177,3164,10,Ángeles / querubines
126285,3165,161,Brocados (flores o dorados) 
83895,3165,10,Ángeles / querubines
83896,3165,10,Ángeles / querubines
83897,3165,35,Cortinaje
83901,3165,170,Elementos arquitectónicos 
84835,3166,291,Apóstoles 
98317,3167,10,Ángeles / querubines
126860,3168,589,Calvario
79851,3168,735,Cuerda / soga  (atadura)
129806,3168,735,Cuerda / soga  (atadura)
15439,3169,10,Ángeles / querubines
129389,3169,726,Cuchillo / daga  
129390,3169,726,Cuchillo / daga  
114376,3170,770,Ermitaño
136693,3171,95,Oración
128485,3171,652,Colina / montaña 
143,3172,58,Familia
69137,3172,536,Camino 
127330,3172,536,Camino 
141650,3172,216,Telas
144447,3172,163,Túnica
146620,3172,242,Velo
99257,3173,313,Lectura
69173,3174,291,Apóstoles 
69175,3174,298,Petición
68586,3175,163,Túnica
132312,3175,289,Hábito
126286,3177,161,Brocados (flores o dorados) 
90940,3177,72,Jesuitas 
90941,3177,72,Jesuitas 
90944,3177,360,Predicación
128046,3177,255,Casulla
136938,3177,100,Paisaje
71914,3178,72,Jesuitas 
35017,3179,150,Naturaleza
35019,3179,163,Túnica
127446,3179,728,Campana
124506,3180,8,Aparición
102492,3180,10,Ángeles / querubines
102493,3180,8,Aparición
102494,3180,45,Dominicos
102498,3180,129,Visión
141274,3181,828,Sudario 
99261,3182,65,Iglesia
99263,3182,89,Mortificación
20491,3183,163,Túnica
126636,3184,186,Caída
126861,3184,589,Calvario
79856,3184,735,Cuerda / soga  (atadura)
129807,3184,735,Cuerda / soga  (atadura)
209,3185,82,Matrimonio
87367,3185,82,Matrimonio
24754,3186,291,Apóstoles 
24756,3186,163,Túnica
77696,3187,291,Apóstoles 
65795,3188,225,Cama
116382,3191,100,Paisaje
60903,3192,10,Ángeles / querubines
60904,3192,10,Ángeles / querubines
60905,3192,20,Carmelita
60907,3192,245,Monjas 
60908,3192,245,Monjas 
60913,3192,99,Órdenes religiosas
131764,3192,678,Flechas
132313,3192,289,Hábito
144448,3192,163,Túnica
146621,3192,242,Velo
16003,3193,58,Familia
16006,3193,216,Telas
145548,3195,834,Turbante
111573,3196,84,Mesa
3758,3197,22,Castillo
3761,3197,100,Paisaje
136939,3197,100,Paisaje
3848,3198,47,Emblema
3849,3198,80,Mar
3850,3198,163,Túnica
138248,3198,693,Peces 
140220,3198,364,Sombrero
3923,3199,47,Emblema
3925,3199,163,Túnica
125203,3200,281,Bandera
3931,3200,8,Aparición
3933,3200,47,Emblema
3935,3200,100,Paisaje
3911,3201,47,Emblema
3912,3201,100,Paisaje
3913,3201,137,Cotidianidad
145549,3201,834,Turbante
3898,3202,10,Ángeles / querubines
3901,3202,47,Emblema
125488,3203,342,Bebé
3963,3203,47,Emblema
3968,3204,163,Túnica
129391,3204,726,Cuchillo / daga  
131282,3204,412,Espinas
140221,3204,364,Sombrero
5595,3205,47,Emblema
5597,3205,100,Paisaje
5598,3205,163,Túnica
140222,3205,364,Sombrero
3414,3206,100,Paisaje
1295,3207,100,Paisaje
1296,3207,130,Penitencia
58220,3208,10,Ángeles / querubines
58222,3208,163,Túnica
27854,3209,65,Iglesia
27855,3209,99,Órdenes religiosas
36212,3210,25,Arco o marco de flores
48900,3211,10,Ángeles / querubines
44348,3211,429,Tintero y pluma
143066,3211,429,Tintero y pluma
143968,3211,633,Vaca
48609,3212,10,Ángeles / querubines
48610,3212,10,Ángeles / querubines
48613,3212,82,Matrimonio
48614,3212,45,Dominicos
48615,3212,245,Monjas 
48620,3212,10,Ángeles / querubines
132314,3212,289,Hábito
125204,3213,281,Bandera
33184,3213,3,Alegoría
33185,3213,10,Ángeles / querubines
33187,3213,45,Dominicos
33189,3213,60,Franciscanos
33190,3213,99,Órdenes religiosas
23645,3214,291,Apóstoles 
23646,3214,164,Desnudo
23649,3214,157,Soldados
139662,3214,826,Sierra
23466,3215,291,Apóstoles 
23470,3215,163,Túnica
135270,3215,657,Mazo
55545,3217,10,Ángeles / querubines
135683,3218,84,Mesa
17448,3219,10,Ángeles / querubines
17449,3219,8,Aparición
136432,3219,85,Milagro
89456,3220,10,Ángeles / querubines
90640,3222,291,Apóstoles 
130975,3223,42,Escapulario
9054,3224,100,Paisaje
9055,3224,132,Coronación
9056,3224,10,Ángeles / querubines
70553,3226,11,Armadura / yelmo
70557,3226,100,Paisaje
136940,3226,100,Paisaje
131352,3226,447,Estola
11019,3228,10,Ángeles / querubines
11020,3228,35,Cortinaje
11022,3228,99,Órdenes religiosas
139071,3228,815,Ramo de flores
70693,3229,10,Ángeles / querubines
70694,3229,10,Ángeles / querubines
70697,3229,90,Muerte / sepulcro
71258,3230,84,Mesa
71259,3230,163,Túnica
132315,3231,289,Hábito
72192,3232,164,Desnudo
72193,3232,150,Naturaleza
140223,3232,364,Sombrero
144449,3232,163,Túnica
11914,3233,100,Paisaje
100281,3234,328,Río
139247,3234,328,Río
124673,3235,170,Elementos arquitectónicos 
135684,3235,84,Mesa
46773,3236,10,Ángeles / querubines
46775,3236,321,Indígenas 
46777,3236,652,Colina / montaña 
140224,3236,364,Sombrero
101844,3237,202,Imagen en la imagen
101845,3237,101,Papa
96416,3238,132,Coronación
96419,3238,368,Escudo de monja
96423,3238,10,Ángeles / querubines
135232,3238,181,Mariposa
81041,3238,429,Tintero y pluma
143067,3238,429,Tintero y pluma
29950,3239,245,Monjas 
70186,3240,10,Ángeles / querubines
70188,3240,368,Escudo de monja
70189,3240,10,Ángeles / querubines
138249,3240,693,Peces 
66395,3241,25,Arco o marco de flores
66397,3241,163,Túnica
124302,3242,451,Abanico
36570,3242,35,Cortinaje
21980,3243,10,Ángeles / querubines
132316,3243,289,Hábito
145694,3244,126,Vanidad
42973,3245,35,Cortinaje
42976,3245,84,Mesa
42978,3245,364,Sombrero
42979,3245,216,Telas
130485,3245,515,Documento
135685,3245,84,Mesa
140225,3245,364,Sombrero
141651,3245,216,Telas
141652,3245,216,Telas
138250,3246,693,Peces 
20730,3247,10,Ángeles / querubines
20731,3247,35,Cortinaje
96798,3248,10,Ángeles / querubines
96799,3248,8,Aparición
96800,3248,47,Emblema
132317,3248,289,Hábito
20039,3249,47,Emblema
20040,3249,65,Iglesia
20041,3249,90,Muerte / sepulcro
20042,3249,100,Paisaje
105835,3249,536,Camino 
105838,3249,321,Indígenas 
105839,3249,367,Mapa / plano
105841,3249,401,Plaza
105842,3249,364,Sombrero
127331,3249,536,Camino 
127631,3249,137,Cotidianidad
128486,3249,652,Colina / montaña 
130486,3249,515,Documento
136552,3249,249,Murallas
140226,3249,364,Sombrero
65426,3250,150,Naturaleza
65427,3250,100,Paisaje
65428,3250,163,Túnica
65429,3250,163,Túnica
136941,3250,100,Paisaje
51972,3251,10,Ángeles / querubines
51973,3251,100,Paisaje
51974,3251,163,Túnica
37660,3253,364,Sombrero
130976,3253,42,Escapulario
89470,3254,10,Ángeles / querubines
89471,3254,10,Ángeles / querubines
70212,3255,10,Ángeles / querubines
70214,3255,132,Coronación
146475,3255,697,Violín
66398,3256,10,Ángeles / querubines
66399,3256,35,Cortinaje
66400,3256,170,Elementos arquitectónicos 
85948,3257,10,Ángeles / querubines
85949,3257,10,Ángeles / querubines
85957,3257,10,Ángeles / querubines
85958,3257,10,Ángeles / querubines
66402,3258,10,Ángeles / querubines
66403,3258,35,Cortinaje
66404,3258,170,Elementos arquitectónicos 
125205,3259,281,Bandera
28068,3259,291,Apóstoles 
140227,3259,364,Sombrero
33767,3260,10,Ángeles / querubines
33768,3260,132,Coronación
17137,3261,47,Emblema
112378,3261,10,Ángeles / querubines
112379,3261,216,Telas
59634,3262,35,Cortinaje
59635,3262,180,Guirnalda
85970,3263,100,Paisaje
128487,3263,652,Colina / montaña 
134403,3263,477,Lanza
139072,3263,815,Ramo de flores
139709,3263,157,Soldados
51043,3264,245,Monjas 
51044,3264,245,Monjas 
51048,3264,60,Franciscanos
132318,3264,289,Hábito
144450,3264,163,Túnica
71331,3265,35,Cortinaje
71332,3265,170,Elementos arquitectónicos 
71333,3265,10,Ángeles / querubines
17089,3266,35,Cortinaje
17091,3266,84,Mesa
17094,3266,163,Túnica
17095,3266,164,Desnudo
13620,3267,10,Ángeles / querubines
13622,3267,99,Órdenes religiosas
13623,3267,108,Purgatorio
129392,3267,726,Cuchillo / daga  
133612,3267,441,Hostia
63273,3269,72,Jesuitas 
48909,3270,10,Ángeles / querubines
48910,3270,37,Cuatro continentes
48912,3270,80,Mar
48913,3270,163,Túnica
134404,3270,477,Lanza
28072,3271,291,Apóstoles 
28075,3271,163,Túnica
28076,3272,291,Apóstoles 
28080,3272,163,Túnica
140228,3272,364,Sombrero
68597,3273,100,Paisaje
68599,3273,163,Túnica
132319,3273,289,Hábito
4896,3274,11,Armadura / yelmo
6462,3274,429,Tintero y pluma
143068,3274,429,Tintero y pluma
291,3275,90,Muerte / sepulcro
26342,3275,100,Paisaje
128238,3275,268,Cepillo
133511,3275,619,Hilo
142395,3275,830,Tijeras
71262,3276,163,Túnica
22513,3277,10,Ángeles / querubines
22515,3277,163,Túnica
21691,3278,10,Ángeles / querubines
21692,3278,100,Paisaje
21693,3278,163,Túnica
71265,3279,163,Túnica
34930,3280,65,Iglesia
34931,3280,335,Nobles
34932,3280,107,Procesión
138915,3280,107,Procesión
15157,3281,10,Ángeles / querubines
15159,3281,100,Paisaje
133613,3281,441,Hostia
21078,3282,10,Ángeles / querubines
19646,3283,10,Ángeles / querubines
58223,3284,10,Ángeles / querubines
96427,3285,10,Ángeles / querubines
96429,3285,132,Coronación
96432,3285,10,Ángeles / querubines
125679,3286,145,Biblia
30293,3286,300,Corte
30295,3286,55,Eucaristía
30296,3286,65,Iglesia
30298,3286,298,Petición
133614,3286,441,Hostia
96436,3287,10,Ángeles / querubines
96438,3287,132,Coronación
96444,3287,10,Ángeles / querubines
81056,3287,429,Tintero y pluma
143069,3287,429,Tintero y pluma
82220,3288,84,Mesa
82222,3288,10,Ángeles / querubines
82223,3288,10,Ángeles / querubines
82225,3288,216,Telas
135686,3288,84,Mesa
141653,3288,216,Telas
33857,3289,10,Ángeles / querubines
37661,3290,10,Ángeles / querubines
37664,3290,427,Cautivo(s)
130977,3290,42,Escapulario
7175,3291,536,Camino 
7176,3291,100,Paisaje
7177,3291,163,Túnica
134265,3291,576,Lago
138251,3291,693,Peces 
71632,3293,10,Ángeles / querubines
71636,3293,10,Ángeles / querubines
126287,3294,161,Brocados (flores o dorados) 
86611,3294,536,Camino 
86614,3294,547,Ministro 
128488,3294,652,Colina / montaña 
134039,3294,708,Jarra
135687,3294,84,Mesa
140229,3294,364,Sombrero
141654,3294,216,Telas
144451,3294,163,Túnica
144452,3294,163,Túnica
144453,3294,163,Túnica
144454,3294,163,Túnica
7183,3295,163,Túnica
138252,3295,693,Peces 
125958,3296,156,Bordado
126288,3296,161,Brocados (flores o dorados) 
69146,3296,10,Ángeles / querubines
69148,3296,536,Camino 
69153,3296,100,Paisaje
127632,3296,137,Cotidianidad
128489,3296,652,Colina / montaña 
129808,3296,735,Cuerda / soga  (atadura)
138253,3296,693,Peces 
140230,3296,364,Sombrero
144455,3296,163,Túnica
144456,3296,163,Túnica
236,3297,84,Mesa
98877,3297,10,Ángeles / querubines
98878,3297,10,Ángeles / querubines
389,3298,122,Taller
98927,3298,10,Ángeles / querubines
98928,3298,10,Ángeles / querubines
133397,3298,421,Herramientas de oficio
144034,3298,204,Oficio / trabajo
98785,3299,121,Sueño
66683,3300,85,Milagro
130348,3300,563,Curación
136942,3300,100,Paisaje
136433,3300,85,Milagro
137,3301,58,Familia
370,3301,122,Taller
98930,3301,10,Ángeles / querubines
98931,3301,10,Ángeles / querubines
133512,3301,619,Hilo
144035,3301,204,Oficio / trabajo
63665,3302,291,Apóstoles 
66695,3303,85,Milagro
130349,3303,563,Curación
136434,3303,85,Milagro
66780,3304,85,Milagro
136943,3304,100,Paisaje
136435,3304,85,Milagro
138254,3304,693,Peces 
140231,3305,364,Sombrero
145550,3305,834,Turbante
66624,3306,85,Milagro
128490,3306,652,Colina / montaña 
136944,3306,100,Paisaje
133398,3306,421,Herramientas de oficio
136436,3306,85,Milagro
137911,3306,254,Herramientas de agricultura
145551,3306,834,Turbante
69864,3307,735,Cuerda / soga  (atadura)
69866,3307,419,Juicio / jueces
129809,3307,735,Cuerda / soga  (atadura)
139710,3307,157,Soldados
69868,3308,735,Cuerda / soga  (atadura)
69870,3308,419,Juicio / jueces
69871,3308,157,Soldados
129810,3308,735,Cuerda / soga  (atadura)
139711,3308,157,Soldados
69873,3309,735,Cuerda / soga  (atadura)
69875,3309,419,Juicio / jueces
69876,3309,157,Soldados
129811,3309,735,Cuerda / soga  (atadura)
139712,3309,157,Soldados
69877,3310,735,Cuerda / soga  (atadura)
69879,3310,419,Juicio / jueces
69880,3310,157,Soldados
129812,3310,735,Cuerda / soga  (atadura)
139713,3310,157,Soldados
79594,3311,291,Apóstoles 
79598,3311,90,Muerte / sepulcro
65884,3312,735,Cuerda / soga  (atadura)
129813,3312,735,Cuerda / soga  (atadura)
69572,3313,8,Aparición
69573,3313,291,Apóstoles 
69574,3313,10,Ángeles / querubines
69577,3313,95,Oración
84847,3314,291,Apóstoles 
88659,3316,291,Apóstoles 
88663,3316,157,Soldados
80235,3318,528,Pentecostés
71472,3319,84,Mesa
68124,3322,735,Cuerda / soga  (atadura)
68127,3322,157,Soldados
68619,3324,100,Paisaje
18602,3327,10,Ángeles / querubines
19656,3328,10,Ángeles / querubines
13757,3329,10,Ángeles / querubines
13355,3330,3,Alegoría
13356,3330,10,Ángeles / querubines
13359,3331,3,Alegoría
11919,3332,10,Ángeles / querubines
11920,3332,132,Coronación
70235,3333,10,Ángeles / querubines
70237,3333,10,Ángeles / querubines
124371,3334,18,Aguja / alfiler 
125959,3334,156,Bordado
48627,3334,156,Bordado
48628,3334,45,Dominicos
48629,3334,245,Monjas 
48634,3334,100,Paisaje
136945,3334,100,Paisaje
132320,3334,289,Hábito
133513,3334,619,Hilo
108179,3335,10,Ángeles / querubines
99678,3336,468,Ermita
99679,3336,170,Elementos arquitectónicos 
99681,3336,770,Ermitaño
130901,3336,468,Ermita
136946,3336,100,Paisaje
89425,3337,10,Ángeles / querubines
228,3339,82,Matrimonio
69578,3340,8,Aparición
69579,3340,10,Ángeles / querubines
69582,3340,95,Oración
132321,3341,289,Hábito
144457,3341,163,Túnica
308,3342,100,Paisaje
45621,3342,45,Dominicos
45623,3342,245,Monjas 
45624,3342,245,Monjas 
136947,3342,100,Paisaje
132322,3342,289,Hábito
139073,3342,815,Ramo de flores
17097,3343,47,Emblema
127228,3344,225,Cama
140232,3344,364,Sombrero
69881,3345,735,Cuerda / soga  (atadura)
69884,3345,419,Juicio / jueces
69885,3345,157,Soldados
129814,3345,735,Cuerda / soga  (atadura)
139629,3345,824,Sanedrín
139714,3345,157,Soldados
84859,3346,291,Apóstoles 
84863,3346,157,Soldados
125680,3347,145,Biblia
39110,3347,35,Cortinaje
39115,3347,84,Mesa
39116,3347,346,Obispo / arzobispo
39117,3347,364,Sombrero
39118,3347,216,Telas
114871,3347,50,Escudo de armas
114872,3347,50,Escudo de armas
114873,3347,289,Hábito
132323,3347,289,Hábito
135688,3347,84,Mesa
141655,3347,216,Telas
92791,3349,10,Ángeles / querubines
92794,3349,346,Obispo / arzobispo
92795,3349,473,Pluma
77420,3349,429,Tintero y pluma
143070,3349,429,Tintero y pluma
130487,3350,515,Documento
57140,3352,20,Carmelita
57142,3352,245,Monjas 
57143,3352,245,Monjas 
57147,3352,99,Órdenes religiosas
57148,3352,100,Paisaje
136948,3352,100,Paisaje
132324,3352,289,Hábito
144458,3352,163,Túnica
146622,3352,242,Velo
125206,3353,281,Bandera
101784,3353,10,Ángeles / querubines
101785,3353,281,Bandera
101791,3353,80,Mar
135104,3353,80,Mar
124400,3354,512,Anteojos
99264,3354,15,Biblioteca
99266,3354,338,Escritura
130381,3354,43,Disciplina
131210,3354,338,Escritura
54403,3355,150,Naturaleza
39124,3358,346,Obispo / arzobispo
39125,3358,364,Sombrero
39126,3358,216,Telas
114878,3358,35,Cortinaje
135689,3358,84,Mesa
125681,3359,145,Biblia
42074,3359,45,Dominicos
42076,3359,50,Escudo de armas
42081,3359,99,Órdenes religiosas
42084,3359,364,Sombrero
141656,3359,216,Telas
28087,3360,291,Apóstoles 
28090,3360,163,Túnica
140233,3360,364,Sombrero
17139,3361,10,Ángeles / querubines
17141,3361,25,Arco o marco de flores
112342,3361,321,Indígenas 
125682,3362,145,Biblia
17100,3362,11,Armadura / yelmo
17104,3362,163,Túnica
17105,3362,164,Desnudo
125853,3364,525,Birrete
73998,3365,245,Monjas 
73999,3365,245,Monjas 
126289,3368,161,Brocados (flores o dorados) 
126290,3368,161,Brocados (flores o dorados) 
124763,3369,11,Armadura / yelmo
3457,3369,87,Monarquía
133615,3370,441,Hostia
7204,3372,187,Pipa / cigarrillo
106125,3372,364,Sombrero
140234,3372,364,Sombrero
126787,3373,220,Caldero / olla 
7071,3373,138,Cocina
106126,3373,668,Alacena
106128,3373,187,Pipa / cigarrillo
106131,3373,708,Jarra
106134,3373,377,Negro
106135,3373,669,Platos
128367,3373,138,Cocina
134040,3373,708,Jarra
138736,3373,669,Platos
140235,3373,364,Sombrero
106139,3374,58,Familia
106143,3374,364,Sombrero
140236,3374,364,Sombrero
125489,3375,342,Bebé
106145,3375,342,Bebé
106148,3375,58,Familia
106150,3375,216,Telas
141657,3375,216,Telas
92881,3376,58,Familia
131498,3376,58,Familia
106156,3377,321,Indígenas 
106158,3377,377,Negro
106159,3377,364,Sombrero
140237,3377,364,Sombrero
125490,3378,342,Bebé
92887,3378,58,Familia
106161,3378,342,Bebé
106163,3378,321,Indígenas 
131499,3378,58,Familia
92889,3379,58,Familia
106167,3379,321,Indígenas 
106172,3379,364,Sombrero
131500,3379,58,Familia
137970,3379,718,Pañuelo blanco 
140238,3379,364,Sombrero
125491,3380,342,Bebé
26513,3380,58,Familia
26514,3380,321,Indígenas 
106173,3380,342,Bebé
106176,3380,364,Sombrero
137971,3380,718,Pañuelo blanco 
140239,3380,364,Sombrero
7078,3381,166,Cultivo / huerto
7079,3381,204,Oficio / trabajo
106178,3381,4,Comida
106179,3381,321,Indígenas 
106182,3381,364,Sombrero
106183,3381,216,Telas
128763,3381,4,Comida
140240,3381,364,Sombrero
7080,3382,204,Oficio / trabajo
7081,3382,232,Gallina
106184,3382,4,Comida
106187,3382,321,Indígenas 
106188,3382,309,Jaula
106191,3382,364,Sombrero
128764,3382,4,Comida
134172,3382,309,Jaula
140241,3382,364,Sombrero
7083,3383,164,Desnudo
106193,3383,678,Flechas
106195,3383,321,Indígenas 
138150,3383,831,Tocado
8740,3383,429,Tintero y pluma
143071,3383,429,Tintero y pluma
126788,3386,220,Caldero / olla 
7092,3386,138,Cocina
7093,3386,204,Oficio / trabajo
108605,3386,191,Tiendas de campaña
138737,3386,669,Platos
140242,3386,364,Sombrero
140243,3387,364,Sombrero
92892,3389,58,Familia
131501,3389,58,Familia
125683,3390,145,Biblia
12874,3390,11,Armadura / yelmo
12880,3390,11,Armadura / yelmo
145706,3390,366,Vaso
7209,3391,100,Paisaje
7211,3391,164,Desnudo
106202,3391,321,Indígenas 
106208,3391,377,Negro
106209,3391,473,Pluma
106210,3391,216,Telas
131502,3391,58,Familia
138151,3391,831,Tocado
140244,3391,364,Sombrero
8887,3391,429,Tintero y pluma
