id,artwork_id,description_id
60811,830,245
60812,830,245
60816,830,99
132155,830,289
134316,830,477
144252,830,163
146592,830,242
3533,831,90
3539,831,163
47844,832,35
47880,832,471
137939,832,718
16,833,10
10,834,10
33152,834,3
33153,834,10
33154,834,99
132156,834,289
138232,834,693
1061,835,10
1065,835,159
1069,835,160
131681,835,461
141329,835,829
146456,835,697
217,836,82
87311,836,82
9,837,10
220,837,82
1922,838,163
22121,839,10
22124,839,132
29334,840,10
29335,840,225
29337,840,137
100275,841,328
139222,841,328
70638,842,10
70641,842,10
69121,843,10
69122,843,291
69123,843,735
129748,843,735
22351,844,10
4785,845,10
4787,845,11
124715,846,11
80310,846,164
134317,846,477
144253,846,163
84916,847,10
84917,847,10
4796,848,11
4800,848,120
51670,849,15
51671,849,338
51675,849,429
130418,849,515
142431,849,429
46514,849,429
142880,849,429
71922,850,164
144254,850,163
80984,851,536
125915,851,156
126206,851,161
128448,851,652
139145,851,705
144255,851,163
144256,851,163
144257,851,163
145525,851,834
80993,852,536
125916,852,156
126207,852,161
128449,852,652
139146,852,705
144258,852,163
144259,852,163
144260,852,163
144261,852,163
145526,852,834
125144,853,281
17410,853,84
17411,853,245
17413,853,163
17415,853,281
17428,853,338
85292,853,429
142881,853,429
1002,854,10
1007,854,90
1008,854,95
1010,855,10
1014,855,95
36410,856,536
36414,856,100
128450,856,652
136830,856,100
144262,856,163
144263,856,163
20178,857,10
14119,858,3
14121,858,80
14122,858,100
14123,858,120
127278,858,143
14143,859,3
14144,859,10
14146,859,80
30870,860,10
30871,860,15
30873,860,338
30874,860,368
30875,860,202
30876,860,245
30877,860,242
127483,860,780
142432,860,429
31023,860,429
142882,860,429
71565,861,10
71566,861,10
30880,862,245
135289,862,83
25736,863,10
25741,863,242
25757,863,245
124716,864,11
125145,864,281
18969,864,25
18970,864,100
18972,864,349
104160,864,451
104163,864,11
104165,864,281
104168,864,137
104169,864,29
104171,864,585
104172,864,321
104174,864,477
104175,864,652
104176,864,150
104177,864,473
104178,864,157
104179,864,216
104181,864,596
127842,864,11
128451,864,652
134318,864,477
138141,864,831
139223,864,328
139688,864,157
141390,864,216
20684,864,429
142883,864,429
143947,864,831
18975,865,100
18976,865,87
18977,865,350
108273,865,150
127279,865,143
136831,865,100
131484,865,58
140023,865,364
20692,865,429
142884,865,429
59729,866,10
59731,866,65
132157,866,289
52229,867,35
52231,867,50
52232,867,50
52234,867,84
52237,867,364
52238,867,216
125917,867,156
126208,867,161
135498,867,84
140024,867,364
141391,867,216
141392,867,216
9351,869,137
117067,869,364
128746,869,4
140025,869,364
69127,870,291
69128,870,735
129749,870,735
126845,871,589
19699,872,4
104763,872,704
104764,872,705
104767,872,74
104768,872,669
104769,872,366
104770,872,697
104771,872,668
104772,872,707
104774,872,708
104775,872,706
126163,872,705
128747,872,4
134010,872,708
138473,872,706
138727,872,669
145703,872,366
146457,872,697
52944,873,216
138474,873,706
141393,873,216
141394,873,216
124261,874,451
35309,874,35
35310,874,50
35312,874,396
137940,874,718
142393,874,830
124262,875,451
35057,875,150
35058,875,100
136832,875,100
96214,876,10
37611,877,100
132158,877,289
130945,878,42
90323,879,10
90324,879,10
83802,880,100
126209,880,161
126210,880,161
136833,880,100
11330,881,164
128271,881,283
81013,882,536
81014,882,137
127314,882,536
127612,882,137
144264,882,163
144265,882,163
146593,882,242
136565,883,675
4845,884,10
4846,884,10
4850,884,321
4851,884,95
4852,884,10
4853,884,164
30855,885,58
30856,885,652
30857,885,150
30860,885,163
136834,885,100
144266,885,163
144267,885,163
34302,886,168
34503,887,3
34504,887,10
21040,888,100
30153,889,29
30154,889,30
30155,889,321
30156,889,321
30157,889,335
30159,889,104
30160,889,360
30161,889,87
124485,890,8
19202,890,10
19203,890,8
112491,890,85
112492,890,346
136424,890,85
62974,891,84
131342,891,447
112985,892,164
130311,893,767
4865,894,100
4866,894,150
4867,894,163
4868,894,164
6961,895,87
6962,895,163
51460,896,280
51462,896,326
145,897,58
7527,898,60
90443,899,10
90454,899,100
99802,900,10
99804,900,35
99805,900,163
134319,900,477
77209,901,8
77211,901,100
132159,901,289
35106,903,116
126211,903,161
139689,904,157
144268,907,163
77216,910,35
9026,911,177
25163,912,90
132160,912,289
55523,913,163
124717,914,11
81022,914,137
81028,914,332
81031,914,157
127843,914,11
134320,914,477
144269,914,163
144270,914,163
144271,914,163
145527,914,834
146594,914,242
90465,915,291
66811,916,150
136835,916,100
144272,916,163
11848,917,25
11849,917,95
139436,917,821
24924,918,78
24925,918,163
92726,920,346
126782,920,220
128011,920,255
69131,921,291
69132,921,735
129750,921,735
61902,922,735
129751,922,735
8667,923,35
8668,923,84
125632,923,145
146595,924,242
18103,925,137
18104,925,216
507,926,132
106349,926,10
134011,926,708
16371,927,10
111038,927,10
59594,928,10
59595,928,35
59598,928,25
20720,930,35
10141,931,10
10146,931,163
10147,931,177
128012,931,255
96222,932,132
23629,934,291
23633,934,163
129057,934,303
130946,935,42
81880,936,216
124718,937,11
81033,937,536
126212,937,161
128452,937,652
134321,937,477
134322,937,477
141395,937,216
144273,937,163
34507,940,3
64907,941,10
111384,941,8
111385,941,10
111387,941,442
111388,941,100
136836,941,100
6387,942,25
6388,942,90
6391,942,157
6392,942,164
7887,943,25
7888,943,84
510,944,10
512,944,132
106357,944,473
106358,944,793
1408,944,429
142885,944,429
99219,945,89
99220,945,130
131198,945,338
83810,946,100
136837,946,100
376,947,122
98915,947,10
98916,947,10
133378,947,421
144019,947,204
88836,948,90
15729,949,35
128300,949,285
70029,950,10
70031,950,132
70032,950,10
36831,951,10
36832,951,536
36835,951,100
127315,951,536
128453,951,652
144274,951,163
144275,951,163
146596,951,242
96227,952,132
96233,953,132
96235,953,10
237,954,84
60827,955,10
60828,955,10
60829,955,20
60835,955,245
60836,955,245
60841,955,99
131728,955,678
132161,955,289
144276,955,163
144277,955,163
144278,955,163
144279,955,163
144280,955,163
65412,956,164
24518,957,10
24521,957,163
24926,958,78
24930,959,78
138728,959,669
24932,960,35
24933,960,78
129333,961,726
140026,961,364
142433,961,429
86256,961,429
142886,961,429
90473,962,10
90474,962,10
90477,962,338
90478,962,338
90481,962,72
90482,962,72
90483,962,100
136838,962,100
134260,962,576
142434,962,429
75236,962,429
142887,962,429
89334,963,10
89335,963,10
70599,964,10
70605,964,180
124601,966,786
1123,966,10
1124,966,10
140027,966,364
2232,966,429
142888,966,429
15735,967,35
15736,967,65
127484,967,780
124719,968,11
2893,968,11
9028,969,113
9031,969,177
125146,970,281
27337,970,291
140028,970,364
59825,971,10
59827,971,163
133561,971,441
124263,972,451
124486,972,8
136628,972,335
32246,972,35
32248,972,58
32257,972,10
32259,972,364
32260,972,216
113085,972,451
113088,972,335
113089,972,355
127427,972,728
127485,972,780
131485,972,58
141396,972,216
124264,973,451
35317,973,35
35318,973,50
137941,973,718
124265,974,451
35321,974,50
137942,974,718
124266,975,451
35325,975,50
137943,975,718
72296,976,83
72297,976,335
125918,976,156
126213,976,161
135290,976,83
47848,977,35
47849,977,50
124267,978,451
31470,978,35
124268,979,451
35365,979,100
137944,979,718
34618,979,429
142889,979,429
124269,980,451
31483,980,35
28765,981,338
28766,981,84
28771,981,216
113565,981,35
113566,981,74
113567,981,335
113568,981,515
113569,981,473
113570,981,364
113571,981,429
130419,981,515
131199,981,338
135499,981,84
138142,981,831
140029,981,364
141397,981,216
53304,983,83
53305,983,84
135500,983,84
64267,984,163
111539,984,572
144281,984,163
67873,985,84
67875,985,364
67876,985,216
125919,985,156
126214,985,161
135501,985,84
140030,985,364
141398,985,216
141399,985,216
124270,986,451
32269,986,35
32272,986,58
32284,986,10
32285,986,10
32286,986,216
130947,986,42
131486,986,58
135502,986,84
137945,986,718
141400,986,216
141401,986,216
73334,987,225
73339,987,83
73340,987,90
73342,987,364
73343,987,242
127053,987,225
140031,987,364
146597,987,242
49609,988,35
49612,988,83
49613,988,84
49616,988,355
49617,988,216
135291,988,83
135503,988,84
141402,988,216
141403,988,216
32240,989,364
113098,989,58
113100,989,335
126215,989,161
134012,989,708
138180,989,754
140032,989,364
124271,990,451
35327,990,35
137946,990,718
55803,991,35
55806,991,83
55807,991,84
55809,991,216
141404,991,216
49350,991,429
142890,991,429
124272,992,451
34676,992,35
34678,992,396
124273,993,451
31493,993,35
31494,993,50
53443,994,35
53446,994,84
53447,994,473
53449,994,216
130420,994,515
135504,994,84
141405,994,216
142435,994,429
47693,994,429
142891,994,429
24083,995,164
10153,996,10
10159,996,159
10160,996,160
10161,996,163
144282,997,163
55524,998,10
133379,998,421
65592,999,291
65595,999,213
112935,999,150
136839,999,100
139133,999,817
22379,1000,163
97866,1001,10
97868,1001,132
97870,1001,368
97874,1001,10
82377,1001,429
142892,1001,429
97880,1002,132
97882,1002,368
25751,1003,83
25756,1003,245
25933,1003,202
26629,1003,35
135292,1003,83
25760,1004,245
25761,1004,242
25889,1005,10
25891,1005,83
25892,1005,245
25932,1005,202
26628,1005,35
135293,1005,83
25415,1006,202
25416,1006,361
39745,1006,35
39747,1006,216
135505,1006,84
25905,1007,10
25907,1007,83
25908,1007,245
25935,1007,202
135294,1007,83
124274,1008,451
34679,1008,50
34681,1008,202
142,1009,58
124275,1010,451
127580,1010,244
142436,1010,429
42306,1010,429
142893,1010,429
25927,1011,83
25928,1011,245
25934,1011,202
135295,1011,83
99809,1012,585
101667,1012,321
101668,1012,321
101669,1012,585
138143,1012,831
9701,1013,3
9702,1013,10
9706,1013,163
9709,1013,6
129058,1013,303
131729,1013,678
11331,1013,429
142894,1013,429
57717,1014,216
141406,1014,216
141407,1014,216
125003,1015,71
28905,1015,3
28906,1015,4
28909,1015,150
28910,1015,100
101688,1016,137
101689,1016,245
101690,1016,332
101691,1016,613
128748,1016,4
132162,1016,289
6528,1017,10
6529,1017,245
6533,1017,225
127054,1017,225
137947,1017,718
144283,1017,163
146598,1017,242
6537,1018,245
6538,1018,90
6540,1018,177
144284,1018,163
146599,1018,242
125004,1019,71
28914,1019,150
28915,1019,100
28916,1019,328
127316,1019,536
59572,1020,202
86559,1021,10
314,1022,102
78211,1022,10
78212,1022,10
78218,1022,95
78219,1022,10
78220,1022,10
78223,1022,120
21043,1023,10
21044,1023,10
21047,1023,100
134323,1023,477
34510,1024,3
34511,1024,10
28168,1025,225
28171,1025,245
25951,1026,83
25952,1026,245
135296,1026,83
97890,1027,132
97893,1027,368
97895,1027,10
82396,1027,429
142895,1027,429
97902,1028,10
97907,1028,368
82978,1029,338
82979,1029,84
82980,1029,473
82982,1029,429
130421,1029,515
135506,1029,84
142437,1029,429
69596,1029,429
142896,1029,429
26618,1030,202
26619,1030,245
26621,1031,245
26622,1031,100
26627,1031,35
133562,1031,441
135297,1031,83
26630,1032,10
26634,1032,245
26638,1032,202
26639,1032,83
27166,1033,245
27168,1033,83
135298,1033,83
27171,1034,245
27174,1035,245
31214,1036,368
31215,1036,245
135299,1036,83
27179,1037,245
112334,1038,10
112339,1038,245
132163,1038,289
34709,1039,107
34710,1039,245
128301,1039,285
138889,1039,107
30680,1040,116
97909,1041,132
97911,1041,368
97915,1041,10
137948,1041,718
30882,1042,368
30883,1042,202
30884,1042,245
132164,1042,289
30889,1043,245
71417,1044,10
71418,1044,225
71420,1044,72
71422,1044,10
127055,1044,225
48816,1046,45
131173,1046,759
135507,1046,84
13564,1047,10
112151,1047,132
13572,1048,10
23523,1049,10
104325,1050,58
104328,1050,321
104331,1050,364
137929,1050,216
140033,1050,364
20775,1051,47
20776,1051,321
20779,1051,90
20780,1051,100
20782,1051,164
92822,1052,58
104348,1052,1
104351,1052,321
104355,1052,364
131487,1052,58
140034,1052,364
27341,1053,291
27343,1053,652
27344,1053,100
34715,1054,65
34717,1054,202
34718,1054,321
34719,1054,321
34720,1054,90
34721,1054,346
34722,1054,360
34723,1054,107
34724,1054,213
138933,1054,213
117092,1055,321
117096,1055,364
92839,1056,58
117088,1056,377
136840,1056,100
131488,1056,58
36453,1057,10
36455,1057,47
126783,1057,220
66559,1058,84
66560,1058,85
121231,1058,4
121232,1058,138
121233,1058,35
128749,1058,4
135244,1058,82
135508,1058,84
136425,1058,85
96240,1059,132
96245,1059,10
128750,1060,4
55814,1061,35
55819,1061,83
55820,1061,188
135300,1061,83
141408,1061,216
141409,1061,216
124276,1062,451
136629,1062,335
32056,1062,364
113417,1062,451
113418,1062,705
113422,1062,113
136516,1062,618
140035,1062,364
63613,1063,321
63614,1063,100
136841,1063,100
125147,1064,281
30252,1064,3
30253,1064,10
30255,1064,200
30258,1064,99
30259,1064,132
30260,1064,152
132165,1064,289
133563,1064,441
30270,1065,3
30271,1065,200
30275,1065,95
132166,1065,289
63616,1066,10
63620,1066,80
135082,1066,80
34727,1067,10
102046,1067,10
102047,1067,431
116323,1067,726
116326,1067,216
129334,1067,726
137930,1067,216
18979,1068,65
18980,1068,137
108283,1068,200
108285,1068,652
108287,1068,401
138862,1068,401
105916,1069,512
105917,1069,35
19889,1070,107
104964,1070,200
104965,1070,200
104967,1070,559
104972,1070,84
104974,1070,96
104976,1070,401
104977,1070,364
127570,1070,200
138863,1070,401
140036,1070,364
30687,1071,335
30689,1071,104
34738,1072,335
34740,1072,107
34741,1072,213
138890,1072,107
34742,1073,281
34747,1073,213
138891,1073,107
34751,1074,107
34752,1074,213
138892,1074,107
34759,1075,107
34760,1075,213
34762,1075,399
138893,1075,107
138934,1075,213
34764,1076,160
34766,1076,399
34767,1076,107
34768,1076,213
138894,1076,107
34775,1077,65
34776,1077,202
34778,1077,107
34779,1077,213
34780,1077,87
138895,1077,107
138935,1077,213
23530,1078,163
34781,1079,200
34782,1079,160
34785,1079,321
34786,1079,321
34787,1079,335
34788,1079,335
34790,1079,104
34791,1079,107
34792,1079,213
34794,1079,116
138896,1079,107
34795,1080,160
34797,1080,107
34798,1080,213
34800,1080,202
34801,1080,321
34802,1080,321
138897,1080,107
34803,1081,160
34806,1081,202
34807,1081,321
34808,1081,107
34809,1081,116
138898,1081,107
34810,1082,160
34812,1082,321
34813,1082,321
34814,1082,107
34815,1082,213
138899,1082,107
138936,1082,213
34818,1083,335
34820,1083,107
34821,1083,213
34822,1083,87
138900,1083,107
138937,1083,213
34828,1084,335
34829,1084,107
138901,1084,107
34836,1085,65
1466,1086,25
125148,1087,281
30285,1087,3
30286,1087,10
30290,1087,99
30394,1087,200
133564,1087,441
58854,1088,50
58855,1088,321
51465,1089,280
127486,1089,780
140037,1089,364
43570,1090,35
140038,1090,364
90496,1091,10
90497,1091,10
90499,1091,338
90500,1091,338
90505,1091,100
90507,1091,10
90508,1091,10
90509,1091,328
136842,1091,100
139224,1091,328
75256,1091,429
142897,1091,429
90517,1092,10
90518,1092,10
90524,1092,100
90525,1092,10
90526,1092,10
126216,1092,161
128013,1092,255
136843,1092,100
131343,1092,447
124720,1093,11
90533,1093,72
90534,1093,72
124721,1094,11
90540,1094,11
90544,1094,202
90545,1094,72
90546,1094,72
133858,1094,202
88001,1095,338
88002,1095,338
88008,1095,100
88009,1095,10
88010,1095,10
136844,1095,100
136550,1095,249
73670,1095,429
142898,1095,429
146961,1095,757
70619,1096,100
102051,1096,10
102052,1096,10
105918,1096,8
71410,1097,10
71575,1098,10
70938,1099,10
94796,1100,72
94797,1100,72
94801,1100,100
94803,1100,328
136845,1100,100
139225,1100,328
47809,1101,338
47810,1101,338
47811,1101,57
94806,1102,225
94813,1102,72
94814,1102,72
94815,1102,101
94818,1102,157
127056,1102,225
128014,1102,255
134324,1102,477
100999,1103,10
1640,1104,10
1642,1104,95
1936,1105,10
1940,1105,163
40546,1106,84
130422,1106,515
135509,1106,84
142438,1106,429
38423,1106,429
142899,1106,429
40982,1107,84
115333,1107,10
115334,1107,15
115335,1107,338
115336,1107,572
115337,1107,473
131200,1107,338
133859,1107,202
142439,1107,429
38660,1107,429
142900,1107,429
124487,1108,8
90559,1108,10
90560,1108,10
105920,1108,8
105921,1108,129
32058,1109,84
32060,1109,355
32061,1109,355
32062,1109,216
113426,1109,572
113427,1109,83
113428,1109,335
113429,1109,113
113430,1109,366
135301,1109,83
135510,1109,84
137949,1109,718
137950,1109,718
142440,1109,429
32032,1109,429
142901,1109,429
8952,1111,137
8953,1111,202
105932,1111,572
130423,1111,515
131923,1111,572
138475,1111,706
34841,1112,335
34842,1112,107
34843,1112,213
138902,1112,107
30162,1113,419
30163,1113,465
144123,1113,419
15750,1114,163
15752,1114,212
29340,1115,10
18987,1116,652
108276,1116,22
108278,1116,150
108279,1116,100
108281,1116,328
127967,1116,22
136846,1116,100
139226,1116,328
34846,1117,65
34847,1117,335
34848,1117,107
34849,1117,401
34850,1117,402
138864,1117,401
138903,1117,107
18991,1118,137
18992,1118,652
108301,1118,249
108302,1118,100
108305,1118,204
136847,1118,100
140039,1118,364
144020,1118,204
99814,1119,65
99815,1119,328
101693,1119,6
101696,1119,150
101698,1119,213
108288,1120,4
108290,1120,577
108293,1120,150
108294,1120,100
108295,1120,669
108296,1120,366
108297,1120,697
128751,1120,4
136848,1120,100
131682,1120,461
138729,1120,669
145704,1120,366
146458,1120,697
146459,1120,697
66886,1121,137
66889,1121,84
127613,1121,137
128752,1121,4
134171,1121,309
135511,1121,84
139134,1121,817
29345,1122,10
29347,1122,122
29348,1122,188
29349,1122,204
139405,1122,188
144021,1122,204
144022,1122,204
8958,1123,137
101700,1123,585
101701,1123,321
101702,1123,321
101704,1123,364
101705,1123,216
140040,1123,364
141410,1123,216
10550,1123,429
142902,1123,429
29355,1124,204
144023,1124,204
144024,1124,204
35386,1125,90
35387,1125,321
35388,1125,321
35389,1125,90
129202,1125,533
138904,1125,107
10988,1126,10
10991,1126,100
10995,1126,278
107849,1126,150
127428,1126,728
136849,1126,100
134013,1126,708
139055,1126,815
140041,1126,364
35391,1127,402
35393,1127,346
35394,1127,122
11,1128,10
325,1128,108
26789,1128,164
26790,1128,95
140042,1128,364
15793,1129,10
125149,1130,281
96248,1130,245
96249,1130,448
133565,1130,441
139406,1130,188
124349,1131,22
124351,1131,72
124352,1131,100
134325,1132,477
138233,1132,693
5950,1134,10
6097,1135,10
109364,1136,10
2240,1137,10
2241,1137,10
5309,1138,10
5310,1138,10
5315,1139,11
124722,1140,11
1126,1140,10
1127,1140,11
1128,1140,163
1600,1140,3
6400,1141,10
51857,1143,10
51862,1143,338
140043,1143,364
24089,1144,10
51471,1145,100
125150,1146,281
2244,1146,10
2245,1146,10
140044,1146,364
3488,1146,429
142903,1146,429
124723,1147,11
1246,1147,11
106725,1147,10
106731,1147,477
106732,1147,150
106734,1147,100
106735,1147,328
136850,1147,100
130948,1147,42
134326,1147,477
138085,1147,159
146460,1147,697
5204,1148,10
5205,1148,10
5208,1148,25
138181,1148,754
59575,1149,8
59578,1149,150
31134,1150,10
191,1152,78
16294,1152,10
16300,1152,289
107673,1154,45
10168,1155,10
10171,1155,150
10174,1155,163
10175,1155,164
12766,1157,10
102065,1157,572
102066,1157,92
126217,1157,161
23831,1159,10
23832,1159,163
21050,1160,100
21052,1160,10
134327,1160,477
12772,1161,100
17416,1162,338
17417,1162,245
17419,1162,163
17420,1162,652
19212,1162,429
142904,1162,429
10313,1163,10
10314,1163,10
10322,1163,10
10323,1163,163
132167,1163,289
11852,1163,429
142905,1163,429
10338,1164,120
10339,1164,163
139227,1164,328
65782,1165,90
125476,1165,342
6833,1166,177
135512,1166,84
138182,1166,754
62635,1167,101
130424,1167,515
13505,1168,35
112115,1168,10
112120,1168,10
65872,1169,735
129752,1169,735
124724,1170,11
258,1170,90
129059,1170,303
131730,1170,678
133762,1170,254
105780,1171,291
105781,1171,726
129335,1171,726
64746,1172,50
64748,1172,84
64749,1172,346
64750,1172,473
64751,1172,429
111692,1172,678
130425,1172,515
131731,1172,678
135513,1172,84
142441,1172,429
55324,1172,429
142906,1172,429
102068,1173,572
102070,1173,92
34851,1174,225
34853,1174,335
34854,1174,107
138905,1174,107
30355,1175,1
30356,1175,6
30357,1175,10
30358,1175,200
30361,1175,87
30362,1175,99
30395,1175,3
132168,1175,289
14792,1176,11
14793,1176,55
14794,1176,87
133566,1176,441
14797,1177,10
14798,1177,11
14799,1177,55
14800,1177,87
133567,1177,441
64646,1178,437
64648,1178,84
111598,1178,60
111600,1178,477
134328,1178,477
58859,1180,321
129336,1180,726
9819,1181,10
9820,1181,15
9828,1181,163
9829,1181,164
133763,1181,254
135266,1181,657
140045,1181,364
142442,1181,429
11425,1181,429
142907,1181,429
98032,1182,10
19002,1183,47
19003,1183,65
19004,1183,80
19005,1183,166
108313,1183,348
136851,1183,100
135083,1183,80
19008,1184,22
19010,1184,50
108323,1184,200
108325,1184,150
108326,1184,100
136852,1184,100
108315,1185,705
108321,1185,364
134014,1185,708
140046,1185,364
19015,1186,28
19017,1186,100
19018,1186,100
108337,1186,321
108338,1186,74
108339,1186,150
108341,1186,204
127614,1186,137
127811,1186,100
136853,1186,100
129753,1186,735
52954,1187,216
130426,1187,515
138476,1187,706
141411,1187,216
17429,1188,338
17430,1188,245
19221,1188,429
142908,1188,429
82967,1189,525
82970,1189,473
125845,1189,525
69589,1189,429
142909,1189,429
1319,1190,170
1320,1192,10
1323,1192,170
141330,1192,829
124370,1193,18
1325,1193,35
106656,1193,619
106657,1193,708
133506,1193,619
134015,1193,708
101770,1194,35
129337,1194,726
142443,1194,429
86265,1194,429
142910,1194,429
81043,1196,536
81051,1196,157
127844,1196,11
139147,1196,705
144285,1196,163
144286,1196,163
145528,1196,834
146600,1196,242
93642,1197,10
93644,1197,275
131683,1197,461
140047,1197,364
145529,1197,834
102072,1198,45
132169,1198,289
26240,1199,25
133507,1199,619
133844,1199,188
57726,1200,84
57728,1200,429
125920,1200,156
126218,1200,161
135514,1200,84
142444,1200,429
50651,1200,429
142911,1200,429
3191,1201,80
135084,1201,80
3194,1202,100
127941,1202,254
144025,1202,204
3205,1203,10
3210,1204,10
3225,1205,22
3228,1205,163
127615,1205,137
12786,1206,10
12790,1206,3
139228,1206,328
59599,1207,10
59601,1207,25
1200,1209,100
15760,1210,87
15763,1210,202
15849,1211,35
134329,1211,477
14750,1213,58
14751,1213,321
14753,1213,99
127487,1213,780
132170,1213,289
230,1214,82
15430,1214,321
132171,1214,289
30364,1215,10
30366,1215,200
30367,1215,132
30371,1215,152
30397,1215,3
129060,1215,303
10351,1216,10
10357,1216,100
10359,1216,150
10363,1216,163
10364,1216,164
136760,1216,679
131684,1216,461
139229,1216,328
1450,1217,35
1465,1217,25
111139,1217,83
135302,1217,83
59603,1218,25
51731,1218,429
142912,1218,429
69532,1219,8
69533,1219,10
69536,1219,95
19814,1220,10
117005,1220,10
125151,1221,281
11332,1221,3
11333,1221,10
11340,1221,60
11341,1221,95
11342,1221,99
11343,1221,100
132172,1221,289
31218,1222,10
31220,1222,338
31221,1222,368
31224,1222,245
135303,1222,83
98036,1223,10
18702,1225,536
18706,1225,338
31231,1227,10
105922,1227,10
76892,1228,100
125846,1228,525
42515,1229,35
42518,1229,84
42520,1229,216
130427,1229,515
141412,1229,216
141413,1229,216
142445,1229,429
39518,1229,429
142913,1229,429
68364,1230,10
68366,1230,132
68371,1230,25
144287,1230,163
144288,1230,163
30818,1231,3
30817,1232,3
30813,1233,3
125152,1234,281
30819,1234,3
30822,1235,3
30825,1236,3
30828,1237,3
30831,1238,3
30834,1239,3
30837,1240,3
139148,1240,705
30840,1241,3
30844,1242,3
23835,1243,163
124277,1244,451
33496,1244,35
124278,1245,451
18385,1245,50
33526,1245,35
38004,1246,35
38008,1246,84
38009,1246,346
38011,1246,216
114465,1246,289
114467,1246,473
114468,1246,364
114469,1246,429
114470,1246,429
132173,1246,289
135515,1246,84
140048,1246,364
141414,1246,216
142446,1246,429
36854,1246,429
142914,1246,429
32301,1247,170
32302,1247,10
32304,1247,364
32305,1247,216
32306,1247,242
138183,1247,754
140049,1247,364
141415,1247,216
141416,1247,216
42522,1248,35
42529,1248,216
130428,1248,515
30890,1249,10
30891,1249,15
30892,1249,368
30893,1249,202
30895,1249,245
30897,1249,242
142447,1249,429
31041,1249,429
142915,1249,429
286,1250,90
361,1250,87
26277,1250,10
26278,1250,225
26281,1250,60
26282,1250,87
26283,1250,152
133764,1250,254
124279,1251,451
34685,1251,35
34686,1251,50
102083,1252,291
102084,1252,313
293,1253,90
127057,1253,225
127429,1253,728
15858,1254,225
125633,1254,145
131732,1254,678
261,1255,90
129338,1255,726
131733,1255,678
133765,1255,254
146461,1255,697
16895,1256,164
64969,1257,90
111801,1257,225
127058,1257,225
131924,1257,572
63792,1258,10
126219,1258,161
192,1259,78
16305,1259,289
144289,1259,163
146601,1259,242
64279,1260,100
64280,1260,163
111537,1260,150
136854,1260,100
144290,1260,163
19019,1261,25
19021,1261,87
108330,1261,84
108333,1261,113
110271,1261,4
110272,1261,572
131925,1261,572
102086,1262,291
129339,1262,726
18710,1263,163
18712,1263,338
142448,1263,429
20360,1263,429
142916,1263,429
23242,1264,10
23244,1264,163
134,1265,58
132174,1266,289
65486,1267,735
45911,1268,10
16900,1269,84
130429,1269,515
18732,1269,429
142917,1269,429
62977,1270,72
90583,1271,342
90584,1271,225
90585,1271,30
90588,1271,72
90589,1271,72
90592,1271,10
90593,1271,10
127059,1271,225
131489,1271,58
51863,1272,10
51864,1272,10
51865,1272,100
17131,1273,10
17132,1273,35
17134,1273,280
132175,1273,289
16786,1274,25
16789,1274,289
16790,1274,10
130373,1274,43
131279,1274,412
100277,1275,328
139230,1275,328
6834,1276,35
6835,1276,113
11853,1277,10
139437,1277,821
129754,1278,735
134330,1278,477
26245,1279,25
133508,1279,619
23247,1280,100
23248,1280,120
12802,1281,84
129340,1281,726
68101,1282,735
68107,1282,157
124429,1283,490
92334,1283,10
124725,1284,11
80313,1284,164
21272,1285,10
21274,1285,342
21275,1286,35
21279,1286,225
134016,1286,708
70034,1288,10
70035,1288,291
70037,1288,132
70041,1288,10
21053,1289,10
21056,1289,10
80212,1290,291
80214,1290,528
70044,1291,10
70045,1291,291
70047,1291,10
146462,1291,697
38421,1292,35
37206,1292,429
142918,1292,429
34858,1293,89
34859,1293,130
34860,1293,107
130374,1293,43
30900,1295,368
30901,1295,245
30903,1296,368
30904,1296,245
30227,1297,29
30229,1297,321
30230,1297,321
30232,1297,90
129341,1297,726
45252,1298,346
128015,1298,255
116328,1299,726
129342,1299,726
137931,1299,216
20541,1301,10
125477,1302,342
139056,1302,815
83742,1303,148
139690,1303,157
27180,1304,202
27182,1304,83
27183,1304,245
135304,1304,83
16691,1305,10
16692,1305,100
33887,1306,8
33888,1306,85
33889,1306,335
33890,1306,213
35615,1307,816
139132,1307,816
101774,1308,10
101775,1308,225
101778,1308,452
101780,1308,90
101781,1308,87
133568,1308,441
146463,1308,697
92720,1309,10
92723,1309,346
92724,1309,473
77359,1309,429
142919,1309,429
10042,1310,95
10044,1310,177
11858,1311,10
35569,1312,10
35571,1312,346
128016,1312,255
14380,1313,216
14381,1313,242
141417,1313,216
99824,1314,10
99825,1314,321
99827,1314,85
99828,1314,348
101706,1314,10
101711,1314,473
138144,1314,831
70612,1315,90
70613,1315,100
126625,1316,186
126846,1316,589
129755,1316,735
27795,1317,60
27796,1317,99
16915,1318,163
133380,1318,421
25342,1319,137
25344,1319,100
136855,1319,100
140050,1319,364
144291,1319,163
134017,1320,708
134331,1320,477
29357,1321,246
29360,1321,245
29361,1321,335
29362,1321,335
36458,1322,10
36460,1322,47
40037,1323,10
40038,1323,10
40051,1323,10
40052,1323,10
115653,1323,202
30906,1324,245
30908,1325,245
30248,1326,29
30249,1326,300
30251,1326,465
55824,1327,50
125921,1327,156
31237,1328,245
34518,1330,3
34519,1330,10
34521,1330,164
7143,1331,10
7144,1331,11
7147,1331,163
138234,1331,693
8805,1331,429
142920,1331,429
105516,1332,100
140051,1332,364
116330,1333,726
