id,name,ancestry
813,Inmaculada coronada,9/60/106/562
814,Inmaculada con Santos,9/60/106/562
258,Cinta,9/60/109
259,Escenas,9/60/109
260,Santos y/o donantes,9/60/109
261,Tipo sin cinta,9/60/109
769,Virgen de la Merced y Niño,9/60/110
770,Mercedes santos y donantes,9/60/110
771,Patrocinio mercedes,9/60/110
833,Angustias,9/60/122
307,Rosario con santos o donante,9/60/132
308,Rosario con niño,9/60/132
930,Misterios y rosarios,9/60/132
972,Rosario y purgatorio,9/60/132
973,Entrega del rosario,9/60/132
974,Escenas virgen del rosario,9/60/132
48,Mater Amabilis,9/60/144
116,Varias advocaciones Virgen y niño,9/60/144
148,"Virgen, niño, Juan",9/60/144
149,Virgen del pajarito,9/60/144
151,Devociones virgen con niño S.I 1,9/60/144
334,Passaviensis,9/60/144
335,Devociones virgen con niño S.I 2,9/60/144
336,Virgen y niño santos y donantes,9/60/144
835,Virgen niño dormido,9/60/144
40,Carmen con niño,9/60/91
41,Carmen protectora,9/60/91
42,Carmen y purgatorio,9/60/91
43,Carmen con santos,9/60/91
44,Carmen sin niño,9/60/91
234,Dolores sin cuchillo,9/60/99
235,Siete dolores,9/60/99
242,Dolores un cuchillo,9/60/99
531,Virgen de la Soledad,9/60/99
532,Topo,9/60/99
209,Concepción de la Virgen,9/61
210,Sagrada familia de la Virgen,9/61
211,Nacimiento de la Virgen,9/61
212,Presentación de la Virgen,9/61
213,Hilandera,9/61
214,Educación,9/61
215,Desposorios,9/61
216,Anunciación,9/61
217,Visitación,9/61
218,Nacimiento de Jesús,9/61
219,Adoración de los Pastores,9/61
220,Adoración de los Reyes,9/61
221,Circuncisión,9/61
222,Presentación del niño Jesús,9/61
224,Niño de la Espina,9/61
225,Santos Inocentes,9/61
226,Egipto,9/61
227,Sagrada Familia,9/61
228,Entre Doctores,9/61
230,Tránsito de la Virgen y Dormición,9/61
231,Asunción,9/61
232,Coronación y Eucaristía,9/61
233,Sacramentos de la virgen,9/61
852,Creación alma de la Virgen,9/61/209
931,Árbol de Jesé,9/61/209
312,San Joaquín y la Virgen,9/61/210
313,San Joaquín y Santa Ana,9/61/210
314,San Joaquín,9/61/210
315,Santa Ana y Virgen,9/61/210
316,Santa Ana,9/61/210
524,"San Joaquín, Ana y la Virgen",9/61/210
933,Anunciación y purificación santa Ana,9/61/210
872,Enseñanza de Ana,9/61/214
903,Educación costura templo,9/61/214
975,Enseñanza familia Virgen,9/61/214
976,Anunciación dios presente,9/61/216
977,Anunciación Espíritu santo,9/61/216
978,Escudo y donantes anunciación,9/61/216
236,Descanso,9/61/226
238,Huida a Egipto,9/61/226
239,Regreso,9/61/226
980,Doble Trinidad,9/61/226/239
981,Regreso Egipto y Espiritu santo,9/61/226/239
982,Regreso del exilio,9/61/226/239
310,San José,9/61/227
311,Escenas Sagrada Familia,9/61/227
367,Sueño y anunciación a san José,9/61/227/310
368,San José y el niño,9/61/227/310
369,Muerte de San José,9/61/227/310
370,Otras San José,9/61/227/310
371,Coronación de San José,9/61/227/310
372,Patrocinio de San José,9/61/227/310
932,Aflicción y Duda/José y María,9/61/227/310
983,San José: alegóricas y devocionales,9/61/227/310/368
984,San José: Corona de flores y/o E.S,9/61/227/310/368
985,San José con Jesús adolescente,9/61/227/310/368
986,San José con Jesús en brazos,9/61/227/310/368
352,Familia,9/61/227/311
353,Cinco señores,9/61/227/311
358,Buscando posada,9/61/227/311
928,Empadronamiento,9/61/227/311
354,Familia y san Juan,9/61/227/311/352
355,Sueño de Jesús,9/61/227/311/352
356,Mesa familiar,9/61/227/311/352
357,Taller,9/61/227/311/352
988,"José, Maria y Jesús",9/61/227/311/352
989,Infancia de Jesús,9/61/227/311/352
990,Asunción con ángeles,9/61/231
991,Asunción desde tumba,9/61/231
992,Asunción con trinidad,9/61/231
994,Coronacion con santos y donantes,9/61/232
995,Coronacion solo Trinidad,9/61/232
996,Coronación escudos,9/61/232
997,Coronación eucarística,9/61/232
1,Alegorías y Emblemas,
2,Ángeles,
3,Antiguo Testamento,
4,Cristológico,
5,Dogma,
6,Santos,
7,Historia,
8,Retrato,
9,Mariología,
10,Temas seculares,
11,Mística y Moral,
120,"Cirilo de Constantinopla, san",6/381/735/785
