id,artwork_id,artwork_symbol_id
87826,57,211
87828,57,185
51053,58,273
51054,58,102
51055,58,211
51057,58,273
51059,58,433
87831,58,4
87832,58,102
87833,58,211
87834,58,185
87835,58,185
51063,59,23
51065,59,201
51066,59,404
87838,59,325
87839,59,185
118653,59,404
124946,59,201
51068,60,81
126314,60,81
51073,61,61
51074,61,42
116254,61,42
116255,61,42
51078,62,61
51079,62,42
51080,62,74
116256,62,42
116257,62,42
120069,62,74
24763,63,26
24764,63,92
24765,63,229
24766,63,383
24767,63,251
24768,63,201
51085,65,22
51087,65,125
87846,65,185
51089,66,325
87848,66,230
87850,66,185
27723,67,61
27724,67,88
27725,67,177
27727,67,311
113431,67,14
51094,68,7
51095,68,273
51096,68,93
51098,68,273
87853,68,185
111588,68,7
74543,69,124
74544,69,211
112184,69,251
122555,69,177
51101,70,7
51103,70,70
51104,70,93
51105,70,113
51108,70,162
51109,70,325
87860,70,273
110087,70,780
111589,70,7
130396,70,113
130397,70,113
51111,71,7
51112,71,273
51114,71,181
51115,71,273
51116,71,113
87863,71,113
87864,71,493
111590,71,7
130398,71,113
130399,71,113
279,72,77
360,72,86
605,72,102
15168,72,87
107758,72,249
117895,72,404
126432,72,86
51119,73,142
51121,73,325
87865,73,4
87867,73,185
118654,73,404
25673,74,26
25674,74,119
25675,74,127
25676,74,183
25678,74,383
118330,74,404
127268,74,92
51127,75,325
51128,75,201
51129,75,404
87871,75,23
118655,75,404
124947,75,201
261,76,66
443,76,92
8103,76,185
117697,76,404
126717,76,92
51133,77,125
51135,77,181
51136,77,325
87872,77,4
87873,77,185
87875,77,23
87876,77,690
6018,78,4
6020,78,22
6021,78,185
6022,78,325
6023,78,201
117587,78,404
120761,78,167
51138,79,125
51140,79,181
51141,79,201
87877,79,185
17770,80,87
126471,80,86
51143,81,66
51144,81,211
51146,81,149
51148,81,201
51150,81,404
51151,81,433
87880,81,4
87882,81,211
87883,81,185
108665,81,433
118656,81,404
124948,81,201
7686,82,4
7688,82,22
7689,82,124
7690,82,185
117681,82,404
51154,83,77
51155,83,81
51156,83,119
51157,83,325
51159,83,201
51160,83,404
87886,83,4
87887,83,185
118657,83,404
124949,83,201
125951,83,81
125952,83,81
51164,84,23
51165,84,77
51166,84,89
51168,84,325
51170,84,201
51171,84,404
87891,84,185
87894,84,690
118658,84,404
124950,84,201
8129,85,4
117699,85,404
51185,86,22
51186,86,80
51187,86,81
51188,86,142
51192,86,201
51193,86,404
51196,86,509
87895,86,4
87896,86,185
112383,86,509
5179,87,4
5181,87,123
5182,87,126
5183,87,144
5184,87,185
5185,87,325
5186,87,200
5188,87,232
5189,87,325
5190,87,290
117537,87,404
51197,88,23
51198,88,80
51199,88,89
51200,88,142
51202,88,201
51203,88,404
87900,88,185
87902,88,142
118659,88,404
124951,88,201
74550,89,177
74551,89,211
122556,89,177
4403,90,4
4404,90,8
4407,90,22
4409,90,66
4410,90,370
4411,90,135
4412,90,167
4413,90,185
4414,90,325
4415,90,201
4417,90,232
4418,90,251
4419,90,325
110826,90,370
117492,90,404
120743,90,167
132093,90,125
51206,91,7
51207,91,102
51209,91,325
87898,91,23
111591,91,7
51211,92,102
51213,92,325
87904,92,7
87905,92,22
87906,92,185
74553,93,66
74554,93,177
122557,93,177
51216,94,20
51217,94,92
51218,94,142
51220,94,163
87908,94,185
110358,94,163
127487,94,92
74547,95,22
74548,95,211
106987,95,142
51226,96,23
51227,96,92
51230,96,201
51231,96,404
87909,96,4
87910,96,185
127488,96,92
51234,97,92
51237,97,201
51275,97,28
51276,97,61
51277,97,142
87912,97,4
87913,97,7
87914,97,185
87915,97,185
127489,97,92
8765,98,4
8766,98,27
8767,98,83
8768,98,185
8769,98,201
117710,98,404
123497,98,200
51239,99,7
51242,99,177
51243,99,239
51244,99,273
51245,99,201
87918,99,325
87919,99,185
133695,99,448
133696,99,448
133793,99,448
19445,100,4
19446,100,18
111041,100,4
114698,100,18
51249,101,7
51250,101,46
51251,101,273
51252,101,46
51254,101,177
51255,101,273
87922,101,325
87923,101,185
87925,101,201
111592,101,7
51259,102,119
51261,102,177
87927,102,7
87928,102,185
111593,102,7
133697,102,448
133698,102,448
8771,103,4
8773,103,185
117711,103,404
51265,104,325
87932,104,4
87933,104,185
87935,104,23
26367,105,23
26368,105,135
26370,105,239
118387,105,404
51268,106,177
51269,106,325
87937,106,185
51270,107,119
51272,107,177
51273,107,325
87940,107,22
87941,107,185
17813,108,23
110897,108,370
51279,109,177
87945,109,185
6278,110,4
6280,110,23
6281,110,185
6282,110,325
6283,110,201
6284,110,210
6285,110,290
117607,110,404
51283,111,325
51285,111,273
87947,111,4
87948,111,61
87949,111,185
87951,111,23
51287,112,61
51288,112,273
51291,112,273
87953,112,4
87954,112,185
24915,113,74
24916,113,135
24917,113,119
24918,113,127
24919,113,774
24920,113,183
24921,113,229
24922,113,201
24923,113,164
103115,113,22
113392,113,14
120586,113,164
51292,114,22
51293,114,23
51294,114,81
51296,114,164
51297,114,177
51298,114,325
87964,114,185
120635,114,164
51344,115,6
51346,115,23
51348,115,325
51349,115,404
51351,115,588
87969,115,4
87970,115,22
87971,115,149
87972,115,185
111359,115,6
118660,115,404
59537,116,22
59538,116,92
59539,116,183
59540,116,210
118736,116,404
20337,117,74
20338,117,177
113290,117,14
51352,118,23
51353,118,211
51355,118,177
51357,118,201
51358,118,404
87977,118,325
87978,118,211
87980,118,185
87982,118,789
85732,119,66
85733,119,177
85734,119,193
74557,120,22
51361,121,102
51362,121,142
51363,121,177
51364,121,325
51366,121,273
51367,121,201
51368,121,404
88769,121,4
88770,121,23
130738,122,411
51373,123,102
51375,123,201
51376,123,404
88771,123,4
51380,124,102
51381,124,177
51382,124,325
51383,124,201
51384,124,404
88773,124,185
88777,124,185
103379,125,135
103380,125,142
103381,125,201
103382,125,383
107387,125,142
64775,126,325
64776,126,61
51386,127,23
51388,127,325
51389,127,201
88778,127,185
23042,128,26
23043,128,50
23044,128,97
23048,128,287
106218,128,142
116642,128,50
27298,129,142
27299,129,325
106258,129,142
113421,129,14
123695,129,200
132395,129,779
133828,129,638
74478,130,211
106980,130,142
73050,131,556
132853,131,779
104584,132,41
72782,132,22
72783,132,41
78159,133,4
78160,133,41
78161,133,22
78162,133,50
78163,133,365
78165,133,325
78166,133,556
78168,133,185
112856,133,213
114686,133,18
125509,133,206
67471,134,22
67472,134,44
67473,134,119
67475,134,185
67477,134,457
67479,134,54
67482,134,185
67483,134,664
67484,134,665
98333,135,427
134431,135,12
134885,135,365
735,136,126
3197,136,4
3199,136,113
3201,136,325
3202,136,200
3203,136,124
3204,136,232
113055,136,14
115913,136,38
123439,136,200
130149,136,113
104477,137,41
35539,137,2
35540,137,4
35541,137,14
35542,137,41
35543,137,61
35544,137,42
35545,137,185
35549,137,325
35553,137,208
66779,138,177
66780,138,290
53922,139,273
53923,139,102
53924,139,325
53925,139,404
118689,139,404
59541,140,22
59542,140,142
59543,140,178
59544,140,649
118737,140,404
80665,141,22
80666,141,66
80667,141,72
80668,141,92
80669,141,178
80670,141,383
80671,141,418
80679,141,211
118971,141,404
73146,142,102
73147,142,102
73148,142,102
73149,142,249
73150,142,649
107905,142,249
129455,142,102
54229,143,61
54230,143,273
54231,143,142
54232,143,177
54233,143,325
80672,144,22
80673,144,66
80674,144,92
80675,144,142
80676,144,183
80677,144,124
80678,144,211
118972,144,404
8366,145,22
29027,146,2
29028,146,52
29029,146,142
106281,146,142
47860,147,102
47862,147,177
96063,147,27
96064,147,66
96065,147,86
96066,147,124
96068,147,193
96069,147,251
108854,147,433
111057,147,4
114962,147,27
123374,147,124
68686,148,200
124044,148,200
25679,149,23
25680,149,26
25681,149,183
25682,149,229
25683,149,260
118331,149,404
59545,150,142
106688,150,142
118738,150,404
347,151,46
59302,151,22
59303,151,46
59304,151,157
20339,152,23
20340,152,46
20341,152,247
60129,153,61
60130,153,201
106691,153,142
20175,154,23
20176,154,102
20177,154,124
20178,154,211
20179,154,133
20180,154,211
20182,154,262
20183,154,201
108399,154,433
118064,154,404
27420,155,22
27421,155,23
94701,155,142
94702,155,789
106271,155,142
124389,155,200
45410,156,22
45411,156,54
45412,156,211
45413,156,251
112141,156,251
116990,156,54
53202,157,22
53203,157,102
53205,157,117
53206,158,46
53207,158,177
105522,158,99
111605,158,7
116548,158,46
122125,158,177
91,159,26
8977,159,14
8978,159,22
8979,159,72
8980,159,232
115950,159,38
120660,159,164
31190,160,325
31191,160,124
31192,160,185
23567,161,23
72215,162,23
72216,162,61
72217,162,89
72218,162,177
72220,162,239
72221,162,690
118917,162,404
1392,163,124
5521,163,201
99939,163,23
99940,163,92
99941,163,404
117385,163,404
125334,163,201
126720,163,92
70112,164,99
70113,164,102
70114,164,102
70115,164,102
129333,164,102
108065,165,447
129210,165,102
1533,166,92
1542,166,181
99943,166,6
99944,166,185
99946,166,588
111373,166,6
127973,166,92
25989,168,177
68018,169,97
66423,170,93
108066,170,447
129211,170,102
48376,171,22
48377,171,99
48378,171,102
48379,171,177
106614,171,142
113819,171,14
70408,172,22
70409,172,99
70410,172,177
105589,172,99
122423,172,177
70253,173,23
70254,173,102
70255,173,404
118902,173,404
31226,174,93
31227,174,102
31228,174,117
31229,174,177
74499,175,211
74500,175,61
106981,175,142
518,176,93
1346,176,61
101093,176,185
127552,176,92
55176,177,23
100663,177,185
100664,177,244
100665,177,249
107932,177,249
110143,177,780
112293,177,244
120428,177,149
59454,178,53
59455,178,93
65595,179,102
129170,179,102
74502,180,22
74503,180,211
74504,180,61
106982,180,142
48380,181,102
48381,181,133
70116,182,102
70117,182,102
70118,182,102
129334,182,102
52429,183,22
52432,183,18
52433,183,201
89266,183,4
89267,183,185
124980,183,201
52437,184,22
52439,184,177
52440,184,239
52441,184,201
52442,184,404
89269,184,4
89270,184,102
89272,184,185
118673,184,404
124981,184,201
56201,185,22
56202,185,81
56203,185,149
110647,185,544
126002,185,81
66428,186,649
108067,186,447
54472,187,14
113894,187,14
54474,188,22
54475,188,27
54476,188,31
114795,188,27
115206,188,31
60132,189,22
60133,189,31
60134,189,102
115227,189,31
129012,189,102
60398,190,5
60399,190,102
129030,190,102
60135,191,22
60136,191,706
131527,191,706
131528,191,706
1011,192,177
60191,192,31
60192,192,102
110931,192,133
115230,192,31
60200,193,23
60201,193,31
106692,193,142
70123,194,102
70124,194,102
70125,194,102
70126,194,239
129335,194,102
62400,195,273
62401,195,649
62402,195,649
27042,196,102
27043,196,142
30479,197,102
30480,197,649
30472,198,102
30473,198,649
46056,200,22
46057,200,111
46061,200,404
46062,200,89
86790,200,4
86791,200,160
130013,200,111
62403,201,325
62406,201,201
125057,201,201
28513,202,14
28515,202,102
28516,202,102
28518,202,111
28519,202,123
28520,202,117
28521,202,193
108552,202,433
113444,202,14
130668,202,411
131615,202,123
104733,203,10
1534,203,23
1535,203,102
99947,203,22
99948,203,102
99949,203,181
99950,203,201
117390,203,404
126727,203,92
129724,203,102
131003,203,411
99952,204,92
99953,204,185
117391,204,404
123218,204,185
126728,204,92
66429,205,93
108068,205,447
83436,206,177
122728,206,177
53295,207,81
53297,207,177
53300,207,201
124998,207,201
72360,208,22
72361,208,177
122515,208,177
104734,209,10
99954,209,23
99955,209,92
117392,209,404
125335,209,201
126729,209,92
23934,210,23
23935,210,135
23936,210,185
120907,210,167
47868,211,102
47870,211,177
47871,211,325
47872,211,124
87198,211,22
47873,212,102
47875,212,325
87200,212,22
725,213,125
1014,213,177
16136,213,22
16137,213,144
16138,213,181
16140,213,325
16141,213,185
110237,213,163
110510,213,163
128378,213,96
133057,213,144
700,214,125
961,214,163
16146,214,22
16148,214,83
16150,214,144
16151,214,325
16152,214,201
16157,214,185
110238,214,163
128379,214,96
343,215,46
690,215,119
960,215,163
1190,215,229
16158,215,46
16159,215,116
16160,215,177
16162,215,325
16164,215,61
16165,215,290
16166,215,185
16167,215,22
110239,215,163
110240,215,163
110511,215,163
117942,215,404
128380,215,96
258,216,66
954,216,160
966,216,163
1191,216,229
16168,216,16
16169,216,22
16170,216,370
16172,216,177
16173,216,325
16174,216,201
16175,216,360
16176,216,61
110241,216,163
110242,216,163
117943,216,404
128381,216,96
967,217,163
16183,217,3
16184,217,208
16185,217,177
16186,217,268
16187,217,61
110243,217,163
117944,217,404
128382,217,96
134662,217,365
356,218,85
965,218,163
1317,218,260
16202,218,20
16203,218,111
16205,218,177
16206,218,325
16207,218,201
16208,218,61
110244,218,163
110245,218,163
110512,218,163
117945,218,404
128383,218,96
16214,219,22
16215,219,72
16216,219,177
16217,219,210
16220,219,780
113207,219,14
117946,219,404
128384,219,96
16225,220,177
16227,220,383
106036,220,142
117947,220,404
128385,220,96
1120,221,206
16233,221,22
16235,221,72
16236,221,88
16237,221,92
16238,221,177
16239,221,193
16240,221,325
16241,221,201
113209,221,14
117948,221,404
128386,221,96
16247,222,26
16248,222,92
16249,222,142
16250,222,177
16251,222,325
16252,222,201
16253,222,210
16254,222,383
16255,222,247
117949,222,404
128387,222,96
130269,222,113
16256,223,22
16257,223,111
16258,223,116
16261,223,183
119716,223,74
128388,223,96
130270,223,113
345,224,46
522,224,93
958,224,162
1351,224,61
52537,224,125
52556,224,53
100798,224,44
107875,224,249
116546,224,46
127510,224,92
132216,224,125
104636,225,41
104794,225,10
17104,225,23
17105,225,77
17106,225,93
17107,225,102
17108,225,135
17109,225,125
104061,225,249
107765,225,249
128098,225,92
129794,225,102
80680,226,66
80681,226,72
80682,226,92
80683,226,102
80684,226,135
80685,226,183
80687,226,211
80688,226,418
118973,226,404
79180,227,22
79184,228,22
79185,228,92
79188,229,23
79189,229,93
79190,229,102
114178,229,14
79193,230,23
79194,230,93
79195,230,102
79199,231,23
79200,231,93
79201,231,102
80485,232,22
80509,234,23
80510,234,102
80513,235,22
80514,235,93
80515,235,102
80517,236,22
80518,236,93
80519,236,102
80522,237,23
80523,237,93
80524,237,102
80527,238,93
80528,238,102
80531,239,42
80532,239,93
80533,239,102
80537,240,22
80538,240,93
80539,240,99
80540,240,102
80541,240,102
120199,240,74
80542,241,22
80543,241,102
80544,241,102
80545,241,119
80547,242,23
80548,242,102
55667,243,4
55668,243,22
55669,243,177
113908,243,14
13506,244,92
13508,244,210
13509,244,232
109097,244,290
119683,244,74
128348,244,96
55671,245,4
55673,245,22
55676,246,4
55677,246,22
55678,246,177
84376,248,102
84377,248,177
122837,248,177
55683,249,102
55685,249,290
55688,250,201
112684,254,218
125036,254,201
55699,255,200
55700,255,212
55701,255,226
119459,255,631
73151,256,102
73152,256,102
73153,256,102
129456,256,102
55703,257,200
55704,257,212
55705,257,226
119460,257,631
98373,258,119
98375,258,789
112628,258,226
119566,258,631
120101,259,74
55708,260,99
55709,260,102
55710,260,133
55711,260,177
55715,262,54
120102,262,74
55719,263,102
55720,263,142
72402,264,211
55723,265,22
55724,265,102
123321,266,770
124014,266,200
131366,266,774
8368,267,52
8369,267,85
8370,267,212
113097,267,14
128329,267,96
55726,268,125
123322,268,770
124015,268,200
131367,268,774
123323,269,770
124016,269,200
117058,270,54
37905,271,7
37907,271,22
37908,271,85
37909,271,177
37910,271,273
55729,272,54
55730,273,7
59547,274,22
59548,274,92
59549,274,102
59550,274,124
59551,274,210
59552,274,211
108694,274,433
118739,274,404
55733,275,7
55736,276,22
55737,276,226
55739,277,22
37357,278,119
37358,278,211
109695,278,770
55742,279,22
55744,279,201
55745,279,290
55747,280,22
55749,280,290
8097,281,88
8098,281,102
8099,281,290
105897,281,142
55751,282,22
119461,282,631
202,284,42
707,284,125
75133,284,119
75136,284,471
115776,284,471
55754,285,22
55756,286,22
55758,287,2
55759,287,599
131368,287,774
46540,288,102
46541,288,102
46542,288,177
112149,288,251
55760,289,2
55761,289,774
55762,289,599
55763,290,4
55765,290,102
113909,290,14
387,291,86
534,291,93
872,291,142
1010,291,177
39661,291,22
39663,291,81
39664,291,89
39665,291,99
39666,291,102
39667,291,102
39668,291,102
39670,291,133
39672,291,149
39674,291,162
39676,291,178
39677,291,149
39684,291,325
39685,291,325
39688,291,133
39716,291,76
92274,291,325
92276,291,185
105495,291,99
106431,291,142
110071,291,780
110969,291,133
111554,291,7
121954,291,177
125730,291,81
125731,291,81
128884,291,102
55767,292,4
55769,292,102
55770,293,4
55774,294,133
113910,294,14
5024,295,290
5036,295,23
5037,295,124
5038,295,211
5039,295,142
5048,295,5
109881,295,780
116043,295,42
119619,295,74
123310,295,770
123482,295,200
55777,296,22
55778,296,102
55779,296,290
55780,296,133
113911,296,14
55782,297,22
55783,297,133
55784,297,290
55786,298,163
11602,299,23
11603,299,92
11605,299,125
11607,299,201
11608,299,210
109086,299,290
115075,299,31
115595,299,471
117789,299,404
128336,299,96
55789,300,163
55792,301,163
55795,301,290
110513,301,163
55796,302,22
55797,302,23
55798,302,102
55801,303,22
120103,303,74
55804,304,22
10216,305,23
10218,305,94
10219,305,144
10220,305,210
10221,305,290
109409,305,770
109956,305,780
55807,306,22
55809,306,97
55811,307,22
55812,307,119
73627,308,8
73628,308,111
73629,308,177
73630,308,404
118925,308,404
55814,309,22
55815,309,119
55817,310,649
55818,310,311
78182,311,22
78183,311,61
78184,311,50
78185,311,185
78186,311,325
78188,311,201
78189,311,50
78190,311,690
112857,311,213
55821,312,649
55822,312,311
125998,312,81
55823,313,210
55824,313,273
55825,313,649
46545,314,102
46546,314,102
46547,314,404
128673,314,96
55827,315,210
55828,315,273
55829,315,649
55830,316,210
55831,316,273
55832,316,649
55834,317,94
55835,317,210
25724,318,102
55837,319,94
55838,319,210
55840,320,94
55841,320,210
55842,320,201
55843,321,22
55844,321,273
23569,322,177
55846,323,54
55847,323,273
55848,324,54
111075,324,2
882,325,142
8988,325,14
8989,325,127
8991,325,774
8992,325,229
114237,325,14
120822,325,167
132060,325,127
23049,326,22
23050,326,97
106219,326,142
27300,327,22
27301,327,23
27302,327,142
27303,327,325
123696,327,200
132396,327,779
133829,327,638
74506,328,177
74507,328,211
106983,328,142
122551,328,177
65207,329,92
65208,329,142
106765,329,142
114033,329,14
126218,329,81
126219,329,81
73052,330,22
73053,330,23
73055,330,556
105408,330,556
132854,330,779
104585,331,41
72785,331,22
72786,331,41
104593,332,41
78203,332,4
78204,332,41
78205,332,22
78206,332,50
78207,332,178
78208,332,365
112858,332,213
67485,333,14
67486,333,22
67487,333,81
67488,333,185
67493,333,457
67494,333,556
67495,333,789
67498,333,160
35554,334,2
35555,334,14
35556,334,41
35557,334,22
35560,334,208
856,335,142
30358,335,14
30360,335,185
30363,335,325
106325,335,142
104559,336,41
58258,336,14
58259,336,22
58260,336,61
58261,336,142
58262,336,185
58264,336,208
24924,337,135
24925,337,178
24926,337,183
110286,337,163
71383,338,23
71384,338,177
71385,338,61
122439,338,177
46587,339,233
46631,339,27
46632,339,88
46633,339,383
442,340,92
16267,340,22
16268,340,383
106038,340,142
108318,340,433
113210,340,14
117950,340,404
17243,341,22
17244,341,102
17245,341,125
104072,341,92
104073,341,102
119726,341,74
128101,341,92
80689,342,66
80690,342,92
80691,342,211
25684,343,185
25685,343,183
25686,343,201
118332,343,404
26487,344,181
31008,345,102
31009,345,177
31010,345,181
31530,345,89
121662,345,177
48382,346,22
48383,346,99
48384,346,102
48385,346,177
13960,347,22
13962,347,135
13963,347,185
13964,347,383
103882,347,142
103883,347,142
103884,347,167
105992,347,142
121313,347,167
62983,348,46
62985,348,639
119474,348,631
131295,348,639
516,349,93
1337,349,61
55909,349,53
127607,349,92
59457,350,624
65615,351,102
129171,351,102
69083,352,93
69084,352,102
129291,352,102
108019,353,447
129112,353,102
70133,354,102
70134,354,102
70135,354,249
107903,354,249
129336,354,102
1135,355,210
58273,355,4
58274,355,22
58275,355,61
58276,355,54
58277,355,185
58278,355,345
58280,355,201
58284,356,4
58285,356,22
58286,356,61
58287,356,54
58288,356,102
58289,356,185
58291,356,124
58292,356,211
58293,356,345
108196,356,433
17601,357,23
17602,357,135
17603,357,383
17604,357,383
17605,357,239
106052,357,142
292,358,81
56204,358,55
110648,358,544
126003,358,81
73154,359,102
73155,359,102
73156,359,102
73157,359,183
73158,359,251
129457,359,102
73159,360,93
73160,360,102
73161,360,102
73162,360,102
73163,360,149
129458,360,102
31011,361,102
31012,361,177
31013,361,181
31541,361,89
18282,362,22
18283,362,27
18284,362,87
63153,363,23
63154,363,124
64679,364,22
64680,364,61
64681,364,146
66440,365,93
108069,365,447
129212,365,102
48386,366,89
48387,366,99
48388,366,102
321,367,81
480,367,93
1357,367,61
52555,367,53
100801,367,201
100802,367,249
107876,367,249
112304,367,244
120430,367,149
125353,367,201
125981,367,81
127509,367,92
99957,368,201
99958,368,404
117393,368,404
126730,368,92
131004,368,411
99960,369,23
99961,369,92
117394,369,404
126731,369,92
104735,370,10
1543,370,22
1544,370,135
99963,370,185
117395,370,404
12753,371,7
12754,371,23
12755,371,185
98952,371,92
98953,371,142
98954,371,411
105962,371,142
111707,371,7
127061,371,92
130980,371,411
13965,372,23
13967,372,185
66443,373,93
108070,373,447
127718,373,92
68691,374,61
68692,374,92
68693,374,102
68694,374,556
124045,374,200
127731,374,92
62721,375,22
62723,375,201
125061,375,201
104478,376,41
1076,376,226
35565,376,4
35566,376,14
35567,376,41
35568,376,22
35569,376,61
35570,376,54
35571,376,183
35572,376,212
35576,376,185
35578,376,54
21753,377,2
21754,377,774
90893,377,117
90894,377,404
119796,377,74
131379,377,774
54478,378,27
54479,378,81
54480,378,325
54481,378,649
114796,378,27
42859,379,23
42861,379,81
42862,379,97
42864,379,142
42866,379,365
42875,380,14
42876,380,31
42877,380,74
42878,380,117
42879,380,200
120037,380,74
124003,380,200
42882,381,7
42884,381,273
42886,381,239
42887,381,273
111565,381,7
132774,381,779
132775,381,779
42889,382,22
42891,382,70
42892,382,99
42893,382,162
42894,382,273
105508,382,99
110078,382,780
42899,383,22
42900,383,23
42901,383,273
42902,383,97
42903,383,99
42904,383,102
42906,383,177
42908,383,239
42909,383,273
128930,383,102
42912,384,94
42913,384,97
42914,384,99
42915,384,142
42917,384,162
42919,384,177
42921,384,239
105509,384,99
106554,384,142
110079,384,780
122005,384,177
42922,385,11
42923,385,22
42924,385,23
42925,385,92
42926,385,94
42927,385,142
42929,385,239
42930,385,789
42931,385,273
42932,385,201
106555,385,142
111983,385,789
124878,385,201
105040,386,208
42935,386,14
42936,386,22
42937,386,208
42938,386,142
42940,386,164
42941,386,164
113703,386,14
113704,386,14
120610,386,164
42942,388,22
42943,388,97
42944,388,117
42946,388,164
42947,388,177
42950,388,239
42952,388,774
106556,388,142
122006,388,177
133670,388,448
1090,389,325
42953,389,14
42954,389,22
42956,389,81
42957,389,112
42958,389,117
42959,389,119
42961,389,164
42963,389,18
42964,389,164
120611,389,164
42965,390,23
42966,390,119
42968,390,244
42969,390,325
42970,390,201
112252,390,244
119579,390,74
124879,390,201
42975,391,244
42976,391,201
42977,391,404
112253,391,244
118588,391,404
124880,391,201
970,392,164
42979,392,14
42980,392,22
42981,392,38
42982,392,89
42983,392,117
42984,392,142
42986,392,325
42988,392,164
106557,392,142
113705,392,14
113706,392,14
115992,392,38
119584,392,74
120503,392,164
42992,393,22
42997,393,170
42999,393,273
43000,393,287
1222,394,239
43002,394,102
43003,394,142
106558,394,142
133671,394,448
253,395,66
761,395,135
1220,395,239
43382,395,135
43384,395,183
45419,396,177
45421,396,251
122028,396,177
66445,397,93
