id,artwork_id,artwork_symbol_id
129946,5575,109
106588,5576,142
113744,5576,14
45323,5576,22
45324,5576,54
107272,5577,142
97292,5577,142
97293,5577,200
97295,5577,638
133011,5577,779
134035,5577,638
107024,5578,142
74726,5578,61
105424,5579,556
73396,5579,556
132882,5579,779
112894,5580,213
78817,5580,185
78818,5580,185
77475,5581,208
77476,5581,81
77478,5581,360
132953,5581,779
133955,5581,638
133720,5582,448
54554,5583,273
54556,5583,177
54557,5583,325
43168,5584,22
105511,5585,99
576,5585,102
1055,5585,177
43171,5585,218
43172,5585,99
43173,5585,113
43175,5585,325
43176,5585,239
43177,5585,12
43178,5585,12
43179,5585,113
122009,5585,177
130133,5585,113
134174,5585,12
106570,5586,142
1032,5586,177
1242,5586,239
43180,5586,142
43182,5586,325
122010,5586,177
1042,5587,177
1223,5587,239
43189,5587,50
43190,5587,102
43191,5587,112
43193,5587,325
43195,5587,201
122011,5587,177
124886,5587,201
1066,5588,183
1226,5588,239
43197,5588,142
44506,5589,81
44507,5589,97
44509,5589,142
125841,5589,81
125842,5589,81
44516,5590,94
44517,5590,102
44520,5590,325
44522,5590,299
44523,5590,201
124901,5590,201
44525,5591,22
44526,5591,23
44527,5591,94
44528,5591,117
44530,5591,239
111570,5592,7
44535,5592,7
44536,5592,22
44537,5592,89
44538,5592,92
44539,5592,94
44541,5592,124
44542,5592,239
44543,5592,273
44544,5592,201
44545,5592,404
118606,5592,404
124902,5592,201
44550,5593,94
44552,5593,183
44554,5593,201
124903,5593,201
44557,5594,89
44558,5594,94
44560,5594,177
44561,5594,325
122018,5594,177
109013,5595,239
112591,5595,226
112592,5595,226
112786,5595,218
54796,5595,117
54798,5595,325
54799,5595,226
99382,5595,239
99385,5595,706
124493,5595,200
131569,5595,706
81236,5596,92
60313,5597,22
60314,5597,92
60315,5597,239
28793,5598,125
116146,5598,42
27751,5599,22
27752,5599,83
27754,5600,61
27755,5600,83
109898,5601,780
9056,5601,14
9057,5601,22
109899,5602,780
116049,5602,42
9063,5602,14
9064,5602,18
9068,5602,325
109900,5603,780
9071,5603,14
9072,5603,18
9073,5603,22
117718,5603,404
109901,5604,780
9077,5604,14
109902,5605,780
9081,5605,18
9082,5605,22
117719,5605,404
109584,5606,770
109993,5606,780
14608,5606,102
14609,5606,149
14611,5606,244
109512,5607,770
13295,5607,22
13296,5607,208
13297,5607,92
13298,5607,102
13300,5607,142
13301,5607,144
13302,5607,46
13303,5607,214
119681,5607,74
46618,5608,167
109414,5609,770
109961,5609,780
10298,5609,94
10299,5609,210
47798,5610,4
47799,5610,54
47800,5610,133
47802,5610,290
112079,5611,260
18973,5611,12
18974,5611,118
18975,5611,247
18976,5611,201
85202,5611,54
85203,5611,81
85204,5611,125
125621,5611,81
108855,5612,433
96219,5612,124
96220,5612,183
96221,5612,124
96222,5612,201
123376,5612,124
63083,5613,46
63085,5613,639
119500,5613,631
119501,5613,631
107985,5614,447
64616,5614,102
129078,5614,102
88051,5615,200
124263,5615,200
34650,5616,22
34652,5616,208
34653,5616,210
36554,5617,23
36555,5617,54
36556,5617,246
36557,5617,201
118507,5617,404
24148,5618,23
24149,5618,92
24150,5618,183
118208,5618,404
44472,5619,23
44473,5619,41
44474,5619,102
120041,5619,74
110210,5620,163
113153,5620,14
12251,5620,4
12252,5620,20
12253,5620,22
12254,5620,92
12255,5620,185
12256,5620,325
12257,5620,201
127027,5620,92
114349,5621,14
47912,5621,181
96215,5621,14
96216,5621,52
96217,5621,53
96218,5621,599
117325,5621,390
131339,5621,639
131389,5621,774
105238,5622,208
108868,5622,433
109128,5622,290
3458,5622,26
3459,5622,123
3460,5622,183
3461,5622,124
3462,5622,211
3464,5622,273
3465,5622,290
3466,5622,211
99219,5622,22
99220,5622,23
99221,5622,142
99222,5622,201
99224,5622,411
99225,5622,433
99227,5622,50
119308,5622,404
127943,5622,92
130990,5622,411
131939,5622,123
108559,5623,433
28708,5623,22
28709,5623,370
28710,5623,144
28711,5623,144
28712,5623,211
28713,5623,185
128530,5623,96
81402,5624,23
81404,5624,117
131918,5624,123
104916,5625,208
13918,5625,23
13919,5625,26
13920,5625,135
13921,5625,124
13922,5625,211
13924,5625,247
117861,5625,404
113454,5626,14
28554,5626,14
28555,5626,85
28556,5626,102
28557,5626,117
28558,5627,177
28559,5627,193
132435,5627,779
109288,5628,193
37737,5628,54
37738,5628,97
37739,5628,102
37741,5628,177
37743,5628,193
37745,5628,319
102703,5628,123
102704,5628,123
116847,5628,54
120374,5628,319
122964,5628,177
128822,5628,102
133371,5628,448
53341,5629,80
53342,5629,81
90428,5629,4
125989,5629,81
125990,5629,81
107861,5630,249
49122,5630,93
49123,5630,102
49124,5630,133
42029,5631,411
90429,5631,4
90431,5631,23
90432,5631,80
90433,5631,185
90434,5631,185
90435,5631,201
90438,5631,142
90440,5631,185
125800,5631,81
23599,5632,177
30640,5633,123
30641,5633,117
121657,5633,177
133242,5633,448
133243,5633,448
37746,5634,102
37747,5634,177
37749,5634,193
37751,5634,319
116848,5634,54
122965,5634,177
128823,5634,102
133372,5634,448
53348,5635,23
53349,5635,92
53351,5635,325
53352,5635,404
90441,5635,201
118682,5635,404
127562,5635,92
83607,5636,102
83608,5636,177
83609,5636,177
122758,5636,177
83983,5637,177
83984,5637,12
134280,5637,12
86506,5638,23
86507,5638,102
86508,5638,177
86509,5638,360
83987,5639,411
83988,5639,177
109289,5640,193
115013,5640,27
37752,5640,61
37753,5640,97
37754,5640,102
37755,5640,177
37757,5640,193
37759,5640,319
102707,5640,27
102708,5640,123
102709,5640,123
120375,5640,319
128824,5640,102
133373,5640,448
96223,5641,125
96224,5641,144
96225,5641,174
96226,5641,294
133080,5641,144
44475,5642,23
44476,5642,41
9247,5643,22
9248,5643,210
3632,5644,52
3634,5644,212
3635,5644,218
107301,5645,142
18388,5645,23
18389,5645,211
18390,5645,211
99068,5645,26
99069,5645,142
99070,5645,185
99071,5645,383
133,5646,26
405,5646,88
83006,5646,135
69319,5647,14
69320,5647,22
69321,5647,61
69322,5647,42
69323,5647,135
69326,5647,185
69328,5647,81
69330,5647,160
69332,5647,664
69333,5647,665
69334,5647,185
133902,5647,638
815,5648,142
70630,5648,22
70631,5648,305
110549,5649,163
9465,5649,20
9466,5649,23
9467,5649,26
9469,5649,201
9470,5649,210
117725,5649,404
50326,5650,102
50327,5650,211
50329,5650,273
50330,5650,404
87640,5650,4
87641,5650,211
87642,5650,649
87643,5650,649
109688,5651,770
30642,5651,18
30643,5651,102
30644,5651,649
112110,5652,260
50339,5652,201
96571,5652,28
96572,5652,125
96573,5652,181
115717,5653,471
30645,5653,18
30646,5653,42
30647,5653,125
108674,5654,433
52660,5654,23
52661,5654,94
52662,5654,211
52665,5654,163
52666,5654,325
52667,5654,124
52668,5654,210
52669,5654,210
52670,5654,239
52672,5654,18
52673,5654,201
52675,5654,433
89357,5654,4
89358,5654,185
89359,5654,185
89364,5654,185
108856,5655,433
96578,5655,66
96579,5655,83
96580,5655,102
96581,5655,111
96582,5655,124
96583,5655,210
96584,5655,201
96585,5655,433
117339,5655,66
130065,5655,111
52687,5656,211
52690,5656,325
52692,5656,18
89367,5656,211
89368,5656,185
89369,5656,185
89374,5656,185
108762,5657,433
111656,5657,7
81237,5657,23
81238,5657,92
81241,5657,160
81242,5657,124
81243,5657,789
81244,5657,273
81245,5657,654
119015,5657,404
115575,5658,471
6252,5658,4
6255,5658,113
6256,5658,116
6257,5658,125
6258,5658,12
6259,5658,144
6260,5658,144
6261,5658,185
6262,5658,325
6263,5658,201
6266,5658,247
6267,5658,325
117606,5658,404
128316,5658,96
128317,5658,96
130205,5658,113
109195,5659,404
34658,5659,404
118473,5659,404
128736,5659,102
130367,5659,113
132494,5659,779
83989,5660,12
83991,5660,177
134281,5660,12
24971,5661,22
24973,5661,177
109088,5662,290
11671,5662,22
11672,5662,92
11673,5662,94
11675,5662,210
11676,5662,211
11677,5662,325
115077,5663,31
11686,5663,92
11687,5663,370
11689,5663,18
83995,5664,233
83996,5664,177
125514,5664,206
114189,5665,14
83992,5665,14
131275,5665,212
108348,5666,433
807,5666,142
17009,5666,111
17010,5666,211
17013,5666,193
17014,5666,211
128413,5666,96
133189,5666,448
108349,5667,433
17018,5667,111
17019,5667,124
17020,5667,211
17021,5667,142
17024,5667,193
17025,5667,200
17026,5667,211
17027,5667,251
17028,5667,360
128414,5667,96
133190,5667,448
1371,5668,599
17393,5668,22
17394,5668,97
952,5669,160
68848,5670,23
68849,5670,135
24152,5671,135
24153,5671,185
49327,5672,22
49328,5672,99
49329,5672,102
107986,5673,447
64620,5673,93
129079,5673,102
112851,5674,213
113752,5674,14
45490,5674,183
45491,5674,260
120624,5674,164
130855,5674,411
107763,5675,249
108321,5675,433
109835,5675,704
110246,5675,163
111945,5675,789
112405,5675,235
16444,5675,99
16445,5675,102
16446,5675,113
16447,5675,144
16448,5675,235
16449,5675,294
16450,5675,273
121600,5675,177
108301,5676,433
374,5676,86
596,5676,102
657,5676,111
1156,5676,211
15039,5676,87
15040,5676,113
15041,5676,211
123615,5676,200
126423,5676,86
109815,5677,704
16451,5677,23
16452,5677,102
16453,5677,102
16454,5677,144
16455,5677,325
16456,5677,251
16457,5677,290
16458,5677,649
128401,5677,96
130276,5677,113
113004,5678,14
27579,5678,22
27580,5678,23
130329,5678,113
113006,5679,14
119443,5679,631
109814,5680,704
22624,5680,2
22625,5680,74
22627,5680,116
22628,5680,12
22629,5680,144
22631,5680,185
118168,5680,404
119832,5680,74
130295,5680,113
106194,5681,142
107796,5681,249
108477,5681,433
110278,5681,163
22252,5681,20
22253,5681,77
22254,5681,81
22255,5681,88
22256,5681,93
22257,5681,102
22258,5681,119
22259,5681,124
22261,5681,160
22263,5681,185
22264,5681,210
22265,5681,211
22266,5681,360
22268,5681,290
118160,5681,404
128469,5681,96
128470,5681,96
25119,5682,119
25120,5682,774
25121,5682,178
25122,5682,229
118269,5682,404
109813,5683,704
22632,5683,109
22633,5683,116
22634,5683,144
22635,5683,177
22636,5683,247
22637,5683,770
130296,5683,113
1261,5684,247
26073,5684,23
26074,5684,102
26075,5684,124
26076,5684,177
26077,5684,183
26078,5684,325
26080,5684,294
26081,5684,185
119854,5684,74
128481,5684,96
128482,5684,96
1262,5685,247
26082,5685,2
26083,5685,74
26084,5685,102
26085,5685,124
26086,5685,144
26087,5685,177
26088,5685,183
26089,5685,770
26090,5685,294
26091,5685,185
118369,5685,404
119855,5685,74
128483,5685,96
128484,5685,96
130303,5685,113
1263,5686,247
26092,5686,74
26093,5686,102
26094,5686,124
26095,5686,325
26096,5686,770
118370,5686,404
119856,5686,74
130304,5686,113
108532,5687,433
26097,5687,23
26099,5687,102
26100,5687,124
26101,5687,12
26102,5687,142
26103,5687,325
26104,5687,211
26105,5687,770
26106,5687,294
118371,5687,404
121624,5687,177
130305,5687,113
107799,5688,249
108533,5688,433
109849,5688,704
114642,5688,18
26107,5688,109
26108,5688,93
26109,5688,102
26110,5688,124
26111,5688,126
26112,5688,370
26113,5688,12
26114,5688,144
26115,5688,249
26116,5688,770
26117,5688,185
26118,5688,345
118372,5688,404
128485,5688,96
128486,5688,96
130306,5688,113
133208,5688,448
24817,5689,119
24818,5689,127
24819,5689,178
24820,5689,183
24821,5689,210
24822,5689,229
107801,5690,249
110290,5690,163
114643,5690,18
26504,5690,17
26505,5690,102
26506,5690,124
26507,5690,126
26508,5690,12
26509,5690,144
26510,5690,325
26511,5690,770
26512,5690,294
26513,5690,185
26514,5690,201
118392,5690,404
128487,5690,96
128488,5690,96
130307,5690,113
107802,5691,249
110291,5691,163
26516,5691,17
26517,5691,102
26518,5691,124
26519,5691,144
26520,5691,770
26521,5691,294
26522,5691,18
118393,5691,404
128489,5691,96
128490,5691,96
130308,5691,113
114644,5692,18
26526,5692,17
26527,5692,109
26528,5692,124
26529,5692,12
26530,5692,144
26531,5692,325
26532,5692,185
26533,5692,290
118394,5692,404
128491,5692,96
128492,5692,96
130309,5692,113
107803,5693,249
108534,5693,433
114645,5693,18
26534,5693,17
26536,5693,124
26537,5693,12
26538,5693,144
26539,5693,183
26540,5693,325
26541,5693,211
26542,5693,251
26543,5693,770
26544,5693,789
26545,5693,185
118395,5693,404
128493,5693,96
128494,5693,96
130310,5693,113
51787,5694,26
51788,5694,92
51790,5694,239
108535,5695,433
114646,5695,18
26546,5695,17
26547,5695,102
26548,5695,124
26549,5695,144
26550,5695,325
26551,5695,211
26552,5695,770
118396,5695,404
128495,5695,96
128496,5695,96
130311,5695,113
108536,5696,433
109850,5696,704
114647,5696,18
26553,5696,17
26554,5696,44
26555,5696,12
26556,5696,144
26557,5696,211
26558,5696,770
26559,5696,294
26560,5696,185
118397,5696,404
128497,5696,96
128498,5696,96
130312,5696,113
107804,5697,249
114648,5697,18
26561,5697,17
26562,5697,102
26563,5697,124
26564,5697,144
26565,5697,183
26566,5697,251
26567,5697,294
26568,5697,185
118398,5697,404
128499,5697,96
128500,5697,96
783,5698,142
31462,5698,22
31463,5698,208
31464,5698,102
31465,5698,370
31466,5698,185
31467,5698,246
31468,5699,102
31469,5699,185
31470,5699,246
31471,5700,102
31472,5700,185
31473,5700,246
109541,5701,770
13601,5701,92
13602,5701,125
13603,5701,210
108608,5702,433
219,5702,46
712,5702,125
752,5702,211
978,5702,168
34701,5702,22
34702,5702,102
34703,5702,774
34704,5702,211
34705,5702,244
34706,5702,262
123932,5702,200
128607,5702,96
108609,5703,433
211,5703,46
701,5703,125
754,5703,211
981,5703,168
34712,5703,23
34713,5703,102
34714,5703,774
34715,5703,325
34716,5703,244
34717,5703,262
34718,5703,268
108610,5704,433
210,5704,46
702,5704,125
756,5704,211
979,5704,168
34725,5704,23
34726,5704,102
34727,5704,774
34728,5704,244
34729,5704,262
34730,5704,268
123933,5704,200
108611,5705,433
207,5705,46
732,5705,125
753,5705,211
980,5705,168
34738,5705,102
34739,5705,774
34740,5705,244
34741,5705,268
128608,5705,96
108712,5706,433
73280,5706,102
73281,5706,102
73282,5706,102
73283,5706,433
129485,5706,102
108857,5707,433
96587,5707,111
96588,5707,185
96590,5707,433
130066,5707,111
27757,5708,125
39189,5709,42
39191,5709,61
39192,5709,102
39193,5709,177
39194,5709,193
128873,5709,102
32937,5710,2
32938,5710,23
32939,5710,26
32940,5710,142
32941,5710,774
32943,5710,262
128585,5710,96
32944,5711,14
32945,5711,23
32946,5711,135
32948,5711,166
32949,5711,193
32950,5711,229
32951,5711,164
120592,5711,164
133262,5711,448
32952,5712,23
32953,5712,135
32955,5712,22
32956,5712,211
128586,5712,96
133263,5712,448
32957,5713,20
32958,5713,22
32959,5713,23
32960,5713,66
32961,5713,135
32962,5713,125
32963,5713,774
32964,5713,177
32965,5713,124
32967,5713,164
128587,5713,96
107835,5714,249
32969,5714,37
32970,5714,77
32971,5714,81
32972,5714,93
32973,5714,102
32974,5714,112
32975,5714,135
32976,5714,119
32983,5714,206
32984,5714,780
32986,5714,319
111969,5715,789
32987,5715,22
32988,5715,23
32989,5715,26
32990,5715,102
32991,5715,135
32993,5715,239
32994,5715,12
128588,5715,96
130354,5715,113
130724,5715,411
32995,5716,22
32996,5716,23
32997,5716,28
32998,5716,92
32999,5716,135
33000,5716,125
33001,5716,251
128589,5716,96
130355,5716,113
110317,5717,163
110550,5717,163
33002,5717,20
33003,5717,22
33004,5717,23
33005,5717,67
33006,5717,135
33007,5717,125
33008,5717,144
116504,5717,311
123926,5717,200
128590,5717,96
33010,5718,2
33011,5718,22
33012,5718,23
33013,5718,135
33015,5718,166
128591,5718,96
33016,5719,22
33017,5719,23
33018,5719,135
33019,5719,383
33020,5719,260
116505,5719,311
128592,5719,96
130725,5719,411
33021,5720,23
33022,5720,135
33023,5720,119
33024,5720,123
33025,5720,126
33026,5720,774
33027,5720,166
33028,5720,325
33030,5720,210
33031,5720,230
33033,5720,164
120593,5720,164
128593,5720,96
115144,5721,31
33034,5721,2
33036,5721,92
33037,5721,125
33038,5721,135
33039,5721,166
33040,5721,210
33041,5721,251
33042,5721,208
130356,5721,113
131485,5721,706
33043,5722,23
33044,5722,87
33045,5722,92
33046,5722,135
130726,5722,411
33048,5723,23
33049,5723,93
33050,5723,135
33051,5723,135
33052,5723,166
33053,5723,183
33054,5723,251
119931,5723,74
115145,5724,31
33056,5724,53
33057,5724,92
33058,5724,94
33060,5724,183
33062,5724,383
33063,5724,239
33069,5725,8
33071,5725,66
33072,5725,67
33073,5725,92
33074,5725,111
33075,5725,135
33077,5725,177
33078,5725,193
123927,5725,200
33079,5726,22
33080,5726,26
33081,5726,44
33082,5726,92
33083,5726,93
33084,5726,135
33086,5726,61
33087,5727,1
33088,5727,26
33089,5727,88
33090,5727,92
33091,5727,94
33092,5727,135
33093,5727,370
33094,5727,210
33095,5727,383
33101,5728,20
33102,5728,88
33103,5728,92
33104,5728,135
33105,5728,181
33106,5728,183
33107,5728,210
33108,5728,239
128594,5728,96
33109,5729,8
33110,5729,22
33111,5729,23
33112,5729,26
33113,5729,67
33114,5729,87
33115,5729,92
33116,5729,166
33117,5729,210
128595,5729,96
130727,5729,411
133264,5729,448
9732,5730,92
9733,5730,102
109378,5731,770
9751,5731,88
9752,5731,92
9753,5731,210
33118,5732,8
33119,5732,20
33120,5732,22
33121,5732,27
33122,5732,88
33123,5732,92
33124,5732,99
33125,5732,181
33126,5732,183
33127,5732,210
128596,5732,96
44613,5733,26
44614,5733,54
44615,5733,92
44616,5733,102
44617,5733,183
44618,5733,193
33159,5734,111
33160,5734,135
33161,5734,124
33163,5734,185
123929,5734,200
133265,5734,448
33165,5735,12
33166,5735,102
33167,5735,111
113552,5736,14
33169,5736,66
33170,5736,111
33171,5736,124
33172,5736,193
33173,5736,360
33174,5736,262
131486,5736,706
108602,5737,433
33175,5737,2
33176,5737,102
33177,5737,124
33178,5737,774
33179,5737,124
33180,5737,211
108603,5738,433
33181,5738,23
33182,5738,26
33183,5738,102
33184,5738,211
33185,5738,262
33187,5739,12
33188,5739,22
33189,5739,23
33190,5739,26
33191,5739,92
33192,5739,102
33193,5739,262
33194,5739,185
33195,5740,2
33196,5740,23
33197,5740,26
33198,5740,774
33199,5740,262
33200,5741,14
33201,5741,23
33202,5741,26
33203,5741,124
33204,5741,229
33206,5741,365
33207,5742,8
33208,5742,23
33209,5742,127
33210,5742,370
33211,5742,211
33213,5742,247
33214,5742,251
33215,5742,273
33216,5743,23
33217,5743,87
33218,5743,202
107836,5744,249
33220,5744,20
33221,5744,23
33222,5744,66
33223,5744,93
33224,5744,102
33226,5744,177
33227,5744,124
33228,5744,780
33229,5744,61
33232,5745,124
33233,5745,185
33234,5745,324
133860,5745,638
33235,5746,185
33236,5746,229
33237,5746,294
33238,5747,208
33240,5747,185
33243,5747,185
33244,5748,22
33245,5748,86
33246,5748,102
33248,5748,260
33249,5749,28
33250,5749,127
33251,5749,251
33252,5750,28
33253,5750,119
33254,5750,124
33255,5750,177
33256,5750,181
33257,5750,211
33258,5750,247
33259,5750,251
33260,5750,262
110319,5751,163
110551,5751,163
33261,5751,22
33262,5751,109
33263,5751,144
33265,5751,185
33266,5751,294
33267,5752,26
33268,5752,66
33269,5752,135
33271,5752,211
33272,5752,262
33273,5752,61
33274,5753,23
33275,5753,102
33276,5753,111
33277,5753,160
33278,5754,2
33279,5754,23
33282,5755,383
33283,5755,260
33284,5755,164
120594,5755,164
33285,5756,26
33286,5756,66
33287,5756,91
33288,5756,92
33289,5756,102
33290,5756,260
33291,5756,185
33292,5757,16
33293,5757,230
33294,5757,18
33295,5757,160
33296,5758,2
33297,5758,135
33298,5758,185
131487,5758,706
115146,5759,31
33299,5759,22
33300,5759,135
33302,5759,185
33303,5759,183
33304,5759,210
115147,5760,31
33306,5760,22
33307,5760,31
33309,5761,20
33310,5761,66
33311,5761,92
33312,5761,102
33313,5761,185
109690,5762,770
33314,5762,22
33315,5762,92
33316,5762,102
33317,5762,185
33318,5762,211
111970,5763,789
33319,5763,26
33320,5763,66
33321,5763,92
33322,5763,142
33324,5763,185
133266,5763,448
33506,5764,1
33507,5764,20
33508,5764,23
33509,5764,88
33510,5764,92
33511,5764,124
33512,5764,181
33513,5764,210
33514,5764,247
33515,5764,185
128597,5764,96
33518,5765,1
33519,5765,23
33520,5765,27
33521,5765,46
33522,5765,88
33523,5765,92
33524,5765,102
125445,5765,457
18978,5766,23
18979,5766,27
18980,5766,46
18981,5766,124
18982,5766,262
18983,5766,287
108274,5767,433
12258,5767,23
12259,5767,135
12260,5767,124
12261,5767,185
12262,5767,102
12264,5767,160
12265,5767,124
12266,5767,201
12269,5767,244
12270,5767,185
105953,5768,142
12271,5768,26
12272,5768,102
12273,5768,185
12274,5768,201
12276,5768,290
12277,5768,185
117807,5768,404
127028,5768,92
12278,5769,23
12279,5769,87
12280,5769,135
12281,5769,211
104901,5770,208
110878,5770,370
12284,5770,1
12285,5770,3
12286,5770,22
12287,5770,23
12289,5770,88
12290,5770,135
12291,5770,124
12292,5770,370
12293,5770,185
12294,5770,427
12295,5770,124
12296,5770,325
12297,5770,201
12298,5770,247
12299,5770,185
123586,5770,200
12300,5771,1
12301,5771,23
12302,5771,135
12303,5771,124
12305,5771,46
12306,5771,88
12307,5771,185
12308,5771,201
108675,5772,433
52698,5772,211
52701,5772,177
52702,5772,18
52704,5772,433
89375,5772,211
89376,5772,185
33544,5773,125
33546,5773,260
33547,5773,311
33548,5773,18
33549,5773,201
33550,5774,23
33551,5774,116
33552,5774,118
33554,5774,144
33555,5774,232
33556,5774,260
33557,5774,8
33558,5774,185
130361,5774,113
80424,5775,22
80425,5775,81
80426,5775,117
80427,5775,211
80428,5775,177
80430,5775,201
125236,5775,201
126283,5775,81
126284,5775,81
110211,5776,163
116064,5776,42
12315,5776,56
12316,5776,66
12317,5776,92
12318,5776,124
12319,5776,160
12320,5776,185
12321,5776,124
12322,5776,325
12323,5776,201
12324,5776,61
12325,5776,8
117277,5776,56
123587,5776,200
125431,5776,457
127030,5776,92
115148,5777,31
33559,5777,2
33560,5777,9
33561,5777,23
33562,5777,61
33563,5777,92
33564,5777,124
33565,5777,325
33567,5777,239
33568,5777,290
110320,5778,163
110321,5778,163
110552,5778,163
33572,5778,23
33573,5778,92
33576,5778,185
33577,5778,325
33578,5778,294
33579,5778,68
33580,5779,23
33581,5779,27
33582,5779,61
33583,5779,135
33584,5779,124
33586,5779,185
33587,5779,193
33589,5780,23
33590,5780,92
33591,5780,102
33593,5780,193
33594,5780,325
133269,5780,448
33596,5781,23
33597,5781,46
33598,5781,92
33599,5781,142
33600,5781,167
33601,5781,177
33602,5781,325
33605,5782,23
33606,5782,102
33607,5782,325
33608,5782,239
131500,5782,706
33612,5783,23
33613,5783,208
33614,5783,92
33615,5783,144
33616,5783,177
33617,5783,325
33619,5783,12
130362,5783,113
110553,5784,163
33624,5784,2
33625,5784,23
33626,5784,92
33627,5784,177
109585,5785,770
113180,5785,14
14613,5785,22
14614,5785,210
112122,5786,251
6,5786,4
549,5786,305
1284,5786,251
13925,5786,135
13926,5786,144
13927,5786,177
13930,5786,235
13931,5786,360
121597,5786,177
123335,5786,124
107686,5787,15
108298,5787,433
110232,5787,163
14853,5787,27
14854,5787,56
14855,5787,66
14856,5787,74
14857,5787,92
14858,5787,211
14859,5787,183
14860,5787,230
14862,5787,360
117286,5787,56
119703,5787,74
128360,5787,96
133177,5787,448
116193,5788,42
30884,5788,111
30885,5788,125
30886,5788,181
30887,5788,210
30888,5788,246
30889,5788,360
117311,5788,56
109674,5789,770
116176,5789,42
29010,5789,74
29011,5789,210
119881,5789,74
116194,5790,42
30891,5790,111
30892,5790,125
30893,5790,174
30894,5790,181
30895,5790,211
30896,5790,360
30897,5790,294
117312,5790,56
61197,5791,74
61198,5791,92
61199,5791,111
120149,5791,74
127656,5791,92
130036,5791,111
54132,5792,23
54133,5792,102
54134,5792,325
37088,5793,61
37089,5793,177
37091,5793,193
37093,5793,201
121727,5793,177
107809,5794,249
115133,5794,31
29577,5794,81
29578,5794,102
29579,5794,112
29580,5794,125
29583,5794,170
29586,5794,144
29589,5794,780
29592,5794,324
29593,5794,12
128558,5794,96
130342,5794,113
37031,5795,61
37032,5795,193
115134,5796,31
29594,5796,2
29595,5796,9
29596,5796,22
29598,5796,102
29599,5796,119
29600,5796,370
29601,5796,144
29603,5796,178
29606,5796,210
29607,5796,211
29608,5796,294
119884,5796,74
128559,5796,96
130343,5796,113
42847,5797,22
42848,5797,102
42849,5797,102
42850,5797,239
116975,5797,54
107810,5798,249
115135,5798,31
29609,5798,26
29611,5798,81
29612,5798,102
29613,5798,111
29614,5798,119
29615,5798,126
29617,5798,370
29619,5798,181
29621,5798,210
29623,5798,232
29624,5798,247
29625,5798,294
119885,5798,74
128560,5798,96
108578,5799,433
111848,5799,182
29896,5799,3
29897,5799,12
29898,5799,88
29899,5799,124
29900,5799,127
29901,5799,176
29902,5799,183
29903,5799,211
29905,5799,232
29906,5799,251
29909,5799,290
17040,5800,46
17041,5800,46
17042,5800,102
17045,5800,193
17046,5800,360
17047,5800,185
133191,5800,448
30899,5801,23
30900,5801,46
30901,5801,102
30902,5801,124
30904,5801,124
37261,5802,14
37263,5802,61
37266,5802,193
37267,5802,200
37268,5802,201
123950,5802,200
124802,5802,201
111849,5803,182
115716,5803,471
29916,5803,4
29918,5803,185
27583,5804,61
27585,5804,193
27586,5804,260
133216,5804,448
104501,5806,41
45130,5806,61
45133,5806,185
45136,5806,418
45137,5806,365
45138,5806,54
45139,5806,54
105999,5807,142
108293,5807,433
14417,5807,7
14418,5807,23
14419,5807,92
14420,5807,102
14421,5807,135
14423,5807,177
14424,5807,185
14425,5807,325
14426,5807,201
14427,5807,210
14428,5807,211
14429,5807,383
14430,5807,268
14431,5807,305
128355,5807,96
134660,5807,365
108294,5808,433
14440,5808,7
14441,5808,23
14442,5808,102
14443,5808,124
14444,5808,211
14445,5808,177
14446,5808,325
14447,5808,201
14448,5808,210
14449,5808,211
14450,5808,251
14451,5808,262
14452,5808,268
128356,5808,96
112080,5809,260
18985,5809,174
85206,5809,638
119738,5809,74
35717,5810,4
35718,5810,200
123938,5810,200
399,5811,86
35719,5811,18
123939,5811,200
35720,5812,4
35721,5812,22
35722,5812,142
35727,5813,4
35728,5813,22
131507,5813,706
714,5814,125
35735,5814,4
35737,5814,208
5,5815,2
35745,5815,4
35746,5815,22
35747,5815,774
109857,5816,704
35751,5816,4
35752,5816,22
130370,5816,113
1049,5817,177
35755,5817,4
35756,5817,22
35757,5817,208
35758,5817,200
123940,5817,200
16,5818,9
35759,5818,2
35760,5818,4
35761,5818,22
123941,5818,200
109817,5819,704
1196,5819,235
35762,5819,4
35763,5819,22
35764,5819,109
35765,5820,4
35766,5820,22
35767,5820,61
35768,5820,325
35771,5820,18
120016,5820,74
1046,5821,177
35779,5821,4
35780,5821,14
35781,5821,22
123942,5821,200
738,5822,127
1189,5822,228
35807,5822,4
35808,5822,22
35809,5822,208
35810,5822,86
35811,5822,126
589,5823,102
1366,5823,273
35812,5823,4
35813,5823,23
35814,5823,218
110554,5824,163
1012,5824,177
35820,5824,4
35821,5824,22
35822,5824,208
35823,5824,102
400,5825,86
35824,5825,4
35825,5825,22
35826,5825,88
35827,5825,94
35828,5825,142
120600,5825,164
699,5826,124
1318,5826,260
35829,5826,4
35830,5826,23
112403,5827,235
1109,5827,124
35831,5827,4
35832,5827,23
35833,5827,44
35834,5827,124
35835,5827,325
910,5828,774
35837,5828,4
35838,5828,23
35839,5828,244
7,5829,4
35841,5829,23
35842,5829,208
35843,5829,325
35844,5829,290
117383,5829,404
35869,5830,2
35870,5830,4
35871,5830,22
35872,5830,92
35873,5830,142
35874,5830,325
15,5831,9
186,5831,31
999,5831,175
38552,5831,208
38553,5831,246
4,5832,2
77,5832,208
