id,Lugar,latitud,longitud,,
1676,"Colección Galería Lima (Lima, Perú)",-12.04570476,-77.03051898,,
1905,"Colección Garcia Wernher (Bogotá, Colombia)",4.59817914,-74.07601801,,
1747,"Colección Gerard y Catherine Priest (París, Francia)",48.85430741,2.346632332,,
1766,Colección Gonzalo Santa Cruz (Santiago),-33.43761142,-70.65047281,,
887,"Colección Guadalupe Sánchez-Drasdo de Solís (CdMx, México)",19.43272357,-99.1332305,,
989,"Colección Guillén (Lima, Perú)",-12.04570476,-77.03051898,,
460,"Colección Guillermo Berlanga (CdMx, México)",19.43272357,-99.1332305,,
908,"Colección Guillermo Boza Vega (Lima, Perú)",-12.04570476,-77.03051898,,
1107,"Colección Gustavo Adolfo Marrupe (Salta, Argentina)",-24.78898664,-65.41030972,,
1116,"Colección Hayes (Essex, Inglaterra)",51.73265189,0.465242746,,
1187,Colección Héctor Schenone (Buenos Aires),-34.60774838,-58.37243334,,
1194,Colección Hero (Bogotá),4.59817914,-74.07601801,,
1953,"Colección Humberto Lujan (Bogotá, Colombia)",4.59817914,-74.07601801,,
507,"Colección Instituto Naciona de Bellas Artes (INBAL, CdMx)",19.42533298,-99.14825383,,
839,"Colección Isaac Backal (CdMx, México)",19.43272357,-99.1332305,,
383,"Colección Isabel de Rivas (Caracas, Venezuela)",10.48974971,-66.88532084,,
1035,Colección Isabel Robalino (Ecuador),-0.2201103676,-78.51212139,,
1271,"Colección Iván Cruz (Quito, Ecuador)",-0.2201103676,-78.51212139,,
935,"Colección Jack Warner (Tuscaloosa, AL)",33.20930147,-87.56450788,,
1683,"Colección Jacques Fourcade (Caracas, Venezuela)",10.48974971,-66.88532084,,
659,"Colección James Methuen Campell (Corsham, Inglaterra)",51.4350039,-2.1823475,,
825,Colección Javier Prado (Lima),-12.04570476,-77.03051898,,
1746,"Colección Joaquín Gandarilla, Pontificia Universidad Católica (Santiago)",-33.44156515,-70.63999091,,
461,"Colección Joaquin Redo (CdMx, México)",19.43272357,-99.1332305,,
691,"Colección John and Cari Shurman (Miami, Estados Unidos)",25.77424156,-80.18653583,,
1617,"Colección John Critcher Freyer (Denver, Estados Unidos)",39.74031471,-104.9903433,,
2183,Colección John y Judith Herdeg (Estados Unidos),38.89011119,-77.03566468,,
1575,"Colección Jorge Zevallos (Trujillo, Perú)",-8.111560925,-79.02863723,,
643,"Colección José Antonio Calcaño (Caracas, Venezuela)",10.48974971,-66.88532084,,
1119,"Colección José dos Santos (Recife, Brasil)",-8.057472238,-34.88145292,,
1844,"Colección José M Sáenz (Bogotá, Colombia)",4.59817914,-74.07601801,,
1681,"Colección José Masa (Cuzco, Perú)",-13.51683346,-71.97872604,,
994,"Colección José Orihuela (Lima, Perú)",-12.04570476,-77.03051898,,
370,"Colección José Palacios (Lima, Perú)",-12.04570476,-77.03051898,,
669,"Colección Josefina Muriel de González Mariscal (CdMx, México)",19.43272357,-99.1332305,,
1688,"Colección Josefina Vidal de Hernández (Caracas, Venezuela)",10.48974971,-66.88532084,,
1151,Colección Juan Ascui (La Paz),-16.49568881,-68.13349956,,
1515,"Colección Juan Carlos Pallarols (Buenos Aire, Argentina)",-34.60774838,-58.37243334,,
2134,"Colección Juan Francisco Hernández (Bogotá, Colombia)",4.59817914,-74.07601801,,
584,"Colección Juan G. Mijares (CdMx, México)",19.43272357,-99.1332305,,
459,"Colección Juan Manuel Gómez (CdMx, México)",19.43272357,-99.1332305,,
393,"Colección Juan Vicente González (Calabozo, Venezuela)",8.933958661,-67.42814229,,
1762,Colección Julio de Rementeria (Santiago),-33.43761142,-70.65047281,,
1514,"Colección La Perricholi antigüedades (Buenos Aires, Argentina)",-34.60774838,-58.37243334,,
1277,"Colección Larraín, La Fontecilla (Santiago)",-33.43761142,-70.65047281,,
1073,"Colección Lavalle (Lima, Perú)",-12.04570476,-77.03051898,,
737,"Colección Leonor Velarde Ortiz de Zeballos (Lima, Perú)",-12.04570476,-77.03051898,,
377,"Colección Leopoldo García (Caracas, Venezuela)",10.48974971,-66.88532084,,
1306,Colección Liliam Lindley de Alonso (Lima. Perú),-12.04570476,-77.03051898,,
567,Colección Liliana Checa de Costa (Lima),-12.04570476,-77.03051898,,
620,"Colección Lima Tours (Lima, Perú)",-12.04570476,-77.03051898,,
1142,Colección Lina Bo y P. M. Bardi (Brasil),-23.5504542,-46.63342267,,
767,Colección Lisbeth y August Uribe (Estados Unidos),38.89011119,-77.03566468,,
1024,"Colección Lombarri-Orihuela (Cuzco, Perú)",-13.51683346,-71.97872604,,
1763,Colección Luis Fernando Mackenna (Santiago),-33.43761142,-70.65047281,,
387,"Colección Luis Suárez (Caracas, Venezuela)",10.48974971,-66.88532084,,
694,"Colección Luis T. Campos (Texas, Estados Unidos)",30.2742452,-97.74001533,,
1690,"Colección Luisa Santaella de Garrido (Caracas, Venezuela)",10.48974971,-66.88532084,,
1156,"Colección M.P Camargo (São Paulo, Brasil)",-23.5504542,-46.63342267,,
380,"Colección Ma. Eugenia Samoral (Caracas, Venezuela)",10.48974971,-66.88532084,,
683,"Colección Machado Gómez (Caracas, Venezuela)",10.48974971,-66.88532084,,
1778,"Colección Malú y Alejandra Escandón (CdMx, México)",19.43272357,-99.1332305,,
542,"Colección Manuel Barbachano Ponce (CdMx, México)",19.43272357,-99.1332305,,
563,"Colección Manuel Gastañeta (Lima, Perú)",-12.04570476,-77.03051898,,
1052,Colección Manuel Gonzáles (CdMx),19.43272357,-99.1332305,,
635,"Colección Manuel Santaella (Caracas, Venezuela)",10.48974971,-66.88532084,,
1481,"Colección Marcia Moura Castro (Minas Gerais, Brasil)",-19.93208868,-43.93825471,,
766,"Colección Margara Garza (CdMx, México)",19.43272357,-99.1332305,,
641,"Colección Margot Landáez (Caracas, Venezuela)",10.48974971,-66.88532084,,
572,"Colección Mari Solari (La Paz, Bolivia)",-16.49568881,-68.13349956,,
1178,"Colección Maria Luiza Americano (São Paulo, Brasil)",-23.5504542,-46.63342267,,
562,"Colección María Mujica Gallo (Lima, Perú)",-12.04570476,-77.03051898,,
966,Colección María Rodríguez Reyero (CdMx),19.43272357,-99.1332305,,
1360,"Colección Mariano Paz (La Paz, Bolivia)",-16.49568881,-68.13349956,,
664,"Colección Marques de Balbases (CdMx, México)",19.43272357,-99.1332305,,
2011,"Colección Martínez (Cali, Colombia)",3.452076943,-76.53249885,,
388,"Colección Mary Brandt (Caracas, Venezuela)",10.48974971,-66.88532084,,
1694,Colección Mauricio García Araujo (Caracas; Venezuela),10.48974971,-66.88532084,,
1843,"Colección Mejía Hernández (Bogotá, Colombia)",4.59817914,-74.07601801,,
1072,Colección Memoria Prado - MALI (Lima),-12.06009478,-77.0369936,,
2150,"Colección Mena (Quito, Ecuador)",-0.2201103676,-78.51212139,,
1673,"Colección Mercedes Gallagher de Park (Cuzco, Perú)",-13.51683346,-71.97872604,,
647,"Colección Mercedes Quintero (Caracas, Venezuela)",10.48974971,-66.88532084,,
1693,"Colección Mercedes Santaella de Henning (Caracas, Venezuela)",10.48974971,-66.88532084,,
1896,Colección Miguel Germán-rib (Bogotá),4.59817914,-74.07601801,,
955,"Colección Mimi de Herrera Uslar (Caracas, Venezuela)",10.48974971,-66.88532084,,
764,Colección Miriam Ramos de Ward (Estados Unidos),38.89011119,-77.03566468,,
1512,"Colección Mónica y Eric Le Compte (Buenos Aires, Argentina)",-34.60774838,-58.37243334,,
1059,Colección Mr. and Mrs. Robert J. Patrick (Estados Unidos),38.89011119,-77.03566468,,
1025,"Colección Ojeda-Beck (Davis, Estados Unidos)",38.55157588,-121.7191535,,
990,"Colección Olsen-Scheffer (Pasadena, Estados Unidos)",34.14605,-118.1499338,,
1808,Colección orden Agustína Provincia Nuestra  Señora de la Gracia (Bogotá),4.5938944,-74.0779983,,
1810,Colección orden Agustína Recoletos (Bogotá),4.5966342,-74.0725514,,
1947,Colección orden dominica (Bogotá),4.6468044,-74.0526405,,
1956,Colección orden dominica (Tunja),5.5329789,-73.3631688,,#N/A
811,Colección Ortega Acosta (Bogotá),4.59817914,-74.07601801,,
648,"Colección Oscar d’Empire (Maracaibo, Venezuela)",10.64264319,-71.61240402,,
1644,"Colección Oswaldo Viteri (Quito, Ecuador)",-0.2201103676,-78.51212139,,
39,Colección particular,,,,
1243,Universidad Simón Bolivar (Caracas),10.41063799,-66.87928097,,
1913,Colección particular casa de los Barcos (Cartagena),10.42440206,-75.55202805,,
2151,"Colección Paulino Veintimilla (Cuenca, Ecuador)",-2.897285111,-79.00450033,,
1847,"Colección Pedro Restrepo (Bogotá, Colombia)",4.59817914,-74.07601801,,
1619,"Colección Pérez de Salazar (CdMx, México)",19.43272357,-99.1332305,,
998,Colección Pérez Simón (CdMx),19.43272357,-99.1332305,,
1845,"Colección Pizano (Museo de Arte, UNAL, Bogotá)",4.634725,-74.080791,,
1516,"Colección Puppe Mandl (Buenos Aires, Argentina)",-34.60774838,-58.37243334,,
649,"Colección Rafael Pisani (Caracas, Venezuela)",10.48974971,-66.88532084,,
1901,"Colección Rafael Puyana (Bogotá, Colombia)",4.59817914,-74.07601801,,
1511,"Colección Raúl Bulgheroni (Buenos Aires, Argentina)",-34.60774838,-58.37243334,,
637,"Colección Raul Naas (Caracas, Venezuela)",10.48974971,-66.88532084,,
1629,"Colección Regina Gutiérrez de Donat (Antigua, Guatemala)",14.55684348,-90.7337456,,
541,"Colección Ricardo Pérez Escamilla (CdMx, México)",19.43272357,-99.1332305,,
1938,"Colección Rivas Sacconi (Bogotá, Colombia)",4.59817914,-74.07601801,,
776,Colección Robert Morris (Estados Unidos),38.89011119,-77.03566468,,
407,"Colección Roberta y Richard Huber (Philadelphia Museum of Art, Filadelfia)",39.9655697,-75.1809661,,
630,"Colección Roberto García de la Concha (Caracas, Venezuela)",10.48974971,-66.88532084,,
1761,Colección Roberto Palumbo (Santiago),-33.43761142,-70.65047281,,
1147,"Colección Roberto Samanez (Cuzco, Perú)",-13.51683346,-71.97872604,,
1037,Colección Rodrigo Páez (Ecuador),-0.2201103676,-78.51212139,,
183,"Colección Rodrigo Rivero-Lake (CdMx, México)",19.4281542,-99.1927174,,
1692,"Colección Rogelio Sequeira (Caracas, Venezuela)",10.48974971,-66.88532084,,
981,"Colección Ronald Peralta (Cuzco, Perú)",-13.51683346,-71.97872604,,
490,"Colección Ronna Hope Katzing (Miami, Estados Unidos)",25.77424156,-80.18653583,,
1695,"Colección Rosa Anfrúns de Brandt (Caracas, Venezuela)",10.48974971,-66.88532084,,
1679,"Colección Rosalva de León de Vivero (Cuzco, Perú)",-13.51683346,-71.97872604,,
1211,Colección Sabrina Gildemesiter (Perú),-12.04570476,-77.03051898,,
1943,"Colección Sáenz Dávila (Bogotá, Colombia)",4.59817914,-74.07601801,,
1945,"Colección Saenz Pizano (Bogotá, Colombia)",4.59817914,-74.07601801,,
2119,"Colección Salvador Belaunzarán (CdMx, México)",19.43272357,-99.1332305,,
653,"Colección Santiago Hernández (Caracas, Venezuela)",10.48974971,-66.88532084,,
1054,Colección Santiago Lechuga Andia (Cuzco),-13.51683346,-71.97872604,,
1270,"Colección Señora de Areco (Buenos Aires, Argentina)",-34.60774838,-58.37243334,,
1030,Colección Simmonds ,38.89011119,-77.03566468,,
1777,Colección T. Crombie (Londres),51.50750027,-0.127779077,,
409,"Colección Thoma (Chicago/ Santa Fe, NM)",35.6832558,-105.9311051,,
482,"Colección Ugarte Eléspuru (Lima, Perú)",-12.04570476,-77.03051898,,
1969,"Colección Universidad de Los Andes (Bogotá, Colombia)",4.6014581,-74.0661334,,
471,Colección Universidad Iberoamericana,19.3702329,-99.2644925,,
1606,"Colección Velutini (Caracas, Venezuela)",10.48974971,-66.88532084,,
1057,"Colección Vera-Olcese (Lima, Perú)",-12.04570476,-77.03051898,,
1759,Colección virtual del patrimonio artístico y arquitectónico chileno (Santiago),-33.43761142,-70.65047281,,
1048,"Colección Vivian y Jaime Liébana (Lima, Perú)",-12.04570476,-77.03051898,,
975,Colegiata Santa María del Mercado (Berlanga del Duero),41.46552142,-2.860764981,,
666,Colegio de las Vizcainas (CdMx),19.42826913,-99.14068764,,
595,"Colegio de Niñas de Nuestra Señora de la Caridad (cerrado en el siglo XIX, CdMx)",19.43227408,-99.13908481,,
688,Colegio de San Calixto (La Paz),-16.49297688,-68.13512741,,
1861,Colegio León XIII (Bogotá),4.597797811,-74.07452232,,
596,Colegio san Miguel de Belén (CdMx),19.42663502,-99.14806137,,
692,Collection of Svetlana (Montecarlo),43.73939498,7.427382165,,
1097,Collection of the St. Louis Mercantile Library University (Saint Louis),38.71053593,-90.31099802,,
1668,Colorado Springs Fine Arts Center (Colorado Springs),38.8455063,-104.8262146,,
826,Comercio de la Paz (La Paz),-16.49568881,-68.13349956,,
1445,Complejo Museográfico Provincial Enrique Udaondo (Luján),-34.56198262,-59.1215165,,
1123,Concatedral São Pedro dos Clérigos (Recife),-8.0672923,-34.8791242,,
1605,Congregación misioneros de San José (CdMx),19.37700365,-99.18317799,,
900,"Conjunto monumental de Belén (Cajamarca, Perú)",-7.1591069,-78.5169348,,
634,Consejo Municipal (Caracas),10.50696394,-66.91471505,,
1955,Convento agustino de la Candelaria (Ráquira),5.5197222,-73.6047222,,
1815,Convento agustino del Ecce Homo (Sutamerchán),5.6908305,-73.62754,,
1328,Convento Agustíno del Santuario Señor Chalma (Malinalco),18.93311747,-99.43448582,,
1205,Convento agustino san Nicolás Tolentino (Actopan),20.2683918,-98.943021,,
1430,Convento agustino Santa María de Gracia (Puebla),19.0452609,-98.2024929,,
362,Convento Capuchinas de la santísima Trinidad (Santiago),-33.45440477,-70.64015568,,
2131,Convento capuchino Preciosa sangre (Castellón de la Plana),39.98764062,-0.03435836302,,
2017,Convento Carmelita de San José (Medellín),6.2586725,-75.5548904,,
1828,Convento Carmelitas descalzas (Bogotá),4.6934383,-74.0274581,,
1835,Convento Carmelitas descalzas (Rionegro),6.046483,-75.427709,,
796,Convento Concepcionistas (Lima),-12.048903,-77.0270696,,
345,Convento de Agustinas (Santiago),-33.4462957,-70.6318104,,
1311,Convento de Carmelitas Descalzos (CdMx),19.4154805,-99.1802359,,
679,Convento de la buena muerte (Lima),-12.04712025,-77.02237447,,
612,Convento de la Concepción (Soria),41.85251468,-1.916358896,,
958,Convento de la Recoleta (Arequipa),-16.39362967,-71.54150363,,
366,Convento de la Trinidad (Concepción),-36.8274139,-73.04534167,,
1145,Convento de la Trinidad (Cuzco),-13.52024735,-71.96255251,,
363,Convento de las  nazarenas (Cuzco),-13.51445304,-71.97736269,,
1457,Convento de san Antonio (Sao Francisco do Conde),-12.63062513,-38.67599251,,
1232,Convento de San Bernardo (Salta),-24.79032392,-65.40382685,,
166,Convento de Santa Cecilia (Atlixco),18.90783169,-98.43526055,,
321,"Convento de Santo Domingo (Ocotlán de Morelos,Oaxaca)",16.7914099,-96.6744626,,
348,Convento del Carmen de San José (Santiago),-33.4521964,-70.6048369,,
1647,"Convento Dominicano de Santiago Apóstol (Cuilapam, Oax)",16.9922677,-96.7790794,,
627,Convento dominicas de santa Rosa de Lima (Santiago de Chile),-33.40397294,-70.55814326,,
725,"Convento dominicas Virgen del Rosario (Tudela, Esp)",42.0630963,-1.6101291,,
23,Convento dominico de Jesús María (Guadalajara),20.6766156,-103.3517578,,
64,Convento dominico San Juan Bautista (Coixtlahuaca),17.7228303,-97.3230702,,
493,Convento dominico santa Catalina de Siena (Arequipa),-16.3952829,-71.5367908,,
210,Convento dominico santa Catalina de Siena (CdMx),19.4370623,-99.131425,,
516,Convento dominico santa Catalina de Siena (Córdoba),-31.4162099,-64.1858194,,
479,Convento dominico santa Catalina de Siena (Cuzco),-13.517509,-71.9772599,,
957,Convento dominico santa Catalina de Siena (Quito),-0.2218582,-78.5105807,,
1,Convento dominico Santa Inés (Bogotá),4.8499379,-74.1818799,,
1641,Convento el Tejar de la Merced (Quito),-0.2134259,-78.5181545,,
115,Convento franciscano de Santa María Magdalena (Texmelucan),19.28309607,-98.43739007,,
402,Convento Franciscano la Recoleta (Cuzco),-13.51615416,-71.9654198,,
66,Convento franciscano san Bernardino de Siena (Taxco),18.5582136,-99.6040919,,
501,Convento franciscano san Bernardino de Siena (Valladolid),20.68626057,-88.20982591,,
896,Convento Franciscano san Gabriel Arcángel (San Pedro Cholula),19.062181,-98.30430698,,
333,Convento franciscano san Juan Bautista (Cuauhtinchán),18.95661938,-98.01751056,,
9,Convento franciscano san Luis Obispo de Tolosa (Tlalmanalco),19.20625828,-98.80167964,,
844,"Convento Franciscano San Miguel, Museo evangelización (Huejotzingo)",19.15893027,-98.40432424,,
787,"Convento Hermanas franciscanas (Santa fe, Ar)",-31.62732125,-60.7135494,,
816,Convento jesuita (Chamartín de la Rosa),40.46848684,-3.67778176,,
499,Convento la Enseñanza (Bogotá),4.655365743,-74.05673603,,
924,Convento Máximo san José (Santiago),-33.43801212,-70.64615466,,
1879,Convento Niño Jesús pobre (Bogotá),4.61869568,-74.18450307,,
1166,Convento Nossa Senhora da Penha (Vila Velha),-20.32911076,-40.28703682,,
140,Convento Nuestra señora de la Asunción (Tecamachalco),18.88401212,-97.72746754,,
711,Convento Nuestra Señora de la Merced (CdMx),19.4295393,-99.1275646,,
347,Convento Nuestra señora de la Victoria (Santiago),-33.53371024,-70.57323946,,
878,Convento Nuestra Señora del Carmen del Santo Desierto (Tenancingo),18.9122946,-99.5548586,,
1040,Convento Nuestra Señora del Prado (Lima),-12.0514295,-77.01534038,,
1500,Convento san Agustín (Acolman),19.6321644,-98.9133239,,
427,Convento san Agustín (Atlixco),18.9096328,-98.4336276,,
820,Convento san Agustín (Cuzco),-13.5185823,-71.9813382,,
713,Convento San Agustín (Villa de Leiva),5.6346173,-73.5210699,,
1699,Convento san Andrés (Epazoyucan),20.01786713,-98.63504467,,
489,Convento san Antonio de Padua (Izamal),20.93266364,-89.0181217,,
1854,Convento san Francisco (Cartagena),10.42125695,-75.54815313,,
1608,Convento san Francisco (Garachico),28.3734255,-16.76392277,,
559,Convento san Francisco (Tecamachalco),18.88651036,-97.73021055,,
229,Convento san Gabriel (San Andrés Cholula),19.06330268,-98.30443025,,
579,Convento san Guillermo (Totolapan),18.98770782,-98.91953587,,
1999,Convento san Joaquín (Cali),3.450347168,-76.53412867,,
741,Convento san Juan Bautista (Tlayacapan),18.95649609,-98.98157243,,
143,Convento san Juan Bautista (Yecapixtla),18.88460467,-98.8651584,,
1501,Convento santa Ana de Capuchinas (Puebla),19.04126457,-98.20051939,,
1983,Convento santa Clara (Pamplona),7.3768458,-72.6503047,,
344,Convento santa Clara (Santiago),-33.5907423,-70.5800074,,
917,Convento Santa Inés del Montepulciano (Puebla),19.04222967,-98.20249481,,
1019,Convento santa Rosa (Arequipa),-16.3982701,-71.5297653,,
365,Convento santa Rosa de Ocopa (Santa Rosa de Ocopa),-11.87379377,-75.29402777,,
895,Convento santa Rosa de Santa María (Lima),-12.0511988,-77.0273003,,
959,Convento santa Teresa (Cochabamba),-17.39012653,-66.1581664,,
749,Convento santa Teresa (Córdoba),37.8794805,-4.7899384,,
1325,Convento santa Teresa de Jesús (Guadalajara),20.6763495,-103.3501616,,
729,Convento Santa Teresa de Jesús (Lima),-12.0512362,-77.0185536,,
779,Convento Santo Antônio (Igaraçu),-7.832396185,-34.90378982,,
870,Convento Santo Antônio (Recife),-8.061764859,-34.87746722,,
670,Convento Santo Domingo (Quito),-0.2242227,-78.5126037,,
786,Convento Santo Domingo (Santa fe),-31.6577051,-60.7126989,,
1055,Convento y hospital san Juan de Dios (Cuzco),-13.51643836,-71.98209607,,
1321,Convento y Iglesia San Jacinto (CdMx),19.34473502,-99.19340638,,
1591,Convento y museo de las concepcionistas (Cuenca),-2.9001469,-79.0025555,,
616,Convento y museo Recoleta de san Diego (Quito),-0.2236695805,-78.52246133,,
2138,Corcoran Gallery of Art (Washington),38.8959385,-77.0396757,,
1663,Corporación Minera (La Paz),-16.49912332,-68.13360986,,
1027,Curia arzobispal (Cali),3.451212296,-76.53596905,,
905,Curia Arzobispal (Popayán),2.441475416,-76.60685315,,
313,Curia provincial del Carmelo Descalzo (CdMx),19.24389176,-99.00454377,,
1932,Curia provincial franciscana (Bogotá),4.658064497,-74.05776929,,
1720,Dallas Museum of Art (Dallas),32.7882436,-96.8017276,,
867,Davis Museum (Wellesley College),42.29393369,-71.30738801,,
1706,"De Young Museum (San Francisco, CA)",37.771469,-122.4686755,,
417,"Denver Art Museum (Denver, CO)",39.7371878,-104.9893451,,
2103,"Detroit Institute of Arts (Detroit, MI)",42.3593793,-83.064501,,
837,El Llanito (Guanajuato),21.01589916,-101.2529423,,
1738,El Templete (La Habana),23.14071853,-82.34890055,,
1519,Ermita de El Calvario (Antigua Guatemala),14.54525173,-90.72970396,,
470,Estancia de Jesús Maria - Museo Nacional jesuitico (Córdoba),-30.97006738,-64.09728728,,
1589,"Ethnologisches Museum (Museo Etnológico, Berlín)",52.45604996,13.29367221,,
968,Ex-hacienda de Xalpa (Huehuetoca),19.8221748,-99.18323061,,
1443,Exposición 800 años de la Orden Franciscana 2009 (Museo Franz Mayer),19.43718631,-99.14347691,,
914,"Exposición temporal  ""The Holy Family as Prototype of the Civilization of Love: Images from the Viceregal Americas"", 1996 (Saint Joseph's University, Filadelfia) ",39.9949347,-75.24037486,,
539,"Exposición temporal ""Cicatrices de la Fe"" 2009 (San Ildenfonso CDMX)",19.43642368,-99.13088144,,
815,"Exposición temporal Arts in Latin America 1492-1820, 2006 (LACMA y Philadelphia Museum of Art)",34.06466111,-118.3592722,,
239,Exposicion temporal Miradas comparadas en los Virreinatos de America: México y Peru 2012 (LACMA),34.06439011,-118.3591972,,
1703,"Figge Art Museum (Davenport, IA)",41.5203411,-90.5767438,,
2105,"Fine Arts Museum of San Francisco (San Francisco, CA)",37.771516,-122.468647,,
1903,Fondo Cultural Cafetero (Manizales),5.068032212,-75.52013198,,
2068,"Fundação do Patrimônio Artístico e Cultural da Bahia (Salvador, Bahia)",-12.6045888,-38.96291253,,
580,"Fundación BBVA Perú (Museo de Arte Precolombino, Cuzco)",-13.5149814,-71.9774494,,
588,Fundación Cardoen (Santa Cruz),-34.63882899,-71.36277026,,
619,Fundación casa de retiros santa Rosa (Lima),-12.0503258,-77.0291657,,
941,Fundación Tarea (Buenos Aires),-34.57813658,-58.5260378,,
663,Fundación Televisa (CdMx),19.3764527,-99.25219015,,
1172,Galería Coll y Cortés (Madrid),40.41557822,-3.707390972,,
1734,Galería Cubarte (La Habana),23.13323689,-82.35954137,,
1204,"Galería de Arte colonial. Colección de Felipe, Ana y Andrés Siegel (CdMx, México)",19.41902591,-99.1750522,,
384,Galería de Arte Nacional (Caracas),10.5013898,-66.9022893,,
1098,"Galería de Artes Coloniales (San Francisco, CA)",37.76909065,-122.4042016,,
1082,"Galería Mario Hamilton (Winters (Ca), Estados Unidos)",38.5249065,-121.9708017,,
1506,Galería Nacional de Arte (Tegucigalpa),14.1064108,-87.2081547,,
2137,"German Friendly Society (Charleston, SC)",32.77737,-79.930282,,
518,"Gibbes Museum of Art (Charleston, SC)",32.7785342,-79.931906,,
1910,Gobernación del Cauca (Popayán),2.44264964,-76.60637965,,
1466,Governo do Estado de São Paulo (Palácio dos Bandeirantes),-23.60096057,-46.71191021,,
45,Gran Museo del Mundo Maya (Mérida),21.03530359,-89.62835516,,
1888,Hacienda Aposentos (Turmequé),5.337420907,-73.4655848,,
1611,"Hacienda Blandín (hoy Country Club, Caracas)",10.50532053,-66.86446208,,
2008,Hacienda Cañasgordas (Cali),3.355307715,-76.52504247,,
1384,Hacienda de Arroyo Zarco (Aculco),20.10855883,-99.7249394,,
174,Hacienda de Fizebad (El Retiro),6.09949892,-75.50877053,,
1339,Hacienda de Santa Inés (Ejutla),19.90426757,-104.1641595,,
1966,Hacienda el Paraíso (Cerrito),3.640948116,-76.19766002,,
2018,Hacienda García Abajo (Corinto),3.21457727,-76.26421309,,
1361,Hacienda Santa Lucía (Potosí),-19.54808392,-65.84982789,,
2096,"Harvard Art Museums (Cambridge, MA)",42.3740888,-71.1143571,,
1669,"Heard Museum (Phoenix, AZ)",33.4724737,-112.0722009,,
448,Herbery F. Johnson Museum of Art Cornell University (Ithaca),42.4508815,-76.48620067,,
445,Hermandad y Archicofradía de los Nazarenos del Dulce Nombre de Jesús (Sevilla),37.40039198,-5.999476572,,
2102,"Historical Society of Pennsylvania (Filadelfia, PA)",39.947787,-75.162732,,
1095,Holden Family Collection (Estados Unidos),38.89011119,-77.03566468,,
1667,"Holy Cross Church (Santa Cruz, CA)",36.97871717,-122.031025,,
1665,Hospital Bracamonte (Potosí),-19.58253533,-65.76578023,,
433,Hospital de Jesús Patronato (CdMx),19.42896513,-99.13369775,,
671,Hospital Eugenio Espino (Quito),-0.2146086425,-78.49820977,,
1959,Hospital san Juan de Dios (Atlixco),-19.0478711,-98.4389112,,
1838,Hospital san Juan de Dios (Bogotá),4.5890537,-74.086555,,
705,Hotel Convento (Cuzco),-13.517012,-71.976004,,
282,Hotel Hacienda Jurica (Querétaro),20.6746828,-100.4526908,,
2075,"Hotel Menger (San Antonio, TX)",29.4245669,-98.4860037,,
262,Hotel Palacio del Inka (Cuzco),-13.5196269,-71.9749677,,
778,Igleja san Francisco - Convento Santo Antônio (João Pessoa),-7.114134086,-34.88252467,,
652,"Iglesia  San Miguel del Llano (Mérida, Ven)",8.59586515,-71.14883957,,
1951,Iglesia Amo Jesúes de Yanaconas (Popayán),2.4549197,-76.58676625,,
48,Iglesia Antiguo Hospital Real de san Cosme y Damián (Oaxaca),17.0626053,-96.72714454,,
570,Iglesia Apóstol Santiago (Guaqui),-16.59637582,-68.83683912,,
430,"Iglesia Arciprestal de Santa María del Salvador (Chinchilla de Monte-Aragón, España)",38.9209428,-1.7254426,,
2046,Iglesia Basílica Menor San Jacinto (Guasca),4.866468086,-73.87727781,,
203,Iglesia Belén de Acomayo (Acomayo),-13.92198294,-71.6807359,,
949,Iglesia Buena muerte (Ayacucho),-13.16147081,-74.22434503,,
50,Iglesia convento santa Clara (Lima),-12.0491683,-77.0202824,,
246,Iglesia conventual concepcionista Regina Coeli (CdMx),19.4279059,-99.1389415,,
312,Iglesia conventual de san Joaquín de Carmelitas Descalzos (CdMx),19.4524497,-99.2082892,,
468,Iglesia conventual de Santo Domingo (Cuzco),-13.5199641,-71.9751125,,
88,Iglesia conventual de Santo Domingo (Puebla),19.0464779,-98.1982255,,
1285,Iglesia conventual del Carmen (San Luis Potosí),22.1515676,-100.973936,,
186,Iglesia conventual del Carmen bajo san Rafael (Santiago),-33.4291263,-70.6533518,,
86,Iglesia conventual dominico Santa Catalina de Siena (Puebla),19.0465806,-98.1994177,,
290,Iglesia conventual dominico Santa María de Gracia (Guadalajara),20.6775189,-103.3441669,,
95,Iglesia conventual dominico Santa Rosa de Lima (Puebla),19.0500154,-98.1976019,,
988,Iglesia conventual franciscana san Roque (Sayula),19.88403306,-103.6084462,,
296,Iglesia conventual franciscano San Luis (Huamantla),19.31393503,-97.92291785,,
130,Iglesia conventual Impresión de las Llagas de san Francisco (Puebla),19.04508553,-98.18893171,,
1917,Iglesia conventual Inmaculada Concepción (Bogotá),4.5986547,-74.0774906,,
281,Iglesia conventual Inmaculada Concepción (Ozumba),19.0382153,-98.7951028,,
127,Iglesia conventual Limpia Concepción - Expiatorio de la Concepción (Puebla),19.042221,-98.2002774,,
119,Iglesia conventual Nuestra Señora del Carmen (Puebla),19.0382179,-98.2024528,,
158,Iglesia conventual Nuestra Señora del Carmen (Veracruz),19.1387169,-96.1125344,,
893,Iglesia conventual San Agustín (Tunja),5.5356279,-73.3589947,,
1582,Iglesia conventual san Agustin y museo Miguel de Santiago (Quito),-0.2203315,-78.5104192,,
